protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,0.0,0.0,1,0.0,173.90999929632898,0.0,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.7510879964235384,1,0.0,0,0,0.6914521307481724,1.0,3.125312566757202,3.753549337387085,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-26.431156158447266,3.467651844024658,8.204233169555664,-4.783856391906738,0.5077272653579712,0.42324158549308777,28.523414611816406,6.246113300323486,1,6.24111270904541,-4.653090476989746,29.865123748779297,7.040952205657959,0.6914521307481724,6.24111270904541,-4.653090476989746,4.151493359557474,-2.4908960157344846,2.0896193494879363,-2.1621944612552615,0.0,1,0.0,0.0,0.0,0.7818379402160645,-0.011401376686990261,0.007306390441954136,-0.0075790127739310265,-0.01882145337182961,-0.015964603354499465,173.89117784295715,173.89117784295715,0.01882145337182961,0.7854860424995422,-0.015448912978172302,0.2998311946640934,1.0,0.0,0.0,0,0,1,731.5633515869471,0.0,7.820911271948188e-07,0.7818379402160645,-18.780745674413577,-2.1595981213156596,0.0,0.0,0.0,0,7.856013413017934e-07
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,7.172888153292986,7.172888153292986,1,7.172888153292986,174.38907188095573,0.4790725846267536,7.172638198106864,-0.009269348345696926,-25.911921514114134,-1.3894320450493185,4.600271986893804,1,0.0,0,0,0.7198392245235242,1.0,10.178937911987305,3.9389750957489014,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-27.667680740356445,3.4854371547698975,9.43566608428955,-4.670357704162598,0.4686130881309509,0.46911314129829407,19.144636154174805,6.762517929077148,1,9.017505645751953,-4.568985462188721,20.283260345458984,7.668885231018066,0.7198392245235242,9.017505645751953,-4.568985462188721,9.017505645751953,-2.547004068809512,0.0,-2.0219813933792086,0.0,1,7.0,7.1728681568780965,-0.009269348345696926,0.7935020327568054,-0.010082671418786049,-0.001933514024131,-0.004760019481182098,-0.12299619228395167,-0.04343978634281623,173.787003104045,173.787003104045,0.6020687769107053,0.7925066947937012,-0.014163977466523647,0.1640563598544687,1.0,6.919469870842195,-1.0587429841595617,0,0,1,724.6438817161048,0.009458469804196868,0.2531683272646692,6.37938612053618,-25.548842726997318,-0.3727399045543962,6.999999999999997,7.172888153292986,0.0,0,1.147006321390017
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.976644557493125,2.976644557493125,1,2.976644557493125,174.34727015796543,-0.041801722990300653,9.91636095960898,-1.0709491101640192,-28.527525829313724,-0.04266087853709655,4.209169429899447,1,0.0,0,0,0.7551146191201352,1.0,13.031463623046875,4.083316802978516,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-28.75661849975586,3.3492355346679688,10.504009246826172,-4.419398784637451,0.41610220074653625,0.5097917914390564,10.543392181396484,7.538721084594727,1,10.57878303527832,-4.31580924987793,11.691267967224121,8.439228057861328,0.7551146191201352,10.57878303527832,-4.31580924987793,10.57878303527832,-3.6668882317122424,0.0,-0.6489210181656873,0.24764915365942386,1,2.996915946008796,2.9968910887667843,-0.012206126004457474,0.8119500875473022,-0.009856130927801132,-0.0033417781814932823,-0.0035818968899548054,-0.17154961919540546,-0.05705145622931242,173.73844967713356,173.73844967713356,0.6088204808318584,0.8102406859397888,-0.01407308503985405,0.11930374441253529,1.0,9.654413257702974,-2.284136740512306,0,0,1,721.908938329244,0.01319696132503097,0.49478281155309034,2.1646944699458226,-28.1383487085516,1.1358899237787115,2.996915946008795,2.976644557493125,0.020271388515670008,0,2.417992330578602
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.9757724856927044,2.9757724856927044,1,2.9757724856927044,174.34726770228437,-2.4556810541204664e-06,12.669761435522009,-2.2974630426830593,-31.135265896771926,1.4690409267123676,3.415078904278096,1,0.0,0,0,0.778846304432886,1.0,15.878216743469238,4.223620414733887,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.44024658203125,3.2067933082580566,11.16866683959961,-4.205234050750732,0.3742794394493103,0.5256134271621704,8.886331558227539,8.327306747436523,1,12.25505256652832,-4.130569934844971,10.019916534423828,9.237427711486816,0.778846304432886,12.25505256652832,-4.130569934844971,12.25505256652832,-4.130569934844971,0.0,0.0,0.0,0,3.0153776254071603,3.015348177819036,-0.013326302170753479,0.8289704322814941,-0.0037925001233816147,-0.00012140604667365551,0.0013293668162077665,-0.16299195245433482,-0.06589553067816739,173.74700734387463,173.74700734387463,0.6002603584097337,0.8288975358009338,-0.005485838744789362,0.07771611534052662,1.0,12.376952563717738,-3.510383220653563,0,0,1,719.1863990232293,0.01691849726598384,0.7479293312570814,2.14680205341121,-30.715430146084525,2.6440517079310046,2.985950552647213,2.9757724856927044,0.010178066954508846,0,3.6923299351097194
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,2.9758548895661856,2.9758548895661856,1,2.9758548895661856,174.34727021093266,2.508648307008251e-06,15.412634866715045,-3.5190052448618703,-33.73306578270064,2.9746822398800363,3.190516911746901,1,0.0,0,0,0.7705743099040158,1.0,18.72028350830078,4.359691143035889,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.5803165435791,3.165325880050659,11.303546905517578,-4.149140357971191,0.38766494393348694,0.5044008493423462,9.646854400634766,8.651333808898926,1,13.231111526489258,-4.102938175201416,10.756914138793945,9.576021194458008,0.7705743099040158,13.231111526489258,-4.102938175201416,13.231111526489258,-4.102938175201416,0.0,0.0,0.0,0,3.0356945472218504,3.035682302997306,-0.008622024208307266,0.8463981747627258,0.0017357688629999757,0.011455008760094643,0.005340405274182558,-0.15402390073389485,-0.07437148194314248,173.75597539559507,173.75597539559507,0.5912948153376008,0.8521344661712646,0.0021152535919100046,0.12458163936174264,1.0,14.18682442681117,-3.8407322210622485,0,0,1,717.3765271601359,0.019392475574447978,1.9138256943617566,2.1294567148034598,-32.48004104781742,3.164546653510409,1.8397735248905764,2.9758548895661856,0.0,0,4.406184301067293
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.2891979911131446,3.2891979911131446,1,3.2891979911131446,174.29985586865408,-0.047414342278598545,17.629122382134007,-3.8429118786369916,-35.90268106499796,3.531909249485314,3.028703304017293,1,0.0,0,0,0.7066314444948009,1.0,21.871074676513672,4.490999698638916,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.561302185058594,1.616821527481079,16.092140197753906,-2.080939531326294,0.49467697739601135,0.20041577517986298,7.586652755737305,16.91283416748047,1,17.074371337890625,-1.948233962059021,8.972356796264648,17.6818904876709,0.7066314444948009,17.074371337890625,-1.948233962059021,17.074371337890625,-1.948233962059021,0.0,0.0,0.0,0,3.4422986454006197,3.442297955322839,-0.0021796575747430325,0.8993688225746155,-0.007284179329872131,0.016202440485358238,0.0009513292461633682,-0.21433671226092887,-0.08536617218626556,173.69566258406803,173.69566258406803,0.6041932845860362,0.9074382781982422,-0.010203197598457336,0.07845360046030508,1.0,17.345923865587398,-3.257836197942325,0,0,1,714.2174277213596,0.02371076110901356,2.0438481049580908,2.389829168538529,-35.68315177984729,2.9200907756911905,3.2124254135847727,3.2891979911131446,0.0,0,3.97416974515907
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.282515961429067,3.282515961429067,1,3.282515961429067,174.29985092199666,-4.946657410540945e-06,20.79194159660273,-3.2648299801832223,-39.10897984699838,3.2926349606973604,2.9208828080921174,1,0.0,0,0,0.7091032951641077,1.0,25.01070213317871,4.617638111114502,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.65871810913086,1.7791787385940552,16.20623207092285,-2.2320456504821777,0.4908198416233063,0.19397218525409698,7.946873664855957,16.117568969726562,1,18.719268798828125,-2.1984243392944336,9.225905418395996,16.94489860534668,0.7091032951641077,18.719268798828125,-2.1984243392944336,18.719268798828125,-2.1984243392944336,0.0,0.0,0.0,0,3.4460248280391257,3.4460177310153313,-0.006993782240897417,0.9030762314796448,0.002921819919720292,0.034316811710596085,0.007273138966411352,-0.15845386538002992,-0.08754813748160696,173.75154543094894,173.75154543094894,0.5483054910477266,0.9202492237091064,0.004013420082628727,0.1472001050559688,1.0,19.828181320545646,-2.8915146735508266,0,0,1,711.7351702664014,0.027103847230090565,2.8440306262991193,2.3794397299494223,-38.19026379829516,2.8191806231664787,2.509141991185097,3.282515961429067,0.0,0,4.180754281330323
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.291245153591544,3.291245153591544,1,3.291245153591544,174.29985734525803,6.423261370735073e-06,23.346942829064517,-2.89190413425791,-41.68912576758887,3.1928751847321846,2.633712364825527,1,0.0,0,0,0.7643066781192618,1.0,28.15472984313965,4.739523410797119,1,1,6,-37.266056060791016,4.535549163818359,-42.0279541015625,-0.19259993731975555,-38.07392883300781,1.5754212141036987,19.580551147460938,-1.6671165227890015,0.3944845497608185,0.26958879828453064,6.411528587341309,14.925238609313965,1,21.75448226928711,-1.571207046508789,7.8889923095703125,15.650802612304688,0.7643066781192618,21.75448226928711,-1.571207046508789,21.75448226928711,-1.571207046508789,0.0,0.0,0.0,0,3.518761530071857,3.51876150851887,-0.00038946070708334446,0.9546176195144653,-0.002400952158495784,0.049110282212495804,0.005439659580588341,-0.18662407347724838,-0.09791973304552504,173.72337522285173,173.72337522285173,0.5764821224063159,0.9791685938835144,-0.0028704842552542686,0.12974737499786412,1.0,22.529007162627785,-2.3505262007543823,0,0,1,709.0343444243193,0.03079570226386633,3.434373748100981,2.3366275340770786,-40.93324121794025,2.5677772972646675,2.7544743159008234,3.291245153591544,0.0,0,4.275015724025971
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.3361949374037283,3.3361949374037283,1,3.3361949374037283,174.38689418808866,0.08703684283063444,26.13994275483566,-2.3524042757067836,-44.52359915622455,2.952730870099277,3.3558965856189125,1,0.0,0,0,0.39438979532281804,1.0,31.339508056640625,4.861785888671875,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.13352584838867,-2.802180528640747,26.13588523864746,3.434736490249634,0.6137425899505615,0.03245338797569275,39.38341522216797,24.192684173583984,1,26.848590850830078,3.6381070613861084,41.296592712402344,24.742023468017578,0.39438979532281804,26.848590850830078,3.6381070613861084,26.848590850830078,-0.35166111342413364,0.0,3.989768174810242,0.0,1,3.610936080608345,3.610935592207874,-0.0018780749524012208,1.0087753534317017,-0.011898096650838852,0.05717863887548447,0.0005899325478821993,-0.24250245138671772,-0.10568871304065754,173.66749684494224,173.66749684494224,0.7193973431464197,1.037306308746338,-0.015993624925613403,0.008740910724482728,1.0,26.139337080489035,-2.2843653177861474,0,0,1,705.4240145064581,0.03573079081092042,3.1601232045942957,2.3274195839720266,-44.53021518961441,2.885011635471851,3.6109360806083415,3.3361949374037283,0.2747411432046132,0,4.034006991581387
GT+smooth-jitter_controlled_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3360799142111426,3.3360799142111426,1,3.3360799142111426,174.38689958652537,5.39843670493681e-06,29.728217606133235,-2.2947127232347033,-48.09774401384854,3.276046908057822,4.198303853254278,1,0.0,0,0,0.334314597338101,1.0,34.520179748535156,4.978874683380127,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.4023551940918,-2.853156089782715,26.397789001464844,3.513944625854492,0.6241835951805115,0.011697888374328613,43.25102996826172,24.251487731933594,1,28.842979431152344,3.599797010421753,44.96998977661133,24.875263214111328,0.334314597338101,28.842979431152344,3.599797010421753,28.842979431152344,-0.3930936376268368,0.0,3.992890648048589,0.0,0,3.5888954423537744,3.5888805256441985,-0.010347405448555946,1.0049002170562744,-0.0020801813807338476,0.07181622833013535,0.006367145571857691,-0.20965100238710177,-0.11101834833663682,173.70034829394186,173.70034829394186,0.6865512925835087,1.040805459022522,-0.0027050296775996685,0.0056837875210262465,1.0,29.71570719453526,-2.230396375307826,0,0,1,701.8476443924118,0.04061945849265731,2.9197174430781168,2.331179697154868,-48.09212756098401,3.210766294808386,3.576777297987013,3.3360799142111426,0.24069738377587058,0,3.83156330931466
