frame_id,reference_x,reference_y,meanshift_x,meanshift_y,error_m,latency_ms
0,-37.63298034667969,0.8348962068557739,-49.50570297241211,1.2938106060028076,11.88158893585205,998.8065460056532
1,-47.69226837158203,1.7922438383102417,-56.007083892822266,1.0671976804733276,8.346366882324219,7.982676004758105
2,-50.9120979309082,2.1374623775482178,-60.6285400390625,0.7116213440895081,9.820502281188965,6.552369013661519
3,-54.1414794921875,2.4837052822113037,-60.476600646972656,0.5149183869361877,6.633994102478027,6.475543981650844
4,-57.659645080566406,2.8609108924865723,-73.78565216064453,4.564937114715576,16.215789794921875,6.525745993712917
5,-60.85377502441406,3.1642963886260986,-78.04285430908203,4.1250386238098145,17.21590805053711,6.513596978038549
6,-64.02477264404297,3.465484857559204,-77.66127014160156,3.905258893966675,13.643587112426758,6.497258989838883
7,-67.50447845458984,3.795994520187378,-79.11451721191406,3.284454345703125,11.621302604675293,6.508032005513087
8,-70.70535278320312,4.076558589935303,-80.61101531982422,3.006176710128784,9.963325500488281,6.494337023468688
9,-73.90149688720703,4.35670804977417,-79.38030242919922,2.488287925720215,5.788635730743408,6.494115979876369
10,-77.41057586669922,4.6642866134643555,-85.14443969726562,1.7824530601501465,8.253339767456055,6.514553999295458
11,-80.71418762207031,4.9646830558776855,-90.36689758300781,1.9250439405441284,10.119991302490234,6.612991011934355
12,-84.01985931396484,5.2652668952941895,-89.77615356445312,2.471797466278076,6.398311614990234,6.5010849793907255
13,-87.32689666748047,5.565974712371826,-93.0367202758789,2.8490686416625977,6.323263645172119,6.5039620094466954
14,-90.52931213378906,5.903904438018799,-96.99324035644531,1.0034210681915283,8.111541748046875,6.511957006296143
15,-93.73101806640625,6.241759300231934,-97.14093017578125,2.1298041343688965,5.341879367828369,6.513416999951005
16,-97.24320983886719,6.612377643585205,-105.90963745117188,0.6801427602767944,10.502303123474121,6.50957299512811
17,-100.48795318603516,6.946656227111816,-109.1578140258789,-1.561174988746643,12.147003173828125,6.540472008055076
18,-103.73233032226562,7.28089714050293,-109.48841857910156,-1.8222371339797974,10.77031135559082,6.5363939793314785
19,-107.29228973388672,7.647648811340332,-112.92548370361328,-3.0534634590148926,12.093249320983887,6.524135998915881
20,-110.61548614501953,7.9523024559021,-116.77007293701172,-0.9712591767311096,10.8401517868042,6.539505004184321
21,-113.93445587158203,8.25656795501709,-117.53526306152344,0.219352588057518,8.806965827941895,6.663717009359971
