frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_003_v3d.jpg,3331.729418,395.943425,832.932355,98.985856,104.287585,0,18150,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_003_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_1_s_035_v3d.jpg,3322.797267,411.872675,830.699317,102.968169,356.160671,1000000000,16638,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_1_s_035_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_0_s_052_v3d.jpg,3316.682036,426.059790,829.170509,106.514947,316.733979,2000000000,16585,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_0_s_052_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_0_s_082_v3d.jpg,3308.744413,474.635109,827.186103,118.658777,132.304481,3000000000,16593,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_11_0_s_082_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_058_v3d.jpg,3308.190265,485.393275,827.047566,121.348319,261.462237,4000000000,18171,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_058_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_070_v3d.jpg,3290.601921,559.929751,822.650480,139.982438,128.698018,5000000000,18201,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_070_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_017_v3d.jpg,3271.835004,608.692911,817.958751,152.173228,129.411307,6000000000,18251,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_017_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_035_v3d.jpg,3277.470866,618.307496,819.367717,154.576874,86.929589,7000000000,18237,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_035_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_062_v3d.jpg,3266.427965,700.811699,816.606991,175.202925,278.641422,8000000000,18247,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_2_s_062_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_059_v3d.jpg,3247.591345,737.895007,811.897836,184.473752,60.898863,9000000000,18178,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_059_v3d.jpg
10,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_064_v3d.jpg,3261.163710,751.986021,815.290927,187.996505,207.747853,10000000000,18156,./Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_12_1_s_064_v3d.jpg
