protocol,controlled_gt_prior,reference_protocol,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,direct_kalman_ms_enabled,ms_grid_size,kalman_x,kalman_y,frame_reference_x,frame_reference_y,ms_lattice_index,ms_lattice_x,ms_lattice_y,ms_x,ms_y,ms_support,ms_mode_count,ms_shift_from_kalman_m,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,motion_prediction_error_m,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,visual_measurement_error_m,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-41.41473208662878,-2.1012529727827833,-3.781751739949091,-2.9361491796385573,0,1,6,-37.632978691184114,0.8348961808190729,-37.63298034667969,0.8348962068557739,79938,-37.296630859375,-0.22260963916778564,-37.96245574951172,-0.08870726823806763,0.9136496782302856,1,0.9806112701139315,0,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,0.0,0.0,1,0.0,173.92622821886636,0.0,0.0,0.0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,3.274605110999344,1,0.0,0,0,0.6482148693836108,1.0,3.4498538970947266,3.319810152053833,0,0,6,18,1,173.92622821886636,-51.490604400634766,-0.13258513808250427,-51.36573028564453,1.9401154518127441,1,-51.36573028564453,1.9401154518127441,13.772604942321777,0.3540320098400116,0.626308262348175,0.1432354897260666,4.0,4.0,0,13.772604942321777,0.3540320098400116,13.777152827586974,4.0,4.0,0.6482148693836108,13.772604942321777,0.3540320098400116,4.03259089080493,0.3540320098400116,9.740014051516848,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.0,0.0,0.0,0.3382256621348619,1.0,0.2299020840882781,0.9532803862486234,0,0,1,729.0724832315371,0.0003152356124391143,0.2299004351309407,0.0,-37.96245574951172,-0.08870726823806763,0.0,0.0,0.0,0,0.9806107384057905,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-51.3870498450466,-1.2895301306937865,-3.6947814734645634,-3.0817739690040282,0,1,6,-44.632717683153565,0.8953448723059726,-47.69226837158203,1.7922438383102417,79442,-46.75927734375,-0.16259177029132843,-46.832427978515625,0.4551270008087158,0.9178972840309143,1,2.243327251630358,1,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,10.104740969237914,10.104740969237914,1,10.104740969237914,174.56350519669104,0.6372769778246966,10.046361691698882,0.0,-47.622944974024946,1.8978904931924152,0.12636039386077708,3.2162367575814748,1,0.0,0,0,0.790451112571992,1.0,13.452078819274902,3.5678036212921143,0,0,6,18,1,173.92622821886636,-60.95325469970703,-0.07257647067308426,-59.39262390136719,0.9911920428276062,1,-59.39262390136719,0.9911920428276062,21.654033660888672,2.1469452381134033,0.3676969110965729,0.3191496729850769,4.0,4.0,0,21.654033660888672,2.1469452381134033,11.727744108907784,4.0,4.0,0.790451112571992,21.654033660888672,2.1469452381134033,14.470102251271861,2.1469452381134033,7.183931409616811,0.0,0.03840567997744815,1,7.0,10.046361691698882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.6372769778246966,0.0,0.0,0.5630403505568922,1.0,9.107625081663516,1.3510207963327612,0,0,1,720.1947602339619,0.012488132858254595,0.9964925050302309,10.104740969237914,-46.832427978515625,0.4551270008087158,8.886628328870865,10.104740969237914,0.0,0,1.5897191383004339,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-54.51428199964562,-1.0873869059428523,-3.6021840687374134,-3.22484928349107,0,1,6,-48.097028959423234,0.47878874893391354,-50.9120979309082,2.1374623775482178,79442,-46.75927734375,-0.16259177029132843,-50.44969177246094,0.5921516418457031,0.8607427477836609,1,2.355392421092462,2,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.2382832227808875,3.2382832227808875,1,3.2382832227808875,173.8803305005938,-0.6831746960972553,10.456107054065695,0.6805252047031699,-48.10239583638052,1.2645401266464584,2.942179314065107,3.120957528171466,1,0.0,0,0,0.9356038065588848,1.0,16.583145141601562,3.6976842880249023,0,0,6,18,1,173.92622821886636,-60.95325469970703,-0.07257647067308426,-62.79248046875,0.7362167835235596,1,-62.79248046875,0.7362167835235596,25.007827758789062,2.7602243423461914,0.10378292202949524,0.9417554140090942,4.0,4.0,0,25.007827758789062,2.7602243423461914,11.962733307823711,4.0,4.0,0.9356038065588848,25.007827758789062,2.7602243423461914,15.279017522102627,2.7602243423461914,9.728810236686435,0.0,0.5038422095431239,1,3.4892651981195075,3.4892651981195075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.04589771827255865,0.0,0.0,0.5875277771881905,1.0,12.719081732852079,1.5975039881021857,0,0,1,716.5833035827734,0.017440065998615306,0.6233180376077456,3.2382832227808875,-50.44969177246094,0.5921516418457031,3.6198581612045175,3.2382832227808875,0.38157493842363,0,1.6130110741242307,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-57.64550818893699,-0.8814474091462432,-3.504028696749486,-3.365152691357547,0,1,6,-51.575818823951145,0.2567061482086066,-54.1414794921875,2.4837052822113037,79194,-51.490604400634766,-0.13258513808250427,-52.242183685302734,0.8140917420387268,0.8614355325698853,1,0.8687466999381799,3,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.2478899946519495,3.2478899946519495,1,3.2478899946519495,173.88032639355833,-4.107035451511243e-06,13.853502254929513,1.461297891480368,-51.563332392163204,0.8476249121041237,3.0534572940871034,2.690234243921692,1,0.0,0,0,0.9386327384001389,1.0,19.718584060668945,3.8242123126983643,1,1,6,18,1,173.92622821886636,-60.95325469970703,-0.07257647067308426,-62.621700286865234,0.4433884918689728,1,-62.621700286865234,0.4433884918689728,24.807022094726562,3.033338785171509,0.09827577322721481,0.9443609118461609,4.0,4.0,1,24.807022094726562,3.033338785171509,8.722215263035393,4.0,4.0,0.9386327384001389,24.807022094726562,3.033338785171509,18.684742285529893,3.033338785171509,6.122279809196668,0.0,0.48889118447819335,1,3.48587142664313,3.48587142664313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.045901825308010166,0.0,0.0,0.7459400397802747,1.0,14.524994698412364,1.5664713198606883,0,0,1,714.7773906172131,0.0199162857421977,2.0652940244157243,3.2478899946519495,-52.242183685302734,0.8140917420387268,1.8061795773612692,3.2478899946519495,0.0,0,2.5288206610152604,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-61.06003871509445,-0.6415523486375916,-3.400393634528043,-3.502463241124164,0,1,6,-55.322366198437564,0.5892940661989412,-57.659645080566406,2.8609108924865723,78946,-56.221927642822266,-0.10258004069328308,-56.51939392089844,0.9075477123260498,0.8617984056472778,1,1.2386124299445187,4,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.5383291508389427,3.5383291508389427,1,3.5383291508389427,173.88032155632646,-4.837231877058128e-06,17.564674766032756,2.0502206990351994,-55.31598544284285,0.6546830512978064,3.2187236266462746,3.189373339931144,1,0.0,0,0,0.7370350377595798,1.0,23.13932991027832,3.9469516277313232,0,0,6,18,1,173.92622821886636,-75.14722442626953,0.017425041645765305,-72.57838439941406,2.213564157485962,1,-72.57838439941406,2.213564157485962,34.89511489868164,2.3266055583953857,0.4648170471191406,0.5002807974815369,4.0,4.0,0,34.89511489868164,2.3266055583953857,14.932777842392603,4.0,4.0,0.7370350377595798,34.89511489868164,2.3266055583953857,21.8415211198716,2.3266055583953857,13.05359377881004,0.0,0.0,1,3.7612806266568675,3.7612806266568675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.045906662539887226,0.0,0.0,0.4057530437786301,1.0,18.788083219153553,1.9261068050282313,0,0,1,710.5143020964719,0.02576171914071349,1.3405335187853389,3.5383291508389427,-56.51939392089844,0.9075477123260498,4.278231108515176,3.5383291508389427,0.7399019576762336,0,2.2618135247475593,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-64.14514128436127,-0.472265461726169,-3.2913662599472175,-3.6365618503522676,0,1,6,-58.72399561897749,0.8755236540600904,-60.85377502441406,3.1642963886260986,78698,-60.95325469970703,-0.07257647067308426,-60.551368713378906,0.46074268221855164,0.9070411920547485,1,1.873855832433226,5,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.208505704756041,3.208505704756041,1,3.208505704756041,174.57419812183036,0.6938765655039107,20.97775151972923,2.115917762665512,-58.71685416961637,0.9504886192757209,3.076910070071175,3.4285683902869724,1,0.0,0,0,0.7092984722888842,1.0,26.225027084350586,4.105046272277832,0,0,6,18,1,173.92622821886636,-75.14722442626953,0.017425041645765305,-74.8477783203125,2.3644747734069824,1,-74.8477783203125,2.3644747734069824,37.1677360534668,2.4166641235351562,0.5152471661567688,0.4906780421733856,4.0,4.0,0,37.1677360534668,2.4166641235351562,14.016840694737457,4.0,4.0,0.7092984722888842,37.1677360534668,2.4166641235351562,25.178322318523662,2.4166641235351562,11.989413734943133,0.0,0.0,1,3.4136505520703064,3.4136505520703064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.6479699029640235,0.0,0.0,0.3567870711407256,1.0,22.750148516612388,2.7970224385999938,0,0,1,706.552236799013,0.03119439751560204,0.5867687472308951,3.208505704756041,-60.551368713378906,0.46074268221855164,4.056655699233949,3.208505704756041,0.8481499944779083,0,2.720413979596465,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-67.2018156732335,-0.30174683902330957,-3.1770430291905294,-3.7672316965825137,0,1,6,-62.08780166623058,1.138279163207065,-64.02477264404297,3.465484857559204,78698,-60.95325469970703,-0.07257647067308426,-61.38636016845703,0.5624037384986877,0.8980399370193481,1,0.9075531276910773,6,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.1852692817892896,3.1852692817892896,1,3.1852692817892896,174.57419576006495,-2.3617654319307122e-06,24.350973615078853,2.1912175396560745,-62.07910801517031,1.2325284019792275,2.961706498045082,3.183304104310102,1,0.0,0,0,0.7568478302991763,1.0,29.28258514404297,4.258908271789551,1,1,6,18,1,173.92622821886636,-75.14722442626953,0.017425041645765305,-74.7545394897461,2.2564516067504883,1,-74.7545394897461,2.2564516067504883,37.06359100341797,2.5142154693603516,0.4287937879562378,0.5728551149368286,4.0,4.0,1,37.06359100341797,2.5142154693603516,10.797668603505768,4.0,4.0,0.7568478302991763,37.06359100341797,2.5142154693603516,28.68230514840159,2.5142154693603516,8.38128585501638,0.0,0.0,1,3.3740526938866218,3.3740526938866218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.6479675411985917,0.0,0.0,0.46542909233941737,1.0,23.5912093769125,2.78428157172538,0,0,1,705.7111759387129,0.03234763775892871,2.9307734772856726,3.1852692817892896,-61.38636016845703,0.5624037384986877,0.8411573577027531,3.1852692817892896,0.0,0,3.9228943874610205,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-70.56200789127028,-0.09826408944263809,-3.0575294366804333,-3.894258609630016,0,1,6,-65.75667407072909,1.182249071604219,-67.50447845458984,3.795994520187378,78450,-65.68457794189453,-0.0425744354724884,-66.20381927490234,2.0917599201202393,0.8185938000679016,1,1.0134835061230505,7,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.4953668140903713,3.4953668140903713,1,3.4953668140903713,174.57420559931634,9.839251396384248e-06,28.01878193304297,2.285857574359758,-65.73634079003216,1.5265063330759294,2.8769580171191085,2.6957022494882827,1,0.0,0,0,0.8588745491540806,1.0,32.64544677734375,4.412105560302734,0,0,6,18,1,173.92622821886636,-75.14722442626953,0.017425041645765305,-76.89738464355469,1.6281684637069702,1,-76.89738464355469,1.6281684637069702,39.1279296875,3.365703821182251,0.24329066276550293,0.7871869802474976,4.0,4.0,0,39.1279296875,3.365703821182251,9.639821276110128,4.0,4.0,0.8588745491540806,39.1279296875,3.365703821182251,32.63068694321669,3.365703821182251,6.497242744283309,0.0,0.0,1,3.6691358755618557,3.6691358755618557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,0.647977380449988,0.0,0.0,0.763113466995293,1.0,28.543445070966698,1.7732404236644113,0,0,1,700.7589402446588,0.039138011400598596,1.4736810689983386,3.4953668140903713,-66.20381927490234,2.0917599201202393,5.054388446937663,3.4953668140903713,1.559021632847292,0,2.1438586412754366,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-73.63829274052361,0.05912712551819155,-2.9329399573204826,-4.017431464417111,0,1,6,-69.12593043666654,1.3660591929122003,-70.70535278320312,4.076558589935303,78202,-70.41590118408203,-0.01257393043488264,-70.34327697753906,2.8474347591400146,0.852240800857544,1,1.9173956735090134,8,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.2131468476882663,3.2131468476882663,1,3.2131468476882663,174.9906943779613,0.4164887786449554,31.376842126812605,2.6303337840225844,-69.11199910334471,1.53927644535628,2.9960935616762474,2.9590309676674256,1,0.0,0,0,0.6317918913400546,1.0,35.72111511230469,4.581096172332764,0,0,6,18,1,173.92622821886636,-79.87855529785156,0.04742248356342316,-83.33385467529297,2.1065657138824463,1,-83.33385467529297,2.1065657138824463,45.578887939453125,3.5710277557373047,0.6561682224273682,0.12399667501449585,4.0,4.0,0,45.578887939453125,3.5710277557373047,12.781234195690404,4.0,4.0,0.6317918913400546,45.578887939453125,3.5710277557373047,35.36426982799775,3.5710277557373047,10.21461811145537,0.0,0.0,1,3.3742665306856385,3.3742665306856385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,1.0644661590949431,0.0,0.0,0.3550653186729508,1.0,32.739622973789096,1.4597989744094249,0,0,1,696.5627623418363,0.04489169874251835,0.4900955074932867,3.2131468476882663,-70.34327697753906,2.8474347591400146,4.207868169779802,3.2131468476882663,0.9947213220915359,0,1.2813447157093067,nan
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,-76.7048948581411,0.22016547625838356,-2.80339797093407,-4.136542573515786,0,1,6,-72.48196567175573,1.4440912431743453,-73.90149688720703,4.35670804977417,78202,-70.41590118408203,-0.01257393043488264,-74.15818786621094,2.353956699371338,0.8221302032470703,1,1.907243034740143,9,/yh/study/uav-sat/v36_GvsK/v36_training_data/routes/route_B/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.2083984873152747,3.2083984873152747,1,3.2083984873152747,174.99069428429587,-9.36654270362917e-08,34.72930961660375,2.8040527375268796,-72.46402847281144,1.721253507497774,3.0019886886512874,3.0168165629058223,1,0.0,0,0,0.6323295908010379,1.0,38.787540435791016,4.74543571472168,1,1,6,18,1,173.92622821886636,-79.87855529785156,0.04742248356342316,-83.22282409667969,1.6788372993469238,1,-83.22282409667969,1.6788372993469238,45.423221588134766,3.984606981277466,0.6551905870437622,0.20903880894184113,4.0,4.0,1,45.423221588134766,3.984606981277466,9.69835631099668,4.0,4.0,0.6323295908010379,45.423221588134766,3.984606981277466,38.71821599130661,3.984606981277466,6.705005596828162,0.0,0.0,1,3.356942284286154,3.356942284286154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.92622821886636,173.92622821886636,1.0644660654295164,0.0,0.0,0.42671216263740946,1.0,36.480904437915164,2.3541583485801065,0,0,1,692.8214808777103,0.05002164420746692,0.04334115614630463,3.2083984873152747,-74.15818786621094,2.353956699371338,3.846695423864527,3.2083984873152747,0.6382969365492523,0,2.0191342774175154,nan
