frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y
0,-18.780746459960938,-2.1595981121063232,-21.92019626101811,5.198652695432251,8.0,-30.833385467529297,-0.2451414167881012,12.203739241929384,-29.923978805541992,1.1763297319412231,11.63185461086475,5.608672142028809,0.6683066487312317
1,-25.919267654418945,-1.4582853317260742,-28.574762080064545,-9.004698344235074,8.0,-30.247873306274414,-0.27606937289237976,4.487144020710298,-31.468158721923828,0.20919287204742432,5.794020679898819,6.215407848358154,0.1368451565504074
2,-28.881437301635742,-1.16508948802948,-21.82582960981552,2.605639897530736,7.999999999999999,-30.5150089263916,-0.2395557165145874,1.8775433458171025,-33.30934143066406,-0.26462382078170776,4.518536642958428,5.972198963165283,0.8936777114868164
3,-31.84273910522461,-0.8719794154167175,-39.59241573533549,1.1135966039573102,7.999999999999999,-32.50730895996094,-0.1488250494003296,0.982143232381524,-32.959983825683594,-0.270541250705719,1.268843422713933,2.7844691276550293,2.8520708084106445
4,-34.80412292480469,-0.5788613557815552,-30.430989892195633,-7.277794664831852,8.000000000000002,-33.651206970214844,-0.3656131625175476,1.172471743914613,-33.70293045043945,-0.14168214797973633,1.184799782804189,28.84981918334961,3.2199273109436035
5,-38.077056884765625,-0.2521708011627197,-36.7766046505391,7.6414230562950625,7.999999999999999,-45.28670120239258,1.1355808973312378,7.341990599514785,-38.78257369995117,0.7304576635360718,1.20967461581446,43.16184997558594,37.1892204284668
6,-41.34334182739258,0.07385636121034622,-47.634300869893764,-4.868191223098463,7.999999999999998,-48.06129455566406,-0.6754041910171509,6.7596065147621225,-42.72941589355469,0.9600216150283813,1.6451413841860358,28.836265563964844,15.485339164733887
7,-44.61831283569336,0.40075016021728516,-36.64125024750839,-0.20461953193756188,7.999999999999997,-48.063289642333984,-0.09109392762184143,3.4799103156596063,-45.09840393066406,0.3861711323261261,0.4803124061737526,11.514734268188477,9.177201271057129
8,-47.93851089477539,0.7270652055740356,-53.41162723429519,6.561874331336539,7.999999999999999,-49.54213333129883,0.5885554552078247,1.6095930758635477,-52.15773010253906,0.37821248173713684,4.233616532716482,21.090051651000977,24.0537052154541
9,-51.25859451293945,1.0533686876296997,-51.164245791396766,-6.946074937944723,8.0,-49.54705047607422,-0.05964852124452591,2.041614629987529,-53.16143035888672,1.8336600065231323,2.0566085672685257,21.479055404663086,11.07691764831543
