frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y
0,-37.63298034667969,0.8348962068557739,-34.456548431129285,8.177258244093709,8.0,-46.12792205810547,0.1896466314792633,8.519412051018847,-44.14100646972656,4.054825782775879,7.261015803050257,8.337594985961914,31.151222229003906
1,-47.69226837158203,1.7922438383102417,-54.9941647025521,-1.4761364901959033,8.000000000000004,-49.338104248046875,0.06552153825759888,2.38544453587961,-46.89278030395508,0.7067694664001465,1.3481230590533992,23.459901809692383,7.270424842834473
2,-50.9120979309082,2.1374623775482178,-43.320147635635415,-0.3848957877620647,8.000000000000002,-49.14432144165039,0.16025304794311523,2.652242532094329,-49.819278717041016,1.100085735321045,1.5067860272898144,13.029464721679688,8.71023941040039
3,-54.1414794921875,2.4837052822113037,-58.035718904520756,9.471902431650516,8.0,-49.50408935546875,1.330151081085205,4.778710555690941,-49.50993728637695,2.8111867904663086,4.64310535551945,26.133037567138672,49.950721740722656
4,-57.659645080566406,2.8609108924865723,-59.50861348295809,-4.922489125947347,7.999999999999999,-53.702091217041016,0.19862350821495056,4.7696967093471025,-52.84086227416992,0.5176698565483093,5.358306289092422,23.904865264892578,13.102293014526367
5,-60.85377502441406,3.1642963886260986,-54.232792099133164,7.654573117641676,8.000000000000002,-49.82912063598633,1.1956121921539307,11.199050042290112,-52.19696044921875,0.3345710039138794,9.107567421776174,26.824657440185547,47.3697509765625
6,-64.02477264404297,3.465484857559204,-71.94001774443146,4.626904248122328,8.0,-63.927677154541016,0.3966856300830841,3.070334873045553,-56.63218307495117,1.2010540962219238,7.731625133821179,21.471572875976562,19.28058624267578
7,-67.50447845458984,3.795994520187378,-62.452550581093966,-2.407071234824044,8.0,-53.84861373901367,0.3005288243293762,14.096131439548879,-52.93666458129883,0.9455799460411072,14.844058215035256,20.906728744506836,6.6212663650512695
8,-70.70535278320312,4.076558589935303,-70.24037645923912,12.063034472209845,8.0,-63.8661003112793,0.9473980665206909,7.521104969086164,-55.01129150390625,0.46737781167030334,16.1037183696351,20.751968383789062,50.88813781738281
9,-73.90149688720703,4.35670804977417,-79.63914290137156,-1.2181837174390697,8.0,-71.52447509765625,0.24154473841190338,4.752346964099028,-60.38896942138672,0.6662657260894775,14.007418143933291,27.586742401123047,14.636236190795898
10,-77.41057586669922,4.6642866134643555,-69.41402898211317,4.89931410678601,7.999999999999997,-64.67952728271484,0.5031164884567261,13.393839436734583,-61.74613952636719,0.24387216567993164,16.276198258515286,32.69310760498047,24.181865692138672
11,-80.71418762207031,4.9646830558776855,-86.7693512174816,10.192970904954652,8.0,-94.01118469238281,10.585332870483398,14.436129516817395,-75.61412048339844,3.6279990673065186,5.272324810201212,30.766902923583984,66.97093963623047
12,-84.01985931396484,5.2652668952941895,-83.0866278246927,-2.680114089116243,8.0,-92.3224105834961,0.6882588863372803,9.4805780360298,-84.60121154785156,2.2080347537994385,3.11201522920979,34.89301300048828,29.43393325805664
13,-87.32689666748047,5.565974712371826,-82.64800478453313,12.055040188053937,8.0,-93.8128433227539,14.655693054199219,11.166489311722195,-90.23186492919922,7.790172576904297,3.6586741781940706,18.565303802490234,50.345645904541016
14,-90.52931213378906,5.903904438018799,-98.3626821398185,4.27961556326826,8.000000000000002,-106.91722106933594,3.1249938011169434,16.6218501860552,-99.572265625,6.347420692443848,9.053823198635111,27.61077117919922,35.08478546142578
15,-93.73101806640625,6.241759300231934,-86.85774344351702,2.148093955049581,7.999999999999999,-96.38092041015625,2.2972025871276855,4.752000641236019,-99.14017486572266,5.512556076049805,5.458087084478271,20.32455062866211,41.2897834777832
16,-97.24320983886719,6.612377643585205,-99.5461174276458,14.273749363946116,8.0,-107.62480926513672,3.8579766750335693,10.74077889834243,-105.66262817382812,6.301051139831543,8.425172359721543,12.980461120605469,53.55735778808594
