frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_12_s_004_v3d.jpg,404.413633,3083.690958,101.103408,770.922740,91.073990,0,2715,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_12_s_004_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_12_s_059_v3d.jpg,441.479037,3075.107130,110.369759,768.776782,21.760519,1000000000,1279,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_12_s_059_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_069_v3d.jpg,450.580802,3073.304009,112.645201,768.326002,135.500653,2000000000,2624,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_069_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_12_s_096_v3d.jpg,476.435541,3072.348423,119.108885,768.087106,19.655472,3000000000,1227,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_12_s_096_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_11_s_090_v3d.jpg,499.510255,3060.217446,124.877564,765.054362,312.639771,4000000000,1114,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_11_s_090_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_10_s_016_v3d.jpg,486.825103,3045.907699,121.706276,761.476925,269.276717,5000000000,2539,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_10_s_016_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_10_s_016_v3d.jpg,510.684780,3039.856052,127.671195,759.964013,118.304549,6000000000,1039,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_0_10_s_016_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_093_v3d.jpg,566.607904,3035.781355,141.651976,758.945339,234.330719,7000000000,2634,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_093_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_088_v3d.jpg,547.784233,3063.321587,136.946058,765.830397,46.548427,8000000000,2621,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_1_11_s_088_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_2_11_s_020_v3d.jpg,579.556179,3059.589961,144.889045,764.897490,220.761760,9000000000,4194,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_2_11_s_020_v3d.jpg
