current_index,next_index,current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_ms_x,current_ms_y,provisional_next_x,provisional_next_y,next_reference_x,next_reference_y,provisional_next_error_m,final_next_ms_x,final_next_ms_y,final_next_error_m,ms_correction_gain_m,ms_improved_provisional,current_ms_candidate_count,final_ms_candidate_count
1,2,1,2,-25.919267654418945,-1.4582853317260742,-22.217599868774414,-1.649889349937439,-31.1588134765625,-0.9843299388885498,-28.881437301635742,-1.16508948802948,2.284538521612114,-26.17717933654785,-0.8333360552787781,2.724531424278893,-0.43999290266677926,False,36,36
2,3,2,3,-28.881437301635742,-1.16508948802948,-22.52801513671875,-1.4044976234436035,-32.710365295410156,-0.96574866771698,-31.84273910522461,-0.8719794154167175,0.8726785654368033,-26.19841766357422,-1.344008445739746,5.6640247123526954,-4.791346146915892,False,36,36
3,4,3,4,-31.84273910522461,-0.8719794154167175,-26.19841766357422,-1.344008445739746,-35.50529479980469,2.1988229751586914,-34.80412292480469,-0.5788613557815552,2.8648162664718972,-29.23788833618164,0.7181664109230042,5.715352003436551,-2.8505357369646536,False,36,36
4,5,4,5,-34.80412292480469,-0.5788613557815552,-26.296127319335938,-0.8229289054870605,-37.05634307861328,1.2041265964508057,-38.077056884765625,-0.2521708011627197,1.7783865677534598,-29.965103149414062,-0.7308599948883057,8.126065268546261,-6.347678700792802,False,36,36
5,6,5,6,-38.077056884765625,-0.2521708011627197,-29.965103149414062,-0.7308599948883057,-39.30158233642578,4.300443172454834,-41.34334182739258,0.07385636121034622,4.693912855170923,-30.257614135742188,3.92425537109375,11.735370935285147,-7.041458080114224,False,36,36
6,7,6,7,-41.34334182739258,0.07385636121034622,-33.300689697265625,0.9880398511886597,-41.31040954589844,3.7248620986938477,-44.61831283569336,0.40075016021728516,4.689556946467169,-32.99222183227539,3.993483781814575,12.168554840058528,-7.478997893591359,False,36,36
7,8,7,8,-44.61831283569336,0.40075016021728516,-39.29884719848633,-1.9792786836624146,-45.10894775390625,-0.838463544845581,-47.93851089477539,0.7270652055740356,3.2337760956126265,-38.16938400268555,-2.9694666862487793,10.445103554346224,-7.211327458733598,False,36,36
8,9,8,9,-47.93851089477539,0.7270652055740356,-38.16938400268555,-2.9694666862487793,-46.25340270996094,-0.231422558426857,-51.25859451293945,1.0533686876296997,5.167459098101008,-37.91447448730469,-2.8532729148864746,13.904221944037607,-8.7367628459366,False,36,36
9,10,9,10,-51.25859451293945,1.0533686876296997,-50.824920654296875,0.21745654940605164,-55.320091247558594,1.4717223644256592,-54.585689544677734,1.3803616762161255,0.7400625896128149,-54.069576263427734,1.8826282024383545,0.7201698288917598,0.01989276072105506,True,36,36
10,11,10,11,-54.585689544677734,1.3803616762161255,-54.069576263427734,1.8826282024383545,-56.0014762878418,1.724393606185913,-57.930152893066406,1.7030118703842163,1.928795122911352,-54.707862854003906,1.8979504108428955,3.2281812418756117,-1.2993861189642597,False,36,36
