current_index,next_index,current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_ms_x,current_ms_y,provisional_next_x,provisional_next_y,next_reference_x,next_reference_y,provisional_next_error_m,final_next_ms_x,final_next_ms_y,final_next_error_m,ms_correction_gain_m,ms_improved_provisional,current_ms_candidate_count,final_ms_candidate_count
1,2,1,2,-47.69226837158203,1.7922438383102417,-39.5966911315918,-1.8984417915344238,-50.3609619140625,0.3897029161453247,-50.9120979309082,2.1374623775482178,1.8325976219530238,-51.9869384765625,0.570592999458313,1.900095220397723,-0.06749759844469927,False,36,36
2,3,2,3,-50.9120979309082,2.1374623775482178,-51.9869384765625,0.570592999458313,-53.17833709716797,1.4474503993988037,-54.1414794921875,2.4837052822113037,1.4147322910136415,-50.75365447998047,0.09778360277414322,4.143667526931162,-2.72893523591752,False,36,36
3,4,3,4,-54.1414794921875,2.4837052822113037,-54.185997009277344,4.601127624511719,-55.90043640136719,2.8510913848876953,-57.659645080566406,2.8609108924865723,1.7592360841283765,-53.45266342163086,4.556041240692139,4.535654481552537,-2.77641839742416,False,36,36
4,5,4,5,-57.659645080566406,2.8609108924865723,-53.45266342163086,4.556041240692139,-55.9597053527832,2.9616947174072266,-60.85377502441406,3.1642963886260986,4.898261465862931,-54.168907165527344,5.014193534851074,6.936106814516917,-2.0378453486539856,False,36,36
5,6,5,6,-60.85377502441406,3.1642963886260986,-73.4153060913086,9.627350807189941,-66.54559326171875,5.966633319854736,-64.02477264404297,3.465484857559204,3.5510956361301527,-76.6735610961914,7.9935503005981445,13.434851170133859,-9.883755534003706,False,36,36
6,7,6,7,-64.02477264404297,3.465484857559204,-76.6735610961914,7.9935503005981445,-73.629638671875,6.318466663360596,-67.50447845458984,3.795994520187378,6.624232287631347,-79.90371704101562,6.381417751312256,12.66592005371699,-6.0416877660856425,False,36,36
7,8,7,8,-67.50447845458984,3.795994520187378,-75.13109588623047,6.675940990447998,-72.03721618652344,4.973357677459717,-70.70535278320312,4.076558589935303,1.6056490053833643,-77.14640045166016,6.686550617218018,6.949759236823611,-5.344110231440246,False,36,36
8,9,8,9,-70.70535278320312,4.076558589935303,-77.14640045166016,6.686550617218018,-76.1617431640625,5.852903366088867,-73.90149688720703,4.35670804977417,2.7105928607227323,-77.87831115722656,5.52518892288208,4.144924521514234,-1.4343316607915018,False,36,36
9,10,9,10,-73.90149688720703,4.35670804977417,-77.87831115722656,5.52518892288208,-79.54591369628906,5.130267143249512,-77.41057586669922,4.6642866134643555,2.1855904238023003,-79.12112426757812,5.254837989807129,1.8096206121310974,0.3759698116712029,True,36,36
10,11,10,11,-77.41057586669922,4.6642866134643555,-77.76382446289062,5.47208309173584,-80.48344421386719,4.789824485778809,-80.71418762207031,4.9646830558776855,0.2895134538604689,-81.38468933105469,4.772594451904297,0.6974744249988044,-0.4079609711383355,False,36,36
11,12,11,12,-80.71418762207031,4.9646830558776855,-81.38468933105469,4.772594451904297,-81.29700469970703,3.489821672439575,-84.01985931396484,5.2652668952941895,3.2505604116432494,-81.37745666503906,5.357983589172363,2.644028771472369,0.6065316401708802,True,36,36
12,13,12,13,-84.01985931396484,5.2652668952941895,-83.02679443359375,5.197080612182617,-86.04476165771484,5.3335161209106445,-87.32689666748047,5.565974712371826,1.303037674056593,-85.64789581298828,5.761723041534424,1.6903731179107897,-0.3873354438541967,False,36,36
13,14,13,14,-87.32689666748047,5.565974712371826,-88.45319366455078,5.225813865661621,-88.71674346923828,4.588128566741943,-90.52931213378906,5.903904438018799,2.2397926928949854,-87.89710235595703,3.8179931640625,3.358504750232243,-1.1187120573372575,False,36,36
14,15,14,15,-90.52931213378906,5.903904438018799,-87.89710235595703,3.8179931640625,-91.92325592041016,3.821786642074585,-93.73101806640625,6.241759300231934,3.020640932438933,-92.50254821777344,4.928804397583008,1.798051374513469,1.222589557925464,True,36,36
15,16,15,16,-93.73101806640625,6.241759300231934,-92.50254821777344,4.928804397583008,-95.35430908203125,4.502798080444336,-97.24320983886719,6.612377643585205,2.8316553466827488,-93.53986358642578,5.3635711669921875,3.908233754709725,-1.0765784080269762,False,36,36
16,17,16,17,-97.24320983886719,6.612377643585205,-95.82901763916016,5.159788608551025,-100.8786392211914,6.028156280517578,-100.48795318603516,6.946656227111816,0.9981371298372429,-96.0688705444336,5.30503511428833,4.714150111247208,-3.716012981409965,False,36,36
17,18,17,18,-100.48795318603516,6.946656227111816,-96.0688705444336,5.30503511428833,-102.7319107055664,6.1883344650268555,-103.73233032226562,7.28089714050293,1.4813954938908276,-99.83624267578125,4.200925827026367,4.96645972911557,-3.4850642352247423,False,36,36
18,19,18,19,-103.73233032226562,7.28089714050293,-99.83624267578125,4.200925827026367,-105.80000305175781,6.616605281829834,-107.29228973388672,7.647648811340332,1.8138275280204468,-101.46784973144531,3.312607526779175,7.260625612224424,-5.446798084203977,False,36,36
19,20,19,20,-107.29228973388672,7.647648811340332,-108.90025329589844,4.2247443199157715,-113.052978515625,7.88007926940918,-110.61548614501953,7.9523024559021,2.43856212662853,-112.25946044921875,3.3430213928222656,4.893681991234582,-2.4551198646060524,False,36,36
20,21,20,21,-110.61548614501953,7.9523024559021,-112.25946044921875,3.3430213928222656,-116.66545867919922,7.838202476501465,-113.93445587158203,8.25656795501709,2.762861923590567,-115.92909240722656,3.7573375701904297,4.921549447590207,-2.15868752399964,False,36,36
21,22,21,22,-113.93445587158203,8.25656795501709,-115.35295104980469,3.897193431854248,-121.29966735839844,8.62864875793457,-117.24945068359375,8.560468673706055,4.0507904952924125,-118.2599105834961,4.339696884155273,4.340039597604884,-0.28924910231247125,False,36,36
22,23,22,23,-117.24945068359375,8.560468673706055,-117.55745697021484,4.316703796386719,-125.36222839355469,9.627039909362793,-120.81004333496094,8.859625816345215,4.616417788485589,-120.09414672851562,4.597813129425049,4.321522339351446,0.2948954491341427,True,36,36
23,24,23,24,-120.81004333496094,8.859625816345215,-119.14064025878906,4.784757614135742,-126.88861846923828,9.13675594329834,-124.06947326660156,9.133479118347168,2.819147107039891,-121.97105407714844,5.381819725036621,4.298640633744623,-1.479493526704732,False,36,36
24,25,24,25,-124.06947326660156,9.133479118347168,-120.57709503173828,5.42210054397583,-126.27701568603516,9.117128372192383,-127.31895446777344,9.40649700164795,1.0813744164734278,-127.98928833007812,6.5368242263793945,2.9469254018501805,-1.8655509853767527,False,36,36
25,26,25,26,-127.31895446777344,9.40649700164795,-127.98928833007812,6.5368242263793945,-131.37322998046875,9.460989952087402,-130.83126831054688,9.741641998291016,0.610317968523607,-132.18711853027344,6.369978904724121,3.634066845127322,-3.0237488766037153,False,36,36
26,27,26,27,-130.83126831054688,9.741641998291016,-132.18711853027344,6.369978904724121,-134.8779296875,9.558494567871094,-134.03652954101562,10.047489166259766,0.9731751762952168,-138.99533081054688,6.787835597991943,5.934227111918273,-4.961051935623056,False,36,36
27,28,27,28,-134.03652954101562,10.047489166259766,-129.80267333984375,5.650232791900635,-135.73170471191406,9.596565246582031,-137.2352752685547,10.352712631225586,1.682998302464945,-139.03201293945312,6.770140647888184,4.0078782758237095,-2.3248799733587644,False,36,36
28,29,28,29,-137.2352752685547,10.352712631225586,-139.03201293945312,6.770140647888184,-142.26205444335938,10.154070854187012,-140.4192352294922,10.665609359741211,1.912499489584952,-143.71127319335938,7.117038249969482,4.840441186157453,-2.927941696572501,False,36,36
29,30,29,30,-140.4192352294922,10.665609359741211,-143.71127319335938,7.117038249969482,-145.4757537841797,10.654656410217285,-143.60858154296875,10.979033470153809,1.895139217936703,-148.71914672851562,7.4557342529296875,6.20737576515357,-4.312236547216867,False,36,36
30,31,30,31,-143.60858154296875,10.979033470153809,-143.79652404785156,7.19068717956543,-146.60806274414062,10.585494995117188,-147.09031677246094,11.321191787719727,0.8796696644063794,-148.689208984375,7.425718307495117,4.2108395766702715,-3.331169912263892,False,36,36
31,32,31,32,-147.09031677246094,11.321191787719727,-148.689208984375,7.425718307495117,-150.89630126953125,10.919114112854004,-150.38534545898438,11.621426582336426,0.8685151956771463,-153.36917114257812,7.573197364807129,5.029053142265607,-4.160537946588461,False,36,36
32,33,32,33,-150.38534545898438,11.621426582336426,-153.36917114257812,7.573197364807129,-154.4888916015625,11.304320335388184,-153.68882751464844,11.922432899475098,1.0110220991905825,-157.9677734375,7.437360763549805,6.198810391933398,-5.187788292742815,False,36,36
33,34,33,34,-153.68882751464844,11.922432899475098,-157.9677734375,7.437360763549805,-159.13034057617188,11.305377006530762,-156.9862060546875,12.222880363464355,2.3321932287453033,-162.27273559570312,7.176590919494629,7.30838092468853,-4.976187695943226,False,36,36
34,35,34,35,-156.9862060546875,12.222880363464355,-157.99325561523438,7.426774501800537,-160.8192901611328,11.791852951049805,-161.97410583496094,12.701958656311035,1.470337252220778,-162.24305725097656,7.182320594787598,5.5261866774834,-4.055849425262622,False,36,36
35,36,35,36,-161.97410583496094,12.701958656311035,-161.8661651611328,12.129648208618164,-166.29336547851562,13.99232006072998,-166.95358276367188,13.180227279663086,1.0466047719555134,-167.194091796875,11.910478591918945,1.292325936085889,-0.2457211641303756,False,36,36
36,37,36,37,-166.95358276367188,13.180227279663086,-167.194091796875,11.910478591918945,-171.01510620117188,14.17990493774414,-170.4643096923828,13.542064666748047,0.8427437364932415,-172.6991729736328,11.863723754882812,2.7948957229778975,-1.952151986484656,False,36,36
37,38,37,38,-170.4643096923828,13.542064666748047,-172.6991729736328,11.863723754882812,-174.0384521484375,14.310159683227539,-173.6732940673828,13.872800827026367,0.5697571353279738,-177.55889892578125,12.10842227935791,4.267429762173268,-3.6976726268452946,False,36,36
38,39,38,39,-173.6732940673828,13.872800827026367,-177.55889892578125,12.10842227935791,-178.35552978515625,14.641454696655273,-176.89031982421875,14.204366683959961,1.5290147679052704,-181.65118408203125,12.067343711853027,5.218495536515224,-3.689480768609954,False,36,36
39,40,39,40,-176.89031982421875,14.204366683959961,-181.65118408203125,12.067343711853027,-181.09361267089844,14.790190696716309,-180.07899475097656,14.495210647583008,1.0566280106136108,-181.76336669921875,12.16914176940918,2.871881837059811,-1.8152538264462001,False,36,36
40,41,40,41,-180.07899475097656,14.495210647583008,-181.76336669921875,12.16914176940918,-183.234375,15.086216926574707,-183.2713623046875,14.786392211914062,0.3020975342987474,-185.98605346679688,12.399600982666016,3.614736570989669,-3.3126390366909217,False,36,36
41,42,41,42,-183.2713623046875,14.786392211914062,-185.98605346679688,12.399600982666016,-188.0265655517578,15.262072563171387,-186.7760009765625,15.10605525970459,1.2602591621228083,-190.37680053710938,12.525959014892578,4.42974650603481,-3.169487343912002,False,36,36
42,43,42,43,-186.7760009765625,15.10605525970459,-190.37680053710938,12.525959014892578,-191.401123046875,15.53275203704834,-190.19520568847656,15.40483283996582,1.2126829743460992,-195.42718505859375,12.546475410461426,5.961863410388971,-4.749180436042872,False,36,36
43,44,43,44,-190.19520568847656,15.40483283996582,-190.13711547851562,12.402364730834961,-193.19430541992188,15.507247924804688,-193.5978240966797,15.702159881591797,0.44812720670693046,-195.51419067382812,12.581847190856934,3.661804493138958,-3.2136772864320275,False,36,36
44,45,44,45,-193.5978240966797,15.702159881591797,-195.51419067382812,12.581847190856934,-197.4507598876953,15.83099365234375,-196.71273803710938,15.974347114562988,0.751815447481983,-200.8094024658203,12.616888046264648,5.296715098696953,-4.54489965121497,False,36,36
45,46,45,46,-196.71273803710938,15.974347114562988,-200.8094024658203,12.616888046264648,-201.20542907714844,15.836410522460938,-199.96063232421875,16.28047752380371,1.3216332538892384,-206.02029418945312,12.675946235656738,7.050684202842035,-5.729050948952796,False,36,36
46,47,46,47,-199.96063232421875,16.28047752380371,-200.97105407714844,12.684890747070312,-203.9080352783203,16.329727172851562,-203.51315307617188,16.61532211303711,0.4873360477465068,-205.95892333984375,12.587655067443848,4.712100806733611,-4.224764758987104,False,36,36
47,48,47,48,-203.51315307617188,16.61532211303711,-205.95892333984375,12.587655067443848,-207.78378295898438,16.26909065246582,-206.75160217285156,16.920562744140625,1.2205789861753709,-210.5332489013672,12.530745506286621,5.794078646433191,-4.57349966025782,False,36,36
48,49,48,49,-206.75160217285156,16.920562744140625,-210.5332489013672,12.530745506286621,-211.68148803710938,16.616865158081055,-210.1930389404297,17.253925323486328,1.6190510701496639,-213.7076416015625,12.276460647583008,6.09324104771075,-4.474189977561086,False,36,36
49,50,49,50,-210.1930389404297,17.253925323486328,-213.7076416015625,12.276460647583008,-214.99468994140625,16.655763626098633,-213.3181915283203,17.556650161743164,1.9032192409665452,-216.36412048339844,12.03272533416748,6.308044760469789,-4.404825519503244,False,36,36
50,51,50,51,-213.3181915283203,17.556650161743164,-213.1103973388672,17.139291763305664,-214.8998260498047,18.83741569519043,-216.74961853027344,17.889041900634766,2.0787364130641093,-216.69357299804688,16.890899658203125,0.999714478143146,1.0790219349209633,True,36,36
51,52,51,52,-216.74961853027344,17.889041900634766,-216.69357299804688,16.890899658203125,-219.80364990234375,18.903396606445312,-219.85296630859375,18.18168067932129,0.7233989130416936,-220.43331909179688,16.7993221282959,1.4992413136532194,-0.7758424006115259,False,36,36
52,53,52,53,-219.85296630859375,18.18168067932129,-220.43331909179688,16.7993221282959,-223.192626953125,19.08589744567871,-223.26548767089844,18.50347328186035,0.586963875203556,-220.5812530517578,16.81100082397461,3.173259918647513,-2.586296043443957,False,36,36
