protocol,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
W0_only_closed_loop,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,10.10411593773641,10.10411593773641,0.0,0.0,-37.632978691184114,0.8348961808190729,3.9126144391224984,8,88.75,1,0,0.5534824728965759,0.11061933636665344,12.678571701049805,0.0,1,1,6,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-44.87384033203125,-1.1451103687286377,6.990712642669678,2.735039234161377,0.6488834619522095,0.05653125047683716,353.1807861328125,307.8644104003906,1,4.563201427459717,3.2865540981292725,354.2373962402344,308.2979736328125,1.0402148962020874,-0.005660122260451317,0.11870626360177994,0.0020841306541115046,1.0995680093765259,-0.004618057049810886,0.09028370978031353,1.0,0.19720110280805073,0.09322148056764212,0,0,1,729.1051842128173,0.00027039689815728027,0.1971994538507133,9.063901041534322,-37.83893646327344,0.7630636289784569,0.0,0.21812345405040862
W0_only_closed_loop,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,3.238282183766078,6.671199060751244,1.296769130811028,0.08860342363424656,-38.93184341746537,0.8839998275920808,5.4937880200071545,9,99.76533579459814,2,2,0.6047532558441162,0.4049844741821289,15.548959732055664,0.0886034220457077,1,1,6,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-45.53021240234375,0.3061835765838623,7.79695987701416,1.361342191696167,0.6839908957481384,0.06149366497993469,420.581298828125,303.4646301269531,1,4.924221515655518,2.0781335830688477,421.6712341308594,303.7220153808594,1.3137283325195312,-0.015281736850738525,0.2502911686897278,-0.0006242836825549603,1.4388738870620728,-0.01559387892484665,0.04100595142163613,1.0,1.5564090955049168,0.24099960450088825,0,0,1,727.7459762201205,0.0021341066844740107,8.54770849118883,5.357470728231712,-39.20615075887193,0.759931339814366,1.3672178836324054,8.54867599288331
W0_only_closed_loop,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.247888952368264,3.243085568067171,2.995283012369312,0.22540572580887225,-40.635297563554516,0.9276833244551025,5.34287225705758,9,105.86277010531512,1,2,0.7213132381439209,0.48249077796936035,2.9952831268310547,0.2254057228565216,1,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.164581298828125,4.4132795333862305,0.0,-3.925283193588257,0.5460821390151978,0.023426294326782227,44.07533645629883,139.6189727783203,1,0.879451334476471,-3.6596856117248535,45.14914321899414,139.85366821289062,1.1433659791946411,0.0026121241971850395,0.00048033776693046093,0.014384889975190163,1.143606185913086,0.00980456918478012,0.10853087134985599,1.0,1.6575138417419109,-1.065401628909064,0,0,1,727.6448714738835,0.002272738818788556,11.684885928717913,2.0997195888725297,-39.1684590963109,2.0696968497206534,1.310307731934255,11.743834350169612
W0_only_closed_loop,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.538328015110803,3.3931084837395336,2.801119989820017,-1.0555970597242839,-40.30668300386511,2.180951008164104,7.571297551241805,9,91.04185599628063,2,2,0.42592495679855347,0.014495283365249634,15.807099342346191,-1.0555970668792725,1,1,6,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-46.02490234375,0.6388330459594727,8.32406997680664,1.0829025506973267,0.6912074685096741,0.032911330461502075,698.1153564453125,438.6111755371094,1,5.262794494628906,1.909923791885376,699.2346801757812,438.76336669921875,1.540899634361267,-0.022166261449456215,0.3135581612586975,-0.0012670785654336214,1.6976786851882935,-0.02279980108141899,0.024241277437282955,1.0,3.0029325985034316,-0.499577057400988,0,0,1,726.299452717122,0.004117541172176244,13.587356124324657,1.8522088493782665,-40.56619458987432,1.6494057996124816,1.4595578360476222,13.60089761029164
W0_only_closed_loop,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.2083005259043915,3.3733142705075974,4.700611313494047,-0.522376858133161,-42.251930937326826,1.8517071024335352,5.807191388237418,9,128.8852841596034,1,2,0.7018604278564453,0.4119115173816681,4.700611114501953,-0.5223768353462219,1,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.377525329589844,4.6879706382751465,0.0,-4.175900936126709,0.5462430715560913,0.027019113302230835,48.047943115234375,135.79678344726562,1,1.0154234170913696,-3.886911392211914,49.14132308959961,135.9537353515625,1.3271355628967285,-0.0026532565243542194,0.08744044601917267,0.011247336864471436,1.3708558082580566,0.0029704119078814983,0.12642038395498645,1.0,2.1716332078834064,-2.2821392799784515,0,0,1,727.1307521077421,0.0029776855960008592,17.956983530055485,2.046178707610869,-39.55095079313552,3.334002720952692,1.9668723278864675,18.114873023948952
W0_only_closed_loop,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.1850655903548883,3.19668305812964,3.5424889937897213,-2.27916886807057,-40.91442555456316,3.4760977034453258,5.224409981715097,9,93.35133628543619,1,2,0.6623751521110535,0.35057470202445984,3.5424890518188477,-2.2791688442230225,1,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.189483642578125,6.2375383377075195,0.0,-5.736666679382324,0.6040818095207214,0.013557925820350647,49.61079025268555,210.41302490234375,1,0.027310635894536972,-5.358527660369873,50.70895767211914,210.55926513671875,1.2930543422698975,-0.0005839866935275495,0.05729392543435097,0.012868156656622887,1.3217012882232666,0.005850091576576233,0.14151626801221556,1.0,1.6504190660807156,-3.375485898914242,0,0,1,727.6519662495447,0.0022630106514274625,21.686498197762567,1.9036287158597425,-38.91697671022024,4.366062735169482,1.2112270682053927,21.96969191020441
W0_only_closed_loop,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.495143285766865,3.3401044380608766,2.9721203710677884,-3.369635807279458,-40.231877615874204,4.500093222324574,5.346611292946051,9,94.39882229225097,1,3,0.4713329076766968,0.17659667134284973,2.9721202850341797,-3.369635820388794,0,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.15416717529297,6.347121715545654,0.0,-5.849371910095215,0.5992180109024048,0.007840156555175781,71.86824035644531,312.8554992675781,0,0.12147349119186401,-5.455978870391846,72.97383880615234,312.98333740234375,1.333082675933838,-0.0022451248951256275,0.06586802005767822,0.013295439071953297,1.3660166263580322,0.004402594640851021,0.07788866047629564,1.0,1.8554282481041515,-3.93279469322296,0,0,1,727.4469570675212,0.002544113779774852,24.66655460609402,2.0070217621270388,-39.06186684877695,4.941934860451451,0.5938197175302914,25.00653055412458
W0_only_closed_loop,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.2125923413173467,3.353867813542106,3.2214449340668283,-3.928392098582109,-40.42068121228007,5.082093680029862,4.996148571524293,9,113.13884446048527,1,3,0.6474975943565369,0.31158700585365295,3.221444845199585,-3.928392171859741,0,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.201168060302734,6.420866966247559,0.0,-5.91772985458374,0.6002331972122192,0.007304847240447998,50.19660568237305,210.79150390625,0,0.01760050468146801,-5.506630897521973,51.30521011352539,210.91075134277344,1.3629083633422852,-0.0019282796420156956,0.06923486292362213,0.01385427638888359,1.3975257873535156,0.0049988585524261,0.11013360599876973,1.0,1.6626799605829574,-4.517222285014169,0,0,1,727.6397053550425,0.0022798224633029103,28.35444617938208,1.9909594501998207,-38.80836292590062,5.50268727772269,0.6153921614622888,28.74682324369951
W0_only_closed_loop,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.207844800486477,3.2102185709019118,3.0602057553870536,-4.512223426461743,-40.19857261138737,5.645587124148346,5.255335428086526,9,95.25879008099113,1,3,0.4848063886165619,0.21740281581878662,3.0602056980133057,-4.512223243713379,0,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.24958038330078,6.536117076873779,0.0,-6.027210712432861,0.6006929278373718,0.00902615487575531,77.22840118408203,291.0641784667969,0,0.10536741465330124,-5.612213134765625,78.34209442138672,291.1721496582031,1.3952842950820923,-0.0032459557987749577,0.07951623946428299,0.013601650483906269,1.435042381286621,0.003554869443178177,0.07514161573982822,1.0,2.018513515442971,-4.822533465636879,0,0,1,727.2838718001825,0.0027677319532821826,31.21120496583941,1.8149342758198195,-39.12989436842454,5.843934940346237,0.4688629178955691,31.62488250203317
W0_only_closed_loop,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.521925253995086,3.3648850272407813,3.4535559302572048,-4.818978596193701,-40.557257286911614,5.992240261696143,5.021110894420428,9,111.87514595227614,1,3,0.6247581839561462,0.2582685947418213,3.4535558223724365,-4.818978786468506,0,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.23682403564453,6.445823669433594,0.0,-5.9387736320495605,0.6044442653656006,0.006132215261459351,53.31337356567383,224.60394287109375,0,-0.10487690567970276,-5.522441864013672,54.4263916015625,224.7133026123047,1.398105263710022,-0.0028392893727868795,0.08386440575122833,0.012890133075416088,1.440037488937378,0.0036057771649211645,0.12632653886514333,1.0,1.8052081132555187,-5.061191852358195,0,0,1,727.4971772023699,0.00247525326888142,34.63235516851334,1.9667797635307593,-38.892534182054206,6.058684008053207,0.32008908159256433,35.050309440193836
