sequence_index,frame_id,image_path,gt_x,gt_y,kf_predict_x,kf_predict_y,visual_measurement_x,visual_measurement_y,final_x,final_y,kf_velocity_x_m_per_frame,kf_velocity_y_m_per_frame,kf_speed_m_per_frame,estimated_heading_deg_enu,heading_valid,selected_patch_x,selected_patch_y,rnn_residual_x_m,rnn_residual_y_m,measurement_variance_x,measurement_variance_y,candidate_probability_max,candidate_probability_margin,candidate_count,error_measurement_m,error_final_m
0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780746459960938,-2.1595981121063232,-19.010156631469727,2.9698565006256104,-18.82323832296189,-1.0938332974522287,0.0,0.0,0.0,nan,0,-18.34075164794922,4.4154953956604,-0.6694057583808899,-1.44563889503479,17.595680236816406,15.251731872558594,0.056547217071056366,0.007887788116931915,36,5.134582042694092,1.0666115499918272
1,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-18.82323832296189,-1.0938332974522287,-19.151039123535156,2.7763774394989014,-18.994394220961315,1.0603854280957918,-0.14073070220840603,1.7795274402782784,1.785083482991043,94.52172203367195,1,-18.34075164794922,4.4154953956604,-0.8102874755859375,-1.639117956161499,17.809322357177734,15.428743362426758,0.05516969785094261,0.007025469094514847,36,7.983814239501953,7.368688788773002
2,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-19.13512492316972,2.8399128683740704,-8.637953758239746,-6.77902889251709,-12.188084369593074,-3.686904298676665,3.41990200141639,-1.5936205379037591,3.772977089530295,-24.98477869696528,1,-8.939261436462402,-5.160859107971191,0.3013072907924652,-1.6181697845458984,17.973604202270508,15.572088241577148,0.05027598887681961,0.00016328319907188416,36,21.007497787475586,16.882759906275307
3,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-8.768182368176685,-5.280524836580424,-10.037139892578125,-1.2882002592086792,-9.56316417659078,-2.741873776656789,3.110148803830665,-0.5878601090192659,3.1652180161476173,-10.703404274334213,1,-8.908679962158203,-0.4026999771595001,-1.12846040725708,-0.8855003118515015,17.76970672607422,15.38845157623291,0.07432445138692856,0.0070671141147613525,36,21.809572219848633,22.357906071964933
4,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-6.453015372760115,-3.329733885676055,-5.495351314544678,-1.707595944404602,-5.89290518650318,-2.367450200129799,3.3036235845158606,-0.246215910496018,3.312785997125502,-4.262319583797042,1,-4.1773552894592285,-0.4327203929424286,-1.3179959058761597,-1.274875521659851,16.991493225097656,14.73782730102539,0.08696740120649338,0.016908928751945496,36,29.33049774169922,28.966490314941623
5,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-2.5892816019873193,-2.6136661106258168,-5.348437786102295,-1.9577970504760742,-4.101747375447568,-2.2474623429334173,2.791682629047053,-0.11786409124974745,2.794169616420806,-2.4175766656701314,1,-4.1773552894592285,-0.4327203929424286,-1.1710823774337769,-1.5250766277313232,16.90945053100586,14.670998573303223,0.07854099571704865,0.0033375993371009827,36,32.773033142089844,34.03384851277651
6,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-1.3100647464005148,-2.3653264341831646,-2.9022438526153564,-0.7239826917648315,-2.1218417296144088,-1.5074821190028516,2.5124517690661277,0.1881521729906332,2.5194870771815068,4.282764897176308,1,-4.1773552894592285,-0.4327203929424286,1.275111436843872,-0.29126229882240295,18.47385025024414,15.99094009399414,0.07439181208610535,0.0013899058103561401,36,38.449378967285156,39.25336547748506
7,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,0.3906100394517189,-1.3193299460122183,-2.33693528175354,-0.4398612082004547,-0.9927985186436004,-0.8609710815089712,2.0337812234071113,0.3523593216909719,2.064079251449868,9.829112447101174,1,-4.1773552894592285,-0.4327203929424286,1.8404200077056885,-0.007140801288187504,19.103893280029297,16.519346237182617,0.07137632369995117,0.0016321614384651184,36,42.289730072021484,43.64375602441816
8,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,1.040982704763511,-0.5086117598179993,-2.7387261390686035,-0.03543126583099365,-0.8794851482775032,-0.2614530650936894,1.3713940568781173,0.44049354798030277,1.4404014110840409,17.807085588514145,1,-4.1773552894592285,-0.4327203929424286,1.438629150390625,0.39728912711143494,19.569717407226562,16.904766082763672,0.07434527575969696,0.0017893388867378235,36,45.206214904785156,47.069406970780875
9,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,0.4919089086006141,0.1790404828866134,-2.9287569522857666,0.2107432782649994,-1.261514193485324,0.1957322066613307,0.7704653023662053,0.4464050427221896,0.8904460928759517,30.08786035245347,1,-4.1773552894592285,-0.4327203929424286,1.248598337173462,0.643463671207428,19.635108947753906,16.958276748657227,0.07537944614887238,0.002482198178768158,36,48.337181091308594,50.004435611287875
