frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,global_top1_x,global_top1_y,measurement_anchor_x,measurement_anchor_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,response_var_parallel,response_var_cross,confidence,global_entropy,global_margin,global_mode_mass,waypoint_pass_probability,route_prior_sigma_m,recovery_distance_m,kalman_nis,kalman_r_scale,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,model_next_step_m,waypoint_leg_before_visual,waypoint_leg,target_waypoint,route_progress,route_remaining_m,route_cross_track_m,waypoint_alignment,movement_heading_deg,local_candidate_capture,candidate_capture,route_corridor_capture,final_x,final_y,final_vx,final_vy,final_speed,final_step_m,error_final_m
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,-18.780745674413577,-2.1595981213156596,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-4.1773552894592285,-0.4327203929424286,-2.518545150756836,0.5677194595336914,-2.3392369747161865,-0.06711322069168091,20273.37890625,20432.4609375,1023.2958984375,1031.5443115234375,0.22512800991535187,0.8453609347343445,0.0026809703558683395,0.20909379422664642,0.47256603837013245,26.0,16.48931312561035,0.013545518849936143,1.0,2.685244560241699,0.10425478965044022,0.2771911025047302,-0.07619205862283707,2.8238401412963867,0.06615875661373138,2.824615001678467,0,0,1,0.0,731.5633515869471,0.0,0.0,nan,1,1,1,-18.777502354105618,-2.1591885621640974,0.0,0.0,0.0,0.0,0.003269855341708011
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-21.592424776276257,-1.9253912503812605,-21.592424776276257,-1.9253912503812605,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-2.4620425701141357,0.6122170686721802,-2.243145227432251,-0.07150685787200928,28536.513671875,28817.14453125,1174.45849609375,1186.3162841796875,0.2032349705696106,0.8483448028564453,0.0023934058845043182,0.19642631709575653,0.4633840322494507,29.30731608337237,19.29795265197754,0.013232920028533284,1.0,2.836928606033325,0.08616039156913757,0.2989818751811981,-0.09507264196872711,2.986419439315796,0.03862407058477402,2.9866690635681152,0,0,1,0.003855658495100305,728.7426931356969,0.06540742797780447,0.9999579963576014,174.4301485173537,1,0,1,-21.583377530923094,-1.9245328569932318,-2.942594542470429,0.28696074563106255,2.9565535866799184,2.8156702235613,4.360886368371299
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-24.557040711989607,-1.6461081022544242,-24.557040711989607,-1.6461081022544242,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-2.462007522583008,0.7305644154548645,-2.2100894451141357,0.04173290729522705,34952.1015625,35117.46484375,1431.7054443359375,1438.6544189453125,0.20268391072750092,0.8514427542686462,0.002219022251665592,0.18075671792030334,0.4405062198638916,34.85019721456778,22.222490310668945,0.014351902909832976,1.0,2.8221611976623535,0.058224812150001526,0.3003348708152771,-0.10878811031579971,2.9723286628723145,0.0038307569921016693,2.9723312854766846,0,0,1,0.007925728902738273,725.7651787870903,0.10221811875760084,0.9999942007616469,173.707176620708,1,0,1,-24.530677999893708,-1.6441263117490876,-3.105393755871734,0.342444958822936,3.1242181308017525,2.9606093773090287,4.377051836587523
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-27.486638571659608,-1.332599521487819,-27.486638571659608,-1.332599521487819,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-2.360342502593994,0.7733461856842041,-2.07944917678833,0.06632733345031738,46010.45703125,46340.6953125,1762.029052734375,1774.99755859375,0.1959279626607895,0.8572975397109985,0.0018698396161198616,0.16399060189723969,0.4333861470222473,40.85875529863578,25.214397430419922,0.014045058720297689,1.0,2.829479217529297,0.04691394418478012,0.30120259523391724,-0.11605669558048248,2.9800806045532227,-0.01111440360546112,2.9801011085510254,0,0,1,0.011953165332024292,722.8188538945785,0.1012814425076579,0.9998561392830475,172.93071183543964,1,0,1,-27.437635457101912,-1.3299205626217494,-3.0836599939498845,0.3824117126621551,3.1072813963766146,2.9238890045285677,4.428842765893519
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-30.399718677583785,-1.0027105460731158,-30.399718677583785,-1.0027105460731158,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-2.2712504863739014,0.7657655477523804,-1.967475414276123,0.04360693693161011,56660.15625,57318.09375,2022.2864990234375,2046.3604736328125,0.1891239583492279,0.859961986541748,0.001551496796309948,0.1533711850643158,0.42512983083724976,47.08141880823696,28.18400764465332,0.014246945297004984,1.0,2.841092586517334,0.04006120562553406,0.30283576250076294,-0.12106072157621384,2.9925105571746826,-0.02046915516257286,2.9925806522369385,0,0,1,0.015960525946307397,719.887215732576,0.08230443741979403,0.9997349418857041,172.58511872580095,1,0,1,-30.32102060539383,-0.9998475156237266,-3.0859258808723866,0.4016068408751177,3.111949002936216,2.9022160722015453,4.502825307857909
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-33.29447099787849,-0.6620168528963707,-33.29447099787849,-0.6620168528963707,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-2.158414125442505,0.7122268676757812,-1.8347289562225342,-0.014570951461791992,68097.0390625,69462.7421875,2422.642333984375,2472.44140625,0.1887962520122528,0.8675909638404846,0.0012026596814393997,0.14082598686218262,0.4226951599121094,53.44910283683073,31.166370391845703,0.014487331430165337,1.0,2.8203961849212646,0.028431300073862076,0.30179542303085327,-0.12573370337486267,2.9712939262390137,-0.03443555161356926,2.9714934825897217,0,0,1,0.019944541933019075,716.9726556445612,0.050639286649144924,0.9996397911347304,172.3692011952439,1,0,1,-33.180659448219686,-0.6597203610378563,-3.0942519526277077,0.4145543770108721,3.1218985374030424,2.8797952692309705,4.913329268466349
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-36.13153133304253,-0.3102529792028724,-36.13153133304253,-0.3102529792028724,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-4.1773552894592285,-0.4327203929424286,-2.0316030979156494,0.6898828744888306,-1.6887352466583252,-0.07009744644165039,87590.2890625,89607.140625,2593.24560546875,2654.44287109375,0.1722225397825241,0.8619929552078247,0.0009227273985743523,0.13538703322410583,0.40685194730758667,59.93126454417582,34.11458969116211,0.013489066427856862,1.0,2.879990577697754,0.04041605442762375,0.3069090247154236,-0.12430272996425629,3.033445119857788,-0.021735310554504395,3.033522844314575,0,0,1,0.023851747131700133,714.1142875140762,0.0018458565145435249,0.999478132031655,172.05999679736112,1,0,1,-35.990685456493935,-0.3092928165675556,-3.0698013682057375,0.4281549186600253,3.099515619352577,2.831791947001262,5.366351974791973
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-39.00470509479388,0.03413966948972591,-39.00470509479388,0.03413966948972591,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-4.1773552894592285,-0.4327203929424286,-2.026662826538086,0.5748406648635864,-1.6722168922424316,-0.18928086757659912,122379.453125,126452.140625,3394.918701171875,3510.681884765625,0.16668719053268433,0.865448534488678,0.0008230637758970261,0.11868228018283844,0.40409669280052185,66.51680092725537,36.98199462890625,0.011342953711839384,1.0,2.8886489868164062,0.03566974774003029,0.3096855878829956,-0.12696681916713715,3.043491840362549,-0.027813661843538284,3.04361891746521,0,0,1,0.027806969501058827,711.2207917812765,-0.035786655489624,0.9996275483299217,172.35028025204525,1,0,1,-38.8542108710501,0.03326772953462297,-3.13733982407779,0.4213817977157383,3.165511616025221,2.8839427053176485,5.77580425531066
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-41.87757587690089,0.38381011839103396,-41.87757587690089,0.38381011839103396,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-4.1773552894592285,-0.4327203929424286,-2.0011463165283203,0.603752613067627,-1.6431124210357666,-0.1673729419708252,122324.140625,126486.796875,3509.886474609375,3632.2646484375,0.16952167451381683,0.8630865812301636,0.0007942374795675278,0.11684801429510117,0.38682788610458374,73.2085951788518,39.87703323364258,0.013165657042060878,1.0,2.9143145084381104,0.030521031469106674,0.31335341930389404,-0.13107532262802124,3.070991277694702,-0.035016629844903946,3.07119083404541,0,0,1,0.031762545434996736,708.3270373935882,-0.07869932557443232,0.9995569206468126,172.21230647248228,1,0,1,-41.66316626020347,0.38096807131138644,-3.142023060040406,0.42971610758003587,3.1712718021228348,2.830393242276668,6.284881344066524
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-44.71311124213611,0.7415901941951831,-44.71311124213611,0.7415901941951831,-37.266056060791016,4.535549163818359,-37.296630859375,-0.22260963916778564,-4.1773552894592285,-0.4327203929424286,-2.0892562866210938,0.5951553583145142,-1.7102367877960205,-0.19866812229156494,170743.46875,177243.546875,4269.81591796875,4436.33642578125,0.15824605524539948,0.8604150414466858,0.0008556176908314228,0.10572385787963867,0.37879645824432373,79.96386781039504,42.624107360839844,0.010782531379367001,1.0,2.9087438583374023,0.03795352950692177,0.3126702308654785,-0.12748302519321442,3.0650789737701416,-0.02578798308968544,3.0651872158050537,0,0,1,0.03566855032531635,705.4695473647109,-0.1336367901072386,0.9994793448248003,172.07332666273456,1,0,1,-44.50270558073279,0.7371553514405627,-3.1736140004938136,0.44188131545735815,3.204229224178675,2.8617919091642436,6.76328515872992
