protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-22.286636481787085,-5.560398167149495,-3.505890021826147,-3.400800055043172,0,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,7.172637416015737,7.172637416015737,174.38907188095573,-0.041801722990300653,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.7512761566158437,1,0.0,0,0,0.6914521307481724,1.0,3.125312566757202,3.753549337387085,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-26.431156158447266,3.467651844024658,8.204233169555664,-4.783856391906738,0.5077272653579712,0.42324158549308777,28.523414611816406,6.246113300323486,1,7.375390529632568,-4.649871349334717,29.910682678222656,6.9906229972839355,0.6914521307481724,7.375390529632568,-4.649871349334717,4.151493359557474,-2.4908960157344846,3.2238971700750945,-2.158975333600232,0.0,0,1.5,0.0,0.0,0.7460297346115112,0.005453852470964193,-0.12925408780574799,0.008474955335259438,0.3332407407779702,0.027968102199368176,174.24324003710694,174.2572240882066,0.1458318438487834,0.68133145570755,0.013820573687553406,0.30074537418929215,1.0,7.820911271948188e-07,-0.6176691441338935,0,0,1,731.563350804856,1.0690682160311395e-09,0.0,6.426607681404226,-18.71521760076516,-1.5454147259200854,0.0,0.6176692183156719
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-29.320126756208943,-4.996454472878796,-3.4008591017899956,-3.5381691411527214,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,2.9765578711491996,5.074597643582468,174.34727015796543,-2.4556810541204664e-06,0.4087996853179796,-0.609376799735097,-19.1225891761332,-1.5102905770013084,4.640074725075331,1,0.0,0,0,0.7198392245235242,1.0,10.178937911987305,3.9389750957489014,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-27.667680740356445,3.4854371547698975,9.43566608428955,-4.670357704162598,0.4686130881309509,0.46911314129829407,19.144636154174805,6.762517929077148,1,8.288413047790527,-4.488465309143066,20.737354278564453,7.407857894897461,0.7198392245235242,8.288413047790527,-4.488465309143066,4.638357552757671,-3.147111520198912,3.6500554950328565,-1.3413537889441542,0.0,1,1.9088829982465714,0.4087989032268524,0.008292344398796558,0.7808103561401367,0.0016041356138885021,-0.07848756015300751,0.008277333341538906,0.3024333059287599,0.04474573985646382,174.21243260225773,174.23480547218597,0.13483755570769304,0.7415221333503723,0.009946581907570362,0.30080006695096256,1.0,1.5537339324547637,-1.7266089975325845,0,0,1,730.0096176544923,0.0021238542486912712,5.618904265652101,4.293787287442331,-20.14253419331655,-0.277896818503264,1.9088829982465727,5.896097567270102
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-32.171866822075074,-4.837355860378661,-3.2904295204393312,-3.672266372349181,0,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.975685825718756,2.9761218484339778,174.34726770228437,2.508648307008251e-06,2.1621668214394436,-1.71732411006973,-20.74851841433304,-0.22258033440966996,4.697899741927915,1,0.0,0,0,0.7551146191201352,1.0,13.031463623046875,4.083316802978516,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-28.75661849975586,3.3492355346679688,10.504009246826172,-4.419398784637451,0.41610220074653625,0.5097917914390564,10.543392181396484,7.538721084594727,1,9.284746170043945,-4.214798450469971,12.307821273803711,8.112187385559082,0.7551146191201352,9.284746170043945,-4.214798450469971,6.488732024019816,-4.214798450469971,2.7960141460241292,0.0,0.07297968525150686,1,2.108503730089999,0.6084328889846802,0.009284887462854385,0.8053611516952515,0.0012750038877129555,-0.05306483805179596,0.008761055767536163,0.2938256934293836,0.04869773466799014,174.20382498975835,174.22817385709234,0.14344271252601526,0.7787852883338928,0.009980409406125546,0.29698677417557356,1.0,3.461272040902612,-2.624988841820424,0,0,1,728.1020795460445,0.00473133602632531,6.687924028353452,2.1707606967387263,-21.9439974610497,0.817784738707424,2.1085037300899994,7.215252021988418
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-35.01743958123959,-4.674853821484464,-3.1747004760149813,-3.8028744060677466,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975768226198106,2.975727025958431,174.34727021093266,-0.047414342278598545,4.171916405259607,-2.615286640819078,-22.65166059736429,0.8835299347145855,3.9895701658360134,1,0.0,0,0,0.778846304432886,1.0,15.878216743469238,4.223620414733887,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.44024658203125,3.2067933082580566,11.16866683959961,-4.205234050750732,0.3742794394493103,0.5256134271621704,8.886331558227539,8.327306747436523,1,9.987911224365234,-3.989779233932495,10.84799575805664,8.825939178466797,0.778846304432886,9.987911224365234,-3.989779233932495,8.563743742450043,-3.989779233932495,1.424167481915191,0.0,0.28343410869843755,1,2.210710591799945,0.7106443643569946,0.009702201001346111,0.8211659789085388,-0.002684514271095395,-0.0672970712184906,0.007923444733023643,0.28266548449070006,0.04317338228475928,174.19266478081965,174.21425147196206,0.1546054301130058,0.7874994874000549,0.005459046922624111,0.3022011365148806,1.0,5.6018078174458985,-3.177571785852082,0,0,1,725.9615437695012,0.007657310614718673,7.523074077528921,2.154561047049892,-24.013829247459554,1.5943397571471003,2.210710591799942,8.20820076642663
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-37.857903164306414,-4.508640038984245,-3.0537802395017297,-3.9297786832026897,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,3.289121849372563,3.1324450377853346,174.29985586865408,-4.946657410540945e-06,6.358565255628729,-3.1704154771117046,-24.767075122203448,1.6675086383818152,3.4678403200838406,1,0.0,0,0,0.7705743099040158,1.0,18.72028350830078,4.359691143035889,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.5803165435791,3.165325880050659,11.303546905517578,-4.149140357971191,0.38766494393348694,0.5044008493423462,9.646854400634766,8.651333808898926,1,10.15394401550293,-3.9260106086730957,11.755243301391602,9.101012229919434,0.7705743099040158,10.15394401550293,-3.9260106086730957,10.15394401550293,-3.9260106086730957,0.0,0.0,0.0,1,2.256791274394617,0.7567574381828308,0.007156308740377426,0.8350203633308411,-0.0044514792971313,-0.0727941244840622,0.007700675167143345,0.2735698336307852,0.037995932141224334,174.18356912995975,174.20256709603035,0.11628673869432213,0.7986159324645996,0.003476835787296295,0.3001886864718679,1.0,7.834304765504376,-3.507820530124132,0,0,1,723.7290468214427,0.010708990203664214,8.26634535566855,2.2974246744544935,-26.198690774841534,2.1595715346948254,2.2567912743946166,9.030641017295633
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-41.004842975164706,-4.304938624144119,-2.9277860903990813,-4.0527678229814,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.282439976299276,3.2857809128359197,174.29985092199666,6.423261370735073e-06,8.616177336019055,-3.502871904783074,-26.97667582970377,2.2376001180922342,3.5214250823627165,1,0.0,0,0,0.7066314444948009,1.0,21.871074676513672,4.490999698638916,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.561302185058594,1.616821527481079,16.092140197753906,-2.080939531326294,0.49467697739601135,0.20041577517986298,7.586652755737305,16.91283416748047,1,14.753252029418945,-1.8232957124710083,10.037211418151855,17.268571853637695,0.7066314444948009,14.753252029418945,-1.8232957124710083,12.809413808379759,-1.8232957124710083,1.9438382210391874,0.0,0.0,1,2.2818882307695887,0.781872570514679,0.004948625341057777,0.8826428055763245,-0.0068447645753622055,-0.014999281615018845,0.006897252518683672,0.2625570874090652,0.04877910329854188,174.17255638373803,174.1969459353873,0.12729453825863155,0.8751491904258728,0.0009867465123534203,0.3878537685422371,1.0,10.086446622497741,-3.1405727204598084,0,0,1,721.4769049644493,0.013787523118288623,9.303325348047748,2.403138107259595,-28.47708412872593,2.033327237001116,2.2818882307695896,9.868281420751797
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-44.1401860619692,-4.097777656010714,-2.796844234576623,-4.17163401722106,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.291168963884001,3.2868044700916386,174.29985734525803,0.08703684283063444,10.924285212642852,-3.1380012224159732,-29.310467166834513,2.1196569974053645,3.2479461756491004,1,0.0,0,0,0.7091032951641077,1.0,25.01070213317871,4.617638111114502,1,1,6,-32.53472900390625,4.505537986755371,-37.296630859375,-0.22260963916778564,-34.65871810913086,1.7791787385940552,16.20623207092285,-2.2320456504821777,0.4908198416233063,0.19397218525409698,7.946873664855957,16.117568969726562,1,14.87540340423584,-1.9637415409088135,10.738936424255371,16.397113800048828,0.7091032951641077,14.87540340423584,-1.9637415409088135,14.87540340423584,-1.9637415409088135,0.0,0.0,0.0,1,2.337842536362613,0.8378385901451111,0.002571498043835163,0.9154058694839478,-0.010381793603301048,-0.006224769167602062,0.0059111774899065495,0.23985575308333779,0.03017592583051509,174.1498550494123,174.16494301232757,0.15000229584572974,0.9123175144195557,-0.0033667972311377525,0.39597335912409837,1.0,12.39404521765844,-2.7657441617309617,0,0,1,719.1693063692886,0.01694186182341229,10.278166729186324,2.371398600607691,-30.811425494989415,1.905428407539999,2.3378425363626163,10.689991477715813
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-47.2794025398481,-3.8854232629079872,-2.6610897041547403,-4.286173423125272,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.336079374354565,3.313624169119283,174.38689418808866,5.39843670493681e-06,13.27657113852636,-2.7667356409918087,-31.688865671543464,2.0000419404181566,2.967770561517925,1,0.0,0,0,0.7643066781192618,1.0,28.15472984313965,4.739523410797119,1,1,6,-37.266056060791016,4.535549163818359,-42.0279541015625,-0.19259993731975555,-38.07392883300781,1.5754212141036987,19.580551147460938,-1.6671165227890015,0.3944845497608185,0.26958879828453064,6.411528587341309,14.925238609313965,1,18.176851272583008,-1.370463490486145,9.432706832885742,15.162821769714355,0.7643066781192618,18.176851272583008,-1.370463490486145,17.62841450335433,-1.370463490486145,0.5484367692286778,0.0,0.0,1,2.38252647780953,0.8825259208679199,-0.0009914792608469725,0.9427764415740967,-0.012300255708396435,0.0013367007486522198,0.006118046585470438,0.21893929926616543,0.04113498436412038,174.12893859559512,174.14950608777718,0.2579555924935365,0.9434751272201538,-0.005297391675412655,0.5770125544342763,1.0,14.736085345828283,-2.3283879504961473,0,0,1,716.8272662411188,0.020143279886645448,11.227295564900484,2.3708477275451862,-33.18664761482964,1.7190087227286395,2.3825264778095234,11.507422620184752
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-50.45917713416896,-3.6691213481962457,-2.5206662393935693,-4.396186553770281,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.335964352530045,3.336021863442305,174.38689958652537,-7.041541226928181e-06,15.655180862033117,-2.3319629772523,-34.100176915326486,1.8200709108005602,3.715804251639589,1,0.0,0,0,0.39438979532281804,1.0,31.339508056640625,4.861785888671875,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.13352584838867,-2.802180528640747,26.13588523864746,3.434736490249634,0.6137425899505615,0.03245338797569275,39.38341522216797,24.192684173583984,1,24.581451416015625,3.764878511428833,42.8492546081543,24.366456985473633,0.39438979532281804,24.581451416015625,3.764878511428833,18.989752799170866,-0.3312198149696499,5.591698616844759,4.096098326398483,0.0,0,2.419102469110021,0.919095516204834,-0.0035750267561525106,1.0055280923843384,-0.015064534731209278,0.056525468826293945,0.005127022508531809,0.23626923675841996,0.05647884758704866,174.14626853308738,174.17450795688092,0.2406310534379869,1.0338374376296997,-0.007728363387286663,0.02111219944299812,1.0,15.71002626729254,-2.260117470238273,0,0,1,715.8533253196546,0.021474594419216727,13.589434017790792,2.3304937710579665,-34.16233492756588,1.7544494442623855,0.976330772319146,13.814432404316369
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-53.63432066555253,-3.448109977798337,-2.375726152613076,-4.501478665428037,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3430093471295734,3.339486849829809,174.38689254498414,0.10266850584209203,16.697966936352294,-2.266184499438767,-35.14405647364768,1.8652933903501376,4.580564517895899,1,0.0,0,0,0.334314597338101,1.0,34.520179748535156,4.978874683380127,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.4023551940918,-2.853156089782715,26.397789001464844,3.513944625854492,0.6241835951805115,0.011697888374328613,43.25102996826172,24.251487731933594,1,24.826007843017578,3.8679773807525635,47.22412872314453,24.371688842773438,0.334314597338101,24.826007843017578,3.8679773807525635,19.86733207903207,-0.3645654138309007,4.958675763985506,4.2325427945834635,0.0,0,2.487959297959968,0.9879406690597534,-0.006067029200494289,1.064260721206665,-0.019151177257299423,0.07691382616758347,0.004290181212127209,0.2104553772237898,0.040800605249587264,174.12045467355276,174.14085497617754,0.26643787143139014,1.1027772426605225,-0.01256289891898632,0.012218791654666534,1.0,16.746756317192347,-2.2001439498338464,0,0,1,714.8165952697548,0.022891737647688842,15.88866832042103,2.275226128623144,-35.19957678774729,1.8048016339104664,1.038463297143885,16.076588623547977
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-56.81211971888854,-3.221498464653738,-2.2264301742108037,-4.601860140869864,0,10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,35.97843398474295,0.27858378703921627,0,3.3598189158450964,3.351414131487335,174.48956105082624,-7.761080097181794e-06,17.803599001938135,-2.210108501610494,-36.24939800895247,1.9268309586651273,5.542391880719073,1,0.0,0,0,0.1629701247062451,1.0,37.70408630371094,5.090676307678223,1,1,6,-46.75927734375,-0.16259177029132843,-60.98381805419922,-4.830735206604004,-59.245506286621094,-4.328378200531006,40.006309509277344,6.449468612670898,0.9086463451385498,0.018228746950626373,82.48968505859375,46.09440994262695,1,38.270259857177734,6.840053558349609,87.25173950195312,46.162017822265625,0.1629701247062451,38.270259857177734,6.840053558349609,20.501766844880308,-0.5912077958451896,17.768493012297427,7.431261354194799,0.0,0,2.556889659611066,1.0568426847457886,-0.009964551776647568,1.1724923849105835,-0.02314554899930954,0.13458089530467987,0.00345860468223691,0.19652807455739166,0.04895780545981961,174.10652737088637,174.13100627361626,0.3830336799398803,1.239856243133545,-0.016633884981274605,0.0039101395973402606,1.0,17.83675204615918,-2.1877799347488107,0,0,1,713.7265995407879,0.024381691629941176,18.14168193858377,2.1789217465767514,-36.28473280276897,1.9081456279170703,1.090065850320508,18.308565579227906
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-60.00310017394988,-2.9941349974117815,-2.0729472808834766,-4.697146867795998,0,11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,39.338252900588046,0.31257039089075644,0,3.366950710685657,3.3633848132653767,174.48955328974614,7.696478400713654e-06,19.003402937463196,-2.2017460871932926,-37.44331799312812,2.045803581828214,6.543133047881172,1,0.0,0,0,0.41369151222927314,1.0,40.901180267333984,5.203128814697266,1,1,6,-75.11666870117188,4.775583744049072,-70.44646453857422,-4.770732879638672,-73.43470764160156,-1.1923768520355225,54.44813537597656,4.83650541305542,0.5757032632827759,0.03180962800979614,26.49560546875,37.0971794128418,1,52.60844802856445,5.2576422691345215,32.154388427734375,37.13188934326172,0.41369151222927314,52.60844802856445,5.2576422691345215,22.391054596093696,-0.16915509201499201,30.217393432470757,5.4267973611495135,0.0,0,2.6667344837599334,1.1666508913040161,-0.01396615244448185,1.3009402751922607,-0.027873918414115906,0.17871172726154327,0.002958938479423523,0.17228434477885785,0.043895914913326145,174.08228364110784,174.1042315985645,0.40726964863831694,1.3903776407241821,-0.02168121188879013,0.007893822461000673,1.0,19.081220474506228,-2.1574924058939,0,0,1,712.4821311124408,0.026082799846539887,20.257032426081818,2.062444538073116,-37.52539126172124,2.010055351628197,1.244836938541227,20.407071640276815
GT+smooth-jitter_controlled_local_prior_3frame_heading_RNN_polynomial_constrained_Kalman,1,8.0,-63.19716989926891,-2.760813212779974,-1.9154545062024992,-4.787160611537908,0,12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,42.7052036112737,0.34662868104615124,0,3.3581902262180634,3.3625704684518603,174.48956098622455,-0.13729977731117612,20.38210746314606,-2.1760875947500247,-38.816963887586574,2.1665573975456267,7.560479151248283,1,0.0,0,0,0.4176544446708032,1.0,44.10197448730469,5.30998420715332,1,1,6,-75.11666870117188,4.775583744049072,-70.44646453857422,-4.770732879638672,-73.44236755371094,-1.2372846603393555,54.450984954833984,4.881972312927246,0.5771127343177795,0.03376808762550354,26.31560516357422,37.52817153930664,1,52.54409408569336,5.333340167999268,32.74897766113281,37.547569274902344,0.4176544446708032,52.54409408569336,5.333340167999268,23.78065718599077,-0.13695776104319934,28.763436899702594,5.4702979290424665,0.0,0,2.801019883883795,1.3008869886398315,-0.018595188856124878,1.4270894527435303,-0.032939694821834564,0.21595574915409088,0.0022271822672337294,0.14258393418371854,0.03874527192826217,174.05258323051268,174.07195586647683,0.43697775571185693,1.5351512432098389,-0.02748684771358967,0.008271416483939623,1.0,20.491447570998105,-2.114569266687055,0,0,1,711.071904015949,0.028010489490140452,22.213756040275598,1.93548101570833,-38.93221344419918,2.1169862005320583,1.4108801719349842,22.349685741746057
