frame_id,reference_x,reference_y,search_center_error_m,visual_error_m,final_error_m
0,-37.63298034667969,0.8348962068557739,8.0,8.519412051018847,6.72760894395682
1,-47.69226837158203,1.7922438383102417,8.000000000000004,2.38544453587961,2.700911168645105
2,-50.9120979309082,2.1374623775482178,8.000000000000002,2.652242532094329,2.542234703170788
3,-54.1414794921875,2.4837052822113037,8.0,4.778710555690941,3.3667528344285267
4,-57.659645080566406,2.8609108924865723,7.999999999999999,4.7696967093471025,4.2997925816447236
5,-60.85377502441406,3.1642963886260986,8.000000000000002,11.199050042290112,10.4709055826619
6,-64.02477264404297,3.465484857559204,8.0,3.070334873045553,9.840395069655091
7,-67.50447845458984,3.795994520187378,8.0,14.096131439548879,15.659626281954184
8,-70.70535278320312,4.076558589935303,8.0,7.521104969086164,16.608301401686006
9,-73.90149688720703,4.35670804977417,8.0,4.752346964099028,14.598408487427129
10,-77.41057586669922,4.6642866134643555,7.999999999999997,13.393839436734583,17.066468989401585
11,-80.71418762207031,4.9646830558776855,8.0,14.436129516817395,7.002790579467093
12,-84.01985931396484,5.2652668952941895,8.0,9.4805780360298,4.098207206983996
13,-87.32689666748047,5.565974712371826,8.0,11.166489311722195,5.446497928355849
14,-90.52931213378906,5.903904438018799,8.000000000000002,16.6218501860552,9.632722702464353
15,-93.73101806640625,6.241759300231934,7.999999999999999,4.752000641236019,4.503652419119438
16,-97.24320983886719,6.612377643585205,8.0,10.74077889834243,7.455096592530641
17,-100.48795318603516,6.946656227111816,8.0,9.687902119630353,8.821391804064774
18,-103.73233032226562,7.28089714050293,7.999999999999997,6.386726201480534,6.005475529931517
19,-107.29228973388672,7.647648811340332,8.000000000000004,6.8362639344138145,4.898995353000714
20,-110.61548614501953,7.9523024559021,8.000000000000002,7.395410861786998,5.864858527874528
21,-113.93445587158203,8.25656795501709,7.999999999999998,5.6130363606239255,6.711009275456297
22,-117.24945068359375,8.560468673706055,7.999999999999998,6.35869851308036,6.710225384769207
23,-120.81004333496094,8.859625816345215,7.999999999999995,6.227792178567995,8.4616130470812
24,-124.06947326660156,9.133479118347168,8.000000000000004,6.156698060288171,7.596117184354228
25,-127.31895446777344,9.40649700164795,8.0,10.283387799630978,6.358572970346563
26,-130.83126831054688,9.741641998291016,7.999999999999995,1.4714641014271017,6.529710874880824
27,-134.03652954101562,10.047489166259766,7.999999999999998,9.967383283646308,3.844744876498354
28,-137.2352752685547,10.352712631225586,8.000000000000005,7.7253305529385345,5.638882501487522
29,-140.4192352294922,10.665609359741211,8.0,8.520844192874868,2.878570027051807
30,-143.60858154296875,10.979033470153809,8.000000000000007,11.666764077982702,2.282630939984786
31,-147.09031677246094,11.321191787719727,7.999999999999995,2.7556680157766285,2.953539358632817
32,-150.38534545898438,11.621426582336426,8.00000000000001,8.004943772407731,0.9748337071423376
33,-153.68882751464844,11.922432899475098,7.999999999999997,7.146510699625879,3.3633791735044203
34,-156.9862060546875,12.222880363464355,7.999999999999995,4.950737631706445,2.5189870429707564
35,-161.97410583496094,12.701958656311035,7.999999999999997,12.968606613824347,2.389130749290543
36,-166.95358276367188,13.180227279663086,8.0,8.000714542981171,6.142861663090476
37,-170.4643096923828,13.542064666748047,8.000000000000004,8.910370416407067,2.8739166262297346
38,-173.6732940673828,13.872800827026367,8.0,11.973507048037662,5.288641753856646
39,-176.89031982421875,14.204366683959961,7.999999999999994,4.610464590877339,3.89269054643781
40,-180.07899475097656,14.495210647583008,7.9999999999999964,7.727019138676349,2.77098326778345
