frame_id,image_path,reference_x,reference_y,predicted_query_x,predicted_query_y,selected_ref_index,selected_ref_x,selected_ref_y,selected_ref_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y,center_ms_xy_x,center_ms_xy_y,center_ms_candidate_count
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.632978691184114,0.8348961808190729,0,-37.632978691184114,0.8348961808190729,1.6557003061335768e-06,-29.69103240966797,0.6151264905929565,7.944988090764576,36,15.407035827636719,52.73325729370117,-27.231346130371094,0.498327374458313,10.40707802165541,-30.399389266967773,1.1913871765136719,-31.55849838256836,1.018515944480896,-27.231346130371094,0.498327374458313,36
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-28.580812170593614,1.108525675303978,0,-37.632978691184114,0.8348961808190729,10.104742619753551,-30.094926834106445,1.3362348079681396,17.60324894507594,36,17.700273513793945,54.681270599365234,-27.68947982788086,1.5698906183242798,20.004024357075277,-30.862192153930664,1.9593394994735718,-30.249488830566406,1.6014142036437988,-27.68947982788086,1.5698906183242798,36
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-28.27194258378629,1.9164895105014597,0,-37.632978691184114,0.8348961808190729,13.342851512314446,-29.4920597076416,1.4717365503311157,21.430380966357692,36,25.913898468017578,53.338722229003906,-22.828994750976562,0.08884898573160172,28.15772542383026,-30.261573791503906,2.0960288047790527,-29.78392791748047,2.020112991333008,-22.828994750976562,0.08884898573160172,36
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-28.51545959358146,2.3735255005413176,0,-37.632978691184114,0.8348961808190729,16.59063501345151,-29.484277725219727,1.487001657485962,24.67733812817945,36,26.348953247070312,54.2791748046875,-23.082374572753906,2.854753017425537,31.061321202070456,-30.246776580810547,2.1055104732513428,-29.681371688842773,2.2332146167755127,-23.082374572753906,2.854753017425537,36
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-28.884820265648695,2.542894083321646,0,-37.632978691184114,0.8348961808190729,20.1288872589497,-29.24787139892578,1.65024995803833,28.437555866054417,36,24.571327209472656,55.06648254394531,-22.799774169921875,2.9198780059814453,34.85992078343373,-30.005924224853516,2.2649717330932617,-29.589399337768555,2.403111457824707,-22.799774169921875,2.9198780059814453,36
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-29.057110963846636,2.674204088132663,0,-37.632978691184114,0.8348961808190729,23.337341058429875,-29.334199905395508,1.4136617183685303,31.568153848968763,36,24.556133270263672,55.781375885009766,-22.869895935058594,2.867199420928955,37.985040967241176,-30.083908081054688,2.0224242210388184,-29.67877197265625,2.3693387508392334,-22.869895935058594,2.867199420928955,36
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-29.37301546673958,2.561993649145373,0,-37.632978691184114,0.8348961808190729,26.52257123350507,-29.534927368164062,1.588534951210022,34.540879666056725,36,26.29405975341797,53.30229568481445,-23.897533416748047,3.886169672012329,40.129444348478934,-30.267562866210938,2.181722640991211,-29.90524673461914,2.3882968425750732,-23.897533416748047,3.886169672012329,36
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-29.792171781179793,2.537744643631599,0,-37.632978691184114,0.8348961808190729,30.017904681882083,-29.7337703704834,1.344120740890503,37.850205735298026,36,27.69824981689453,53.20875549316406,-24.595483779907227,4.094832420349121,42.91003528409775,-30.455364227294922,1.9302164316177368,-30.129507064819336,2.269651412963867,-24.595483779907227,4.094832420349121,36
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-30.13859239226779,2.3529197122348933,0,-37.632978691184114,0.8348961808190729,33.23086371518392,-29.50106430053711,0.38236984610557556,41.36955909648786,36,25.607391357421875,57.26710510253906,-23.98691749572754,0.37587833404541016,46.86477600572073,-30.214962005615234,0.9631431102752686,-30.175657272338867,1.7730228900909424,-23.98691749572754,0.37587833404541016,36
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-30.19770159624829,1.712528150395331,0,-37.632978691184114,0.8348961808190729,36.43910771376761,-30.051532745361328,0.38041990995407104,44.029878748550146,36,21.400062561035156,57.79107666015625,-27.44971466064453,0.648259699344635,46.59957790787156,-30.760271072387695,0.958748996257782,-30.444501876831055,1.3940340280532837,-27.44971466064453,0.648259699344635,36
