frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_033_v3d.jpg,3334.434013,422.859631,833.608503,105.714908,206.429191,0,18112,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_033_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_029_v3d.jpg,3324.247125,445.406277,831.061781,111.351569,353.495823,1000000000,18082,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_029_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_080_v3d.jpg,3310.228375,465.413916,827.557094,116.353479,54.537744,2000000000,18006,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_080_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_093_v3d.jpg,3268.242937,494.525349,817.060734,123.631337,271.071382,3000000000,18133,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_093_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_088_v3d.jpg,3250.877128,509.491787,812.719282,127.372947,16.677241,4000000000,18020,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_0_s_088_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_038_v3d.jpg,3232.311876,521.744726,808.077969,130.436182,252.608274,5000000000,18152,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_038_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_1_s_007_v3d.jpg,3222.139117,543.160511,805.534779,135.790128,264.176261,6000000000,16641,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_1_s_007_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_2_s_031_v3d.jpg,3214.684425,551.808703,803.671106,137.952176,359.292258,7000000000,18218,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_2_s_031_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_1_s_096_v3d.jpg,3216.534776,557.195538,804.133694,139.298885,222.908907,8000000000,16626,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_1_s_096_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_2_s_091_v3d.jpg,3217.243461,560.920663,804.310865,140.230166,190.912122,9000000000,16789,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_2_s_091_v3d.jpg
10,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_2_s_013_v3d.jpg,3211.005732,581.056383,802.751433,145.264096,350.671519,10000000000,16748,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_11_2_s_013_v3d.jpg
11,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_057_v3d.jpg,3200.001108,599.462154,800.000277,149.865539,258.966521,11000000000,18174,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_1_s_057_v3d.jpg
12,/yh/study/cvpr_data/Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_2_s_007_v3d.jpg,3171.706373,608.348365,792.926593,152.087091,136.920648,12000000000,18241,./Bearing_UAV_90K/cityb/uav_254k_36bc_b15_s100/blk_12_2_s_007_v3d.jpg
