variant,label,frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,CVaR90_m,LSR@3_pct,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,MS_Latency_ms
frames1,1 frame,367,3.941226475077527,3.756919163200582,6.805724285590473,8.177463847073142,9.896474159213062,8.304779810719534,38.96457765667575,72.20708446866485,98.9100817438692,100.0,100.0,5.300998000398156
frames2,2 frames,367,3.9669242794371162,3.796743111793494,6.799078650952436,8.174990917736153,9.916979577335148,8.3346181148914,38.41961852861036,70.84468664850137,98.9100817438692,100.0,100.0,5.265143781521668
full,Full,367,3.942900444789936,3.7158176214393865,6.805181045529801,8.186706097834572,9.820099668217832,8.280339794429521,38.41961852861036,71.38964577656675,99.1825613079019,100.0,100.0,5.0934470139333525
grid4,4x4,367,4.461633826417802,4.000237856853591,8.148955696137442,9.52483173485164,13.152080999120813,10.079392170973323,34.87738419618528,63.76021798365122,96.45776566757493,99.72752043596729,100.0,3.838375738698236
grid5,5x5,367,3.942513890705054,3.714816658054604,6.804991327292836,8.182141283636444,9.81916805269805,8.281324687757046,38.41961852861036,71.38964577656675,99.1825613079019,100.0,100.0,3.7778196831398354
grid7,7x7,367,3.8988725460543106,3.651554484434067,6.764744297427135,8.14948891144414,9.469434410171326,8.095553007613285,39.23705722070845,72.47956403269755,99.45504087193461,100.0,100.0,6.350029365518238
grid8,8x8,367,3.899556280116551,3.6539153900760115,6.765835346296621,8.151235107237657,9.470475906708273,8.096618810334968,39.23705722070845,72.47956403269755,99.45504087193461,100.0,100.0,7.797161149635335
no_gru,w/o GRU,367,4.274188372982656,4.0156687262120325,7.303371241335136,8.299200422853264,10.222336766793912,8.643968652180842,32.15258855585831,65.66757493188011,98.63760217983652,100.0,100.0,5.271643989645398
no_kalman,w/o Kalman,367,3.945817717375308,3.692953926303368,6.842535540615453,8.185510792307346,9.881445174389766,8.298846538207787,38.69209809264305,71.11716621253406,98.9100817438692,100.0,100.0,5.228183981756687
no_ms,w/o MeanShift,367,6.822798684679584,6.350549650219565,12.111303903627023,13.52849700651763,17.136393216146253,14.267038659839576,16.893732970027248,38.14713896457766,79.291553133515,97.00272479564033,99.72752043596729,0.0
