protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-13.067881018460126,-4.576009820648883,5.712865441500812,-2.4164117085425603,1,0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,7.820911271948188e-07,7.418177846642066e-08,0,7.172637416015737,7.172637416015737,0.0,0.0,-18.780745674413577,-2.1595981213156596,3.3449090333944427,1,0.0,0,0,1.0,1.0,0.0,1.7966936826705933,1,1,6,-8.908679962158203,-0.4026999771595001,-8.908679962158203,-0.4026999771595001,-11.033646583557129,-0.002661287784576416,0.0,-2.966658115386963,0.3672943413257599,0.48472386598587036,35.660884857177734,7.34420108795166,1,3.0938448905944824,-3.0493719577789307,37.20493698120117,8.310982704162598,0.837491512298584,0.00958441011607647,-0.050190456211566925,0.0054458496160805225,0.8123962879180908,0.012307334691286087,0.7170601209671952,1.0,7.820911271948188e-07,-1.5853720201228734,0,0,1,731.563350804856,1.0690682160311395e-09,0.0,6.335145903717153,-18.612553482781514,-0.5831731060158212,0.0,1.5853720943046516
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-23.61989671544523,2.8766406092400594,2.2993709389737167,4.334925940966134,0,1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,7.172638198106864,0.05997471900717796,0,2.9765578711491996,5.074597643582468,0.8123970662839277,-1.5730646851987566,-19.42167067941111,-0.5092234259524795,3.178407783034883,1,0.0,0,0,1.0,1.0,5.3461384773254395,-4.494428634643555,1,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-27.433717727661133,8.216794967651367,9.704976081848145,-9.399835586547852,0.558266818523407,0.23941464722156525,13.486326217651367,15.630094528198242,1,8.661395072937012,-9.277481079101562,15.683332443237305,16.564220428466797,0.9559762477874756,0.01039800327271223,-0.037931062281131744,0.007575298193842173,0.9370107054710388,0.014185652136802673,2.987746028876812,1.0,5.868257786597898,-5.859313796859183,0,0,1,725.6950938003491,0.008021530567199892,1.3043804115089666,4.118621395794992,-23.994268048718535,4.289215108469556,7.259684468478964,6.06130223565825
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-32.44755362560931,1.1470860876032973,-3.566116323973566,2.3121755756327773,1,2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,10.149196069256064,0.08269170281191505,0,2.975685825718756,2.9761218484339778,6.8052685032448075,-5.84512814448955,-24.927495684752568,4.374517483504727,2.61067576350722,1,0.0,0,0,1.0,1.0,13.940486907958984,-1.8381038904190063,1,1,6,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-28.245784759521484,7.049589157104492,10.388630867004395,-8.153063774108887,0.41945114731788635,0.3245645761489868,6.152341365814209,10.734827041625977,1,12.800378799438477,-8.187870979309082,8.52562427520752,11.659919738769531,0.9766619205474854,0.007661157287657261,-0.0354546457529068,0.0057510933838784695,0.9589346051216125,0.01053670421242714,0.9654708976024108,1.0,10.149196069256064,-7.590999412566283,0,0,1,721.414155517691,0.013873297571891586,0.0,1.9994599278864924,-28.06733128873986,6.46529495405475,4.617918107932958,7.6736911153781975
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-34.52769205051801,-4.311798905144336,-2.6849529452934044,-3.439819489727619,0,3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,13.12488189497482,0.1054019036524543,0,2.975768226198106,2.975727025958431,11.108130666927096,-7.580462708586687,-29.02197195891625,6.556551600861624,2.841689763422475,1,0.0,0,0,1.0,1.0,15.429749488830566,3.810656785964966,1,1,6,-27.803403854370117,4.475525379180908,-27.833980560302734,-0.28263363242149353,-28.906673431396484,3.265535831451416,10.64433765411377,-4.320251941680908,0.4304247796535492,0.48400697112083435,11.000753402709961,7.983293056488037,1,13.985658645629883,-4.407031059265137,13.351778030395508,8.909911155700684,0.9660499095916748,0.00456364406272769,-0.02080833911895752,0.004616613499820232,0.955645740032196,0.006871950812637806,0.563195203512526,1.0,12.8484693640054,-5.300181338623106,0,0,1,718.7148822229417,0.017563030373423983,0.2764125309694201,2.009677116366756,-30.99440528532325,4.4737725248119755,3.540328200555944,5.41264575567691
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-30.98221332475567,-4.1415236975353755,3.8219096000490165,-3.5626623417538203,0,4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,16.100650121172926,0.12811286366612776,0,3.289121849372563,3.1324450377853346,13.804115104037596,-5.293309387810468,-31.945386862981263,4.568324325983251,2.866069750198595,1,0.0,0,0,1.0,1.0,11.922345161437988,3.2652008533477783,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-28.933961868286133,3.25356388092041,10.670201301574707,-4.305452346801758,0.43391451239585876,0.478579580783844,11.211435317993164,8.078397750854492,1,14.211838722229004,-4.4095025062561035,13.619306564331055,9.002701759338379,0.9702943563461304,0.0024600867182016373,-0.010498707182705402,0.0036330705042928457,0.9650449752807617,0.004276622086763382,0.037078874610331346,1.0,14.05002974421178,-4.7378548071070155,0,0,1,717.5133218427353,0.01920548605084398,2.0506203769611453,2.162150681439204,-32.24884215242346,4.042093683787263,1.3266342658504722,5.280405789654586
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-33.12619874218124,4.204836303962319,4.950858142584389,4.457007105125038,0,5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,19.38977197054549,0.1504933176997437,0,3.282439976299276,3.2857809128359197,15.015074746966558,-4.733578185136667,-33.20889460799184,4.140223339827433,2.529698697404059,1,0.0,0,0,1.0,1.0,14.93970012664795,-4.8065996170043945,1,1,6,-27.772829055786133,9.233684539794922,-27.772829055786133,9.233684539794922,-28.360610961914062,8.41291618347168,10.647444725036621,-9.496515274047852,0.5304272174835205,0.27167803049087524,7.087881088256836,17.01944351196289,1,14.27429485321045,-9.60715389251709,9.585058212280273,17.939838409423828,0.9825456142425537,0.0008121223072521389,-0.0023543809074908495,0.0028675163630396128,0.9813684225082397,0.0022458804305642843,0.7785788172114995,1.0,14.520499899558638,-6.81121490912742,0,0,1,717.0428516873884,0.01984858846203815,4.869272070986851,2.303235298593366,-32.49669331026572,6.153665156240518,2.1260677975366065,8.495598386032947
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-46.387786914285435,6.7730276970288,-5.044445086892857,6.699171335818454,0,6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,22.672211946844765,0.17282802228696428,0,3.291168963884001,3.2868044700916386,15.501868323347447,-6.808969028638648,-33.472761622766704,6.255545853727229,2.1430602290558114,1,0.0,0,0,1.0,1.0,28.398906707763672,-5.953368663787842,1,1,6,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-37.65669250488281,5.396126747131348,19.57101058959961,-5.510524749755859,0.4884597659111023,0.11036723852157593,3.2622389793395996,29.181896209716797,1,21.03537368774414,-5.4723663330078125,6.581208229064941,30.065021514892578,1.1533304452896118,0.005885294638574123,-0.007483124732971191,0.0069337221793830395,1.1495888233184814,0.009352155961096287,1.4436391000850741,1.0,19.36343427619491,-6.324108707113987,0,0,1,712.1999173107522,0.026468567943146268,3.3087776706498566,2.1334740248020267,-37.36397382076845,6.183097460355689,4.867369497834045,7.290966776747119
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-53.14731550530693,-4.921324152403831,-8.529002669613568,-5.322074312621116,0,7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,25.963380910728766,0.19522249050012924,0,3.336079374354565,3.313624169119283,20.513023159118035,-6.314756551385721,-38.50806714447123,6.295758585931168,3.089812773523701,1,0.0,0,0,1.0,1.0,33.8796272277832,6.392107963562012,1,1,6,-42.0279541015625,-0.19259993731975555,-46.78984832763672,-4.920750617980957,-45.476566314697266,-2.885788679122925,26.468120574951172,3.5542662143707275,0.6300956010818481,0.024303019046783447,43.903865814208984,24.991525650024414,1,26.695236206054688,3.655751943588257,47.51453399658203,25.86280059814453,1.2040332555770874,0.004612087272107601,-0.004873889032751322,0.00728978356346488,1.2015962600708008,0.008256979286670685,2.6920509429021657,1.0,21.755195405305077,-1.6599683303461674,0,0,1,709.808156181642,0.02973795141338412,4.208185505423689,2.1095909135421955,-40.23705814263779,1.7990225029277496,5.241633977388941,4.598973606122397
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-42.80403260349785,-9.37233742949231,5.13447829127754,-10.099402635066346,0,8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,29.29946028508333,0.2229906082666523,0,3.335964352530045,3.336021863442305,22.95679171636579,-1.6517113512923274,-41.432749201337295,1.9182901205104892,3.065897225246902,1,0.0,0,0,1.0,1.0,23.122507095336914,9.720677375793457,1,1,6,-37.296630859375,-0.22260963916778564,-37.32720184326172,-4.98076868057251,-35.536590576171875,-2.925658941268921,16.58001136779785,2.5393741130828857,0.5177686810493469,0.0072599053382873535,13.470779418945312,9.62926959991455,1,20.270036697387695,2.4202442169189453,16.607969284057617,10.521186828613281,1.087416648864746,-0.0036335308104753494,0.018347587436437607,0.001520309248007834,1.0965903997421265,-0.0028733762446790934,0.6704593371849968,1.0,21.436150629736165,1.17533238742929,0,0,1,710.1272009572109,0.029301837746841336,7.863309655347166,2.248605214577559,-40.22061248080142,-1.0541247539173304,2.8531946531976824,7.920769760586074
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-40.16452943082281,5.520576965488176,11.094065082116643,4.467208277858476,0,9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,32.635424637613376,0.25075808297800684,0,3.3430093471295734,3.339486849829809,22.53274107231913,1.1724590112428186,-41.310709448977384,-0.9349297245386465,2.612856333430334,1,0.0,0,0,1.0,1.0,22.077898025512695,-5.3682146072387695,1,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.38642501831055,6.344395637512207,16.419801712036133,-6.800386428833008,0.6139820218086243,0.013119682669639587,6.9367475509643555,29.16537094116211,1,20.12497901916504,-6.918573379516602,10.285444259643555,30.048080444335938,1.1269843578338623,-0.0041000451892614365,0.027938716113567352,0.00176328478846699,1.1409536600112915,-0.0032184028532356024,1.6340535647566248,1.0,20.934576229916548,-1.5539425019655049,0,0,1,710.6287753570306,0.028616217836095977,11.700848407696828,2.212502491995947,-39.43231848977658,1.60653510486761,2.774980774786625,11.839205955687948
