protocol,controlled_gt_prior,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_velocity_parallel,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,measurement_var_s,measurement_var_e,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,error_final_m
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-33.07758555459374,-4.006665253729363,4.555394792085947,-4.841561460585137,1,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,1.6489573374209092e-06,1.4927559429529398e-07,0,10.10411593773641,10.10411593773641,0.0,0.0,-37.632978691184114,0.8348961808190729,2.6090018488504305,1,0.0,0,0,1.0,1.0,0.0,4.3323822021484375,1,1,6,-27.803403854370117,4.475525379180908,-32.565303802490234,-0.2526208460330963,-29.72347068786621,3.066922903060913,0.0,-3.0563933849334717,0.4065978527069092,0.472694993019104,10.264081954956055,9.427740097045898,1,3.1066696643829346,-3.139690637588501,11.846943855285645,10.392372131347656,0.8466157913208008,0.009498031809926033,-0.04876513406634331,0.005444925744086504,0.8222332000732422,0.012220494449138641,0.8549138089556032,1.0,1.6489573374209092e-06,-1.457130440098088,0,0,1,729.3023836666681,2.261006368033855e-09,0.0,9.257500146415609,-37.478802986116484,2.2838471708218626,0.0,1.457130589373682
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-43.59637751318946,5.020045195448276,4.095890858392575,3.2278013571380346,0,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,10.104117586693746,0.11238863701456824,0,3.238282183766078,6.671199060751244,0.8222348732449666,-1.4449099454161187,-38.29771362820536,2.358694855397161,2.4282293234003656,1,0.0,0,0,1.0,1.0,6.372749328613281,-3.530674934387207,1,1,6,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-34.116737365722656,6.070424556732178,0.0,-5.578188419342041,0.6072484850883484,0.006213441491127014,6.023628234863281,31.21176528930664,1,3.2638182640075684,-5.667836666107178,7.81596565246582,32.1653938293457,0.8761052489280701,0.007410465739667416,-0.0373867005109787,0.004702057223767042,0.8574119210243225,0.00976149458438158,0.5210413607778398,1.0,2.6641445031085826,-3.125996665377122,0,0,1,726.6382408125169,0.0036530039620748006,7.439973083585164,5.795093811823174,-39.9514097608242,4.225235169876083,3.1436875839056,8.11420599018895
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-53.300718367380185,5.784232154154186,-2.38862043647198,3.6467697766059675,0,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,13.342399770459824,0.10979455772263991,0,3.247888952368264,3.243085568067171,3.5215564017811634,-3.116235171025571,-40.80504141717872,4.306250267399454,4.086636957014549,1,0.0,0,0,1.0,1.0,16.103471755981445,-3.2637667655944824,1,1,6,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-45.51583480834961,0.5285009145736694,7.806186199188232,1.13875150680542,0.6784939169883728,0.06275051832199097,52.4296875,37.146270751953125,1,8.856164932250977,1.1729426383972168,54.851871490478516,38.0692024230957,0.9964897632598877,0.011097528971731663,-0.035377588123083115,0.007997791282832623,0.9788009524345398,0.015096424147486687,0.5827870230834693,1.0,5.145770297074738,-0.7968575246422684,0,0,1,724.1566150185507,0.00705574313300479,8.196629473385087,2.246595804807283,-42.665548521148516,2.171748742385891,3.4034329313475906,8.246620685009201
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-57.888902116085866,0.47358690427967476,-3.747422623898366,-2.010118377931629,0,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,16.590288722828088,0.10719254995743437,0,3.538328015110803,3.3931084837395336,6.124571266273084,-0.7817611000291205,-43.640452311592085,2.26030289936609,5.468871533584389,1,0.0,0,0,1.0,1.0,20.103986740112305,2.502537727355957,1,1,6,-70.35478210449219,9.503743171691895,-60.98381805419922,-4.830735206604004,-60.608665466308594,-0.6754142045974731,22.686908721923828,3.93286395072937,0.9011473059654236,0.036711111664772034,90.60664367675781,57.494327545166016,1,19.177221298217773,4.326731204986572,93.47286987304688,58.39659118652344,1.0625991821289062,-0.004525297321379185,0.026800017803907394,0.0030629304237663746,1.075999140739441,-0.0029938321094959974,1.482949209725838,1.0,10.301033516894332,1.5435696423707426,0,0,1,719.0013517987311,0.014124502708758152,6.289255205933756,2.3305093016106273,-48.039510575176095,0.3899322446541764,5.6616550751275225,6.451194478309776
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-55.72370765922215,-1.657365227987336,1.9359374213442542,-4.518276120473908,0,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,20.12861673793889,0.1043575616514216,0,3.2083005259043915,3.3733142705075974,11.377032707925192,1.5405758102612466,-49.10915285384668,0.5067595437334314,6.094989778738114,1,0.0,0,0,1.0,1.0,17.725473403930664,4.392430782318115,1,1,6,-70.35478210449219,9.503743171691895,-60.98381805419922,-4.830735206604004,-60.189571380615234,-0.9229037761688232,22.243980407714844,4.134620189666748,0.9062169790267944,0.02192012220621109,90.89971160888672,57.308677673339844,1,19.565776824951172,4.395993709564209,94.29330444335938,58.1890983581543,1.1676355600357056,0.0016741887666285038,0.006421823985874653,0.005735193379223347,1.1708464622497559,0.004541785456240177,0.5049099043645453,1.0,14.603166752375214,2.889201339861322,0,0,1,714.6992185632503,0.020023473179859815,5.525449985563677,2.205678710471892,-52.459873505610766,-0.49294181451822094,4.507668470630969,6.187564335988761
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-54.94811877792585,5.1034721593595265,5.905656246488212,1.9391757707334278,0,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,23.336917263843283,0.14064244739825194,0,3.1850655903548883,3.19668305812964,15.774013224403857,2.8937431253175623,-53.624627973860306,-0.37357214680577844,6.315196992542332,1,0.0,0,0,1.0,1.0,17.669593811035156,-2.4125187397003174,1,1,6,-70.32421875,14.261902809143066,-60.92268753051758,4.685582160949707,-61.202964782714844,4.53900146484375,23.82960319519043,-1.1893982887268066,0.8665911555290222,0.059475772082805634,95.3714828491211,58.98546600341797,1,23.56412696838379,-1.063054084777832,99.03789520263672,59.8552131652832,1.213666319847107,0.0038773328997194767,-0.0014853570610284805,0.006420617923140526,1.2129236459732056,0.00708764186128974,0.5099140489262951,1.0,18.911025378837792,1.1139116823412245,0,0,1,710.3913599367877,0.025930294154534447,4.425891885005491,1.983016738282533,-56.55570848384444,1.7281919375920458,4.659323911651334,4.531641201755048
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-65.82217979398825,11.151371837625854,-1.7974071499452913,7.68588698006665,1,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,26.52198285419817,0.17666442190985815,0,3.495143285766865,3.3401044380608766,20.123949020154384,1.1209993242025142,-57.76257329475587,1.8494821784013546,3.5069247400160557,1,0.0,0,0,1.0,1.0,29.122535705566406,-7.275896072387695,1,1,6,-79.75631713867188,19.08005714416504,-75.05554962158203,14.291901588439941,-77.82159423828125,13.860221862792969,41.341209411621094,-8.699894905090332,0.616659939289093,0.19462431967258453,11.050247192382812,38.640655517578125,1,37.685401916503906,-8.235804557800293,15.074982643127441,39.49441146850586,1.271288275718689,-0.010419054888188839,0.05063067376613617,0.002318392973393202,1.2966035604476929,-0.009259858168661594,4.7938393203973835,1.0,26.52198285419817,-3.9053697396444846,0,0,1,702.7804024614272,0.036366236266620826,0.0,2.0688161623421877,-63.59285716759428,7.524604456351629,9.117009360795619,4.0820341615543425
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-77.01948061123318,2.433843772593189,-9.515002156643336,-1.362150747594189,1,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,30.017126139965036,0.21619386667028173,0,3.2125923413173467,3.353867813542106,27.81858646679993,-3.914629598045977,-64.88120250021173,7.671004514795519,3.1520845713336954,1,0.0,0,0,1.0,1.0,39.33458709716797,2.577469825744629,1,1,6,-89.2495346069336,14.381888389587402,-84.54875946044922,9.593735694885254,-87.20208740234375,8.853474617004395,50.13928985595703,-2.7287139892578125,0.6462407112121582,0.14846263825893402,13.214890480041504,35.72255325317383,1,46.41987991333008,-2.22694730758667,17.74319076538086,36.55603790283203,1.3776100873947144,-0.014525401405990124,0.06354252994060516,0.0012986629735678434,1.40938138961792,-0.013876070268452168,8.620202338109786,1.0,30.017126139965036,-3.0761245640582384,0,0,1,699.2852591756604,0.04115868361924294,0.0,1.9762577261473915,-67.15612191778726,7.069831469789728,3.5921684466731594,3.2923184307285207
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-70.1029120877157,-6.935150256348125,0.6024406954874333,-11.011708846283428,1,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,33.22971848128238,0.2758856861948469,0,3.207844800486477,3.2102185709019118,31.426507492330053,-3.0900006339774446,-68.55612347437172,7.232754713287193,3.0003812327238935,1,0.0,0,0,1.0,1.0,31.46552276611328,11.162036895751953,1,1,6,-84.5793228149414,4.835577011108398,-79.87855529785156,0.04742248356342316,-83.03323364257812,1.2175414562225342,45.18588638305664,4.423253059387207,0.5190526843070984,0.19130578637123108,11.252696990966797,29.057205200195312,1,41.67466354370117,4.85623836517334,16.272878646850586,29.8710880279541,1.5109293460845947,-0.01049079466611147,0.05703074857592583,0.003332945052534342,1.5394446849822998,-0.008824322372674942,3.9096949830151706,1.0,33.22971848128238,0.9989304269347743,0,0,1,696.0726668343431,0.045563704644817966,0.0,1.699289224817317,-70.7818573398361,3.357572672183042,5.189106159167287,0.7230447407399268
GT+jitter_controlled_local_prior_RNN_polynomial_Kalman,1,12.0,-62.0495520938311,3.966841645271721,11.851944793375928,-0.38986640450244914,1,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,36.43756328176886,0.33548928842530945,0,3.521925253995086,3.3648850272407813,34.76916320165494,0.99010610479493,-72.31172667146424,3.529234385700698,3.15400698592651,1,0.0,0,0,1.0,1.0,24.610898971557617,-0.5308738946914673,1,1,6,-75.05554962158203,14.291901588439941,-70.38533782958984,4.745584964752197,-73.89884948730469,7.393072128295898,36.75620651245117,-2.684110164642334,0.5865752100944519,0.13895370066165924,15.550132751464844,46.486122131347656,1,40.26681137084961,-2.7724742889404297,20.4716739654541,47.304805755615234,1.4758232831954956,-0.010124769061803818,0.05565119907259941,0.00024424795992672443,1.5036488771438599,-0.01000264473259449,0.9474813362717,1.0,36.43756328176886,-0.4024240521436848,0,0,1,692.8648220338566,0.049962215968894046,0.0,1.8890617440452857,-73.8234191006291,5.0904791022372535,3.500580329037095,0.7379133405689933
