frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y,second_ms_nearest_candidate_m,second_ms_capture
0,-37.63298034667969,0.8348962068557739,-34.456548431129285,8.177258244093709,8.0,-46.12792205810547,0.1896466314792633,8.519412051018847,-44.88255310058594,2.1394922733306885,7.366021722126651,17.692672729492188,16.957679748535156,1.1097068786621094,True
1,-47.69226837158203,1.7922438383102417,-54.9941647025521,-1.4761364901959033,8.000000000000004,-49.338104248046875,0.06552153825759888,2.38544453587961,-49.2474365234375,-0.09565573185682297,2.445958455816971,17.672340393066406,7.443083763122559,2.1660690307617188,True
2,-50.9120979309082,2.1374623775482178,-43.320147635635415,-0.3848957877620647,8.000000000000002,-49.14432144165039,0.16025304794311523,2.652242532094329,-51.116851806640625,-0.6017245650291443,2.746828945532241,19.770864486694336,8.41182804107666,2.342602252960205,True
3,-54.1414794921875,2.4837052822113037,-58.035718904520756,9.471902431650516,8.0,-49.50408935546875,1.330151081085205,4.778710555690941,-49.64424514770508,-0.9997105598449707,5.688523769650687,6.7660298347473145,24.796504974365234,3.431870222091675,True
4,-57.659645080566406,2.8609108924865723,-59.50861348295809,-4.922489125947347,7.999999999999999,-53.702091217041016,0.19862350821495056,4.7696967093471025,-50.2990837097168,-0.5453459024429321,8.110514721461696,19.166675567626953,10.369247436523438,2.3187670707702637,True
5,-60.85377502441406,3.1642963886260986,-54.232792099133164,7.654573117641676,8.000000000000002,-49.82912063598633,1.1956121921539307,11.199050042290112,-50.03848648071289,-0.365506112575531,11.376729406160766,13.545387268066406,11.554672241210938,4.89509916305542,True
6,-64.02477264404297,3.465484857559204,-71.94001774443146,4.626904248122328,8.0,-63.927677154541016,0.3966856300830841,3.070334873045553,-50.51204299926758,-0.203984797000885,14.002102342095954,30.404741287231445,19.802738189697266,2.053576946258545,True
7,-67.50447845458984,3.795994520187378,-62.452550581093966,-2.407071234824044,8.0,-53.84861373901367,0.3005288243293762,14.096131439548879,-50.16712188720703,-0.1031535342335701,17.770404843302433,18.970760345458984,6.033418655395508,6.641636848449707,True
8,-70.70535278320312,4.076558589935303,-70.24037645923912,12.063034472209845,8.0,-63.8661003112793,0.9473980665206909,7.521104969086164,-50.0877685546875,0.0023058196529746056,21.016286899832934,20.047250747680664,26.981136322021484,5.091598033905029,True
9,-73.90149688720703,4.35670804977417,-79.63914290137156,-1.2181837174390697,8.0,-71.52447509765625,0.24154473841190338,4.752346964099028,-51.89778518676758,0.2909809648990631,22.37618075822465,23.17224884033203,17.290084838867188,1.2853401899337769,True
10,-77.41057586669922,4.6642866134643555,-69.41402898211317,4.89931410678601,7.999999999999997,-64.67952728271484,0.5031164884567261,13.393839436734583,-53.153377532958984,0.3846563398838043,24.631827099932256,22.204336166381836,7.532183647155762,2.2966055870056152,True
11,-80.71418762207031,4.9646830558776855,-86.7693512174816,10.192970904954652,8.0,-94.01118469238281,10.585332870483398,14.436129516817395,-70.6940689086914,2.2080233097076416,10.392398759976468,30.766902923583984,66.97093963623047,0.880686342716217,True
12,-84.01985931396484,5.2652668952941895,-83.0866278246927,-2.680114089116243,8.0,-92.3224105834961,0.6882588863372803,9.4805780360298,-83.36335754394531,3.8645455837249756,1.5469372213257253,45.30096435546875,45.310665130615234,0.7054309248924255,True
13,-87.32689666748047,5.565974712371826,-82.64800478453313,12.055040188053937,8.0,-93.8128433227539,14.655693054199219,11.166489311722195,-92.85763549804688,7.370301246643066,5.817616887885479,17.052631378173828,65.56426239013672,2.103764772415161,True
14,-90.52931213378906,5.903904438018799,-98.3626821398185,4.27961556326826,8.000000000000002,-106.91722106933594,3.1249938011169434,16.6218501860552,-103.28160858154297,7.5999650955200195,12.864590411098224,29.607481002807617,63.9202880859375,1.6010253429412842,True
15,-93.73101806640625,6.241759300231934,-86.85774344351702,2.148093955049581,7.999999999999999,-96.38092041015625,2.2972025871276855,4.752000641236019,-109.27642059326172,5.439047336578369,15.566113394760972,16.853740692138672,33.45354080200195,1.381641149520874,True
16,-97.24320983886719,6.612377643585205,-99.5461174276458,14.273749363946116,8.0,-107.62480926513672,3.8579766750335693,10.74077889834243,-111.07054138183594,3.4801127910614014,14.177664853759751,4.015990257263184,24.867679595947266,6.476912498474121,True
17,-100.48795318603516,6.946656227111816,-103.96504303881292,-0.2581925676728387,8.0,-108.3021469116211,1.220067024230957,9.687902119630353,-111.81739807128906,2.2924582958221436,12.248178631601801,5.7223310470581055,27.100156784057617,2.650449514389038,True
18,-103.73233032226562,7.28089714050293,-96.30162704604649,10.24478796521058,7.999999999999997,-108.00337219238281,2.5323739051818848,6.386726201480534,-111.72976684570312,1.7806392908096313,9.70627772936283,6.725082874298096,22.234588623046875,2.3364739418029785,True
19,-107.29228973388672,7.647648811340332,-114.77353855734613,10.481535901802344,8.000000000000004,-110.46283721923828,1.5910711288452148,6.8362639344138145,-112.53034973144531,1.1131608486175537,8.374771965432398,13.237037658691406,35.67418670654297,2.286299705505371,True
20,-110.61548614501953,7.9523024559021,-107.01330931808062,0.8091713422052269,8.000000000000002,-112.10222625732422,0.7078766226768494,7.395410861786998,-113.13959503173828,1.0373047590255737,7.361271549115698,12.356165885925293,20.030561447143555,2.9505221843719482,True
21,-113.93445587158203,8.25656795501709,-111.76547321916192,15.956926015101088,7.999999999999998,-115.6239013671875,2.9038162231445312,5.6130363606239255,-115.02529907226562,0.7586227059364319,7.576880746500425,18.217212677001953,35.57890319824219,1.8157873153686523,True
22,-117.24945068359375,8.560468673706055,-124.05030812050533,4.3475910202719605,7.999999999999998,-117.72452545166016,2.2195420265197754,6.35869851308036,-116.82221984863281,1.2746529579162598,7.2983310990109915,27.125375747680664,27.829574584960938,1.3117784261703491,True
23,-120.81004333496094,8.859625816345215,-112.94954475092885,7.372157493849074,7.999999999999995,-118.84921264648438,2.948573589324951,6.227792178567995,-118.8504867553711,1.937343716621399,7.194292978241198,29.685781478881836,33.61320495605469,1.8640602827072144,True
24,-124.06947326660156,9.133479118347168,-128.8607898737779,15.539982468053338,8.000000000000004,-130.16384887695312,10.00727367401123,6.156698060288171,-123.14189147949219,4.154671669006348,5.064477425104061,70.26127624511719,76.82865905761719,1.8109211921691895,True
25,-127.31895446777344,9.40649700164795,-128.11351754950226,1.4460529493884522,8.0,-132.65032958984375,0.6130617260932922,10.283387799630978,-129.2558135986328,2.1526660919189453,7.507961518264011,54.55284118652344,68.10635375976562,4.303915977478027,True
26,-130.83126831054688,9.741641998291016,-124.8681795270969,15.074706048224506,7.999999999999995,-131.95474243164062,10.691911697387695,1.4714641014271017,-130.6743927001953,3.506991147994995,6.236624181576125,46.01258850097656,60.43154525756836,1.0419191122055054,True
27,-134.03652954101562,10.047489166259766,-142.03595863155468,10.143062308080633,7.999999999999998,-143.39166259765625,6.607981204986572,9.967383283646308,-138.7255096435547,5.2413482666015625,6.714575544989765,71.29820251464844,53.50178527832031,2.5598392486572266,True
28,-137.2352752685547,10.352712631225586,-131.4013039444889,4.878703260574306,8.000000000000005,-134.94918823242188,2.9733808040618896,7.7253305529385345,-139.55416870117188,3.7646961212158203,6.98421278942705,58.02131652832031,55.76060485839844,0.7721344232559204,True
29,-140.4192352294922,10.665609359741211,-141.02338391888802,18.642764514375056,8.0,-145.2969512939453,17.6522159576416,8.520844192874868,-143.8369140625,11.003678321838379,3.434358634261003,66.97532653808594,63.09209060668945,1.1518926620483398,True
30,-143.60858154296875,10.979033470153809,-148.5515919844499,4.68883094754706,8.000000000000007,-153.47610473632812,4.75445556640625,11.666764077982702,-152.4259490966797,9.01289176940918,9.033918516604043,58.42533874511719,45.290592193603516,2.6421456336975098,True
31,-147.09031677246094,11.321191787719727,-139.19652395593636,12.620435787045812,7.999999999999995,-144.3511199951172,11.62203598022461,2.7556680157766285,-149.92613220214844,8.368071556091309,4.094235979240422,62.722869873046875,61.195152282714844,1.6908831596374512,True
32,-150.38534545898438,11.621426582336426,-157.08360932331013,15.995584924677042,8.00000000000001,-158.31011962890625,12.751505851745605,8.004943772407731,-155.0038299560547,11.831427574157715,4.623256370378431,60.113407135009766,70.69113159179688,1.6574032306671143,True
33,-153.68882751464844,11.922432899475098,-151.70443770975217,4.172452441291753,7.999999999999997,-153.50180053710938,4.778369903564453,7.146510699625879,-158.96360778808594,8.339875221252441,6.376364673608113,60.11931610107422,53.25697326660156,2.622742176055908,True
34,-156.9862060546875,12.222880363464355,-153.21439675857462,19.277910812282872,7.999999999999995,-157.85899353027344,17.09607696533203,4.950737631706445,-157.69265747070312,11.592873573303223,0.9465633411661447,66.7315673828125,71.65419006347656,2.627429723739624,True
35,-161.97410583496094,12.701958656311035,-169.5209252178575,10.047619340786968,7.999999999999997,-173.3773956298828,6.525411128997803,12.968606613824347,-169.52418518066406,10.343683242797852,7.909814223633429,56.40478515625,64.57284545898438,8.01298713684082,False
36,-166.95358276367188,13.180227279663086,-159.59581257693247,10.039651237098784,8.0,-162.12503051757812,6.800845146179199,8.000714542981171,-166.54916381835938,7.870591640472412,5.32501505202487,70.03894805908203,47.684906005859375,2.6149744987487793,True
37,-170.4643096923828,13.542064666748047,-173.76827180499453,20.827930048322592,8.000000000000004,-178.435546875,17.52378273010254,8.910370416407067,-172.91514587402344,13.888209342956543,2.475159414281489,63.72943878173828,46.612117767333984,1.5597870349884033,True
38,-173.6732940673828,13.872800827026367,-176.15858658174267,6.268636105108063,8.0,-178.9820556640625,3.140516757965088,11.973507048037662,-177.53463745117188,9.130322456359863,6.115641734419307,60.984493255615234,47.01655578613281,3.7886509895324707,True
39,-176.89031982421875,14.204366683959961,-169.9212030055871,18.132650121832718,7.999999999999994,-173.68215942382812,17.515573501586914,4.610464590877339,-172.76353454589844,11.531059265136719,4.917004096896467,57.156837463378906,71.5130615234375,2.578601837158203,True
40,-180.07899475097656,14.495210647583008,-187.87132193611907,16.306187466785545,7.9999999999999964,-186.77906799316406,10.646075248718262,7.727019138676349,-179.49734497070312,11.468063354492188,3.08252124095832,61.32579040527344,71.20869445800781,1.0396766662597656,True
41,-183.2713623046875,14.786392211914062,-178.74884001506368,8.187392883238866,7.999999999999999,-181.77920532226562,7.103173732757568,7.826773195809508,-181.01866149902344,6.768657207489014,8.328189210207839,60.65026092529297,47.09018325805664,4.6071085929870605,True
42,-186.7760009765625,15.10605525970459,-185.65320816498811,23.02687190335169,8.000000000000002,-183.82907104492188,20.729785919189453,6.349074149230695,-181.47923278808594,12.942785263061523,5.721493714130374,63.717811584472656,46.94994354248047,1.833879828453064,True
43,-190.19520568847656,15.40483283996582,-196.37355292967032,10.32270480466077,8.000000000000009,-198.37535095214844,7.143904685974121,11.62573483699788,-188.7534942626953,9.889649391174316,5.700507022103556,81.90097045898438,61.83152770996094,1.635783314704895,True
44,-193.5978240966797,15.702159881591797,-185.60917496101942,15.276149333231233,8.0,-184.2056121826172,10.42496109008789,10.773229400867127,-186.21849060058594,8.663186073303223,10.198123117532155,57.35313034057617,64.37800598144531,5.037964820861816,True
45,-196.71273803710938,15.974347114562988,-202.31555329696195,21.684728990056357,8.000000000000004,-209.13314819335938,16.69514274597168,12.441307599755582,-196.60403442382812,13.640846252441406,2.3360314101190007,63.93115234375,54.91856384277344,1.6302943229675293,True
46,-199.96063232421875,16.28047752380371,-199.68659825540385,8.285172318301626,7.999999999999999,-198.96719360351562,7.1904988288879395,9.14410373769977,-200.0554656982422,10.116750717163086,6.164456303335186,80.96711730957031,61.10624694824219,2.2441351413726807,True
47,-203.51315307617188,16.61532211303711,-198.31446620407388,22.69591869609341,8.0,-201.001220703125,21.295345306396484,5.3115366267345445,-196.52871704101562,14.807147979736328,7.2146961422867415,64.2883071899414,49.70265579223633,1.6729761362075806,True
48,-206.75160217285156,16.920562744140625,-214.69233605438527,15.948582588652624,7.999999999999987,-214.605712890625,10.03342056274414,10.446041479613907,-209.13552856445312,13.872843742370605,3.8693276101054677,23.496198654174805,76.24615478515625,1.9523978233337402,True
49,-210.1930389404297,17.253925323486328,-203.6812257458377,12.606744573963258,8.0,-209.87319946289062,7.333209991455078,9.92586973471808,-212.73123168945312,9.62067985534668,8.044181674233224,75.4434585571289,59.96097183227539,2.9442684650421143,True
50,-213.3181915283203,17.556650161743164,-214.98067442589038,25.38200322823716,7.999999999999997,-213.79525756835938,19.40911102294922,1.912904401390417,-214.38876342773438,13.731583595275879,3.9720597213185074,29.235828399658203,55.72003173828125,2.5997719764709473,True
51,-216.74961853027344,17.889041900634766,-220.80970542685412,10.995879027742976,7.999999999999997,-216.14859008789062,6.252451419830322,11.6521016647857,-216.2679443359375,9.52380084991455,8.379097079408009,34.031951904296875,64.15574645996094,2.7090609073638916,True
