frame_id,image_path,x_px,y_px,x_m,y_m,yaw_deg,timestamp_ns,source_index,source_target_path
0,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_058_v3d.jpg,3313.318629,400.816221,828.329657,100.204055,119.353937,0,16671,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_058_v3d.jpg
1,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_13_1_s_018_v3d.jpg,3339.300388,446.892450,834.825097,111.723112,0.049936,1000000000,19608,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_13_1_s_018_v3d.jpg
2,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_0_s_004_v3d.jpg,3304.293753,448.257644,826.073438,112.064411,231.588699,2000000000,16514,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_0_s_004_v3d.jpg
3,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_051_v3d.jpg,3315.425773,558.994411,828.856443,139.748603,141.171308,3000000000,16698,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_051_v3d.jpg
4,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_1_s_090_v3d.jpg,3306.101489,574.912009,826.525372,143.728002,78.419540,4000000000,18113,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_1_s_090_v3d.jpg
5,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_13_1_s_006_v3d.jpg,3328.852197,585.953788,832.213049,146.488447,97.949344,5000000000,19654,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_13_1_s_006_v3d.jpg
6,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_2_s_029_v3d.jpg,3281.247429,639.253186,820.311857,159.813297,111.405228,6000000000,18282,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_2_s_029_v3d.jpg
7,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_019_v3d.jpg,3288.678216,649.017399,822.169554,162.254350,139.787634,7000000000,16644,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_1_s_019_v3d.jpg
8,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_2_s_080_v3d.jpg,3277.622465,710.971249,819.405616,177.742812,76.978552,8000000000,16706,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_11_2_s_080_v3d.jpg
9,/yh/study/cvpr_data/Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_1_s_084_v3d.jpg,3253.241034,725.810895,813.310259,181.452724,63.675237,9000000000,18180,./Bearing_UAV_90K/cityc/uav_254k_37bc_b15_s100/blk_12_1_s_084_v3d.jpg
