current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_search_center_x,current_search_center_y,current_search_center_error_m,current_ms_error_m,provisional_next_x,provisional_next_y,provisional_next_error_m,final_next_x,final_next_y,final_next_error_m,final_next_nearest_candidate_m,final_next_candidate_capture,ms_correction_gain_m
1,2,-25.919267654418945,-1.4582853317260742,-28.574762080064545,-9.004698344235074,8.0,4.487144020710298,-31.1627197265625,-2.9676971435546875,2.907515066519483,-30.52930450439453,-0.2730832099914551,1.8738040233672586,1.3696327209472656,True,1.0337110431522243
2,3,-28.881437301635742,-1.16508948802948,-21.82582960981552,2.605639897530736,7.999999999999999,1.8775433458171025,-34.717952728271484,2.908395290374756,4.749535376680787,-32.502655029296875,-0.13009555637836456,0.9929152467082933,0.9516851902008057,True,3.7566201299724935
3,4,-31.84273910522461,-0.8719794154167175,-39.59241573533549,1.1135966039573102,7.999999999999999,0.982143232381524,-39.884674072265625,0.548548698425293,5.204138102730686,-34.66399002075195,-0.04913434758782387,0.547948842510078,2.2624640464782715,True,4.656189260220607
4,5,-34.80412292480469,-0.5788613557815552,-30.430989892195633,-7.277794664831852,8.000000000000002,1.172471743914613,-31.52508544921875,0.996292233467102,6.669856793144758,-42.791316986083984,0.2789781093597412,4.744087632836411,0.7809856534004211,True,1.9257691603083469
5,6,-38.077056884765625,-0.2521708011627197,-36.7766046505391,7.6414230562950625,7.999999999999999,7.341990599514785,-39.98813247680664,12.711527824401855,12.71012715890288,-47.90926742553711,1.7069464921951294,6.765970908619805,0.734637975692749,True,5.944156250283075
6,7,-41.34334182739258,0.07385636121034622,-47.634300869893764,-4.868191223098463,7.999999999999998,6.7596065147621225,-51.29800033569336,-4.4379730224609375,8.248119005945775,-49.099945068359375,-0.20310433208942413,4.522130882310901,2.213839054107666,True,3.725988123634873
7,8,-44.61831283569336,0.40075016021728516,-36.64125024750839,-0.20461953193756188,7.999999999999997,3.4799103156596063,-49.41276168823242,-2.1452724933624268,3.2285816171718964,-49.532432556152344,0.1455228626728058,1.6966961304823318,1.477186918258667,True,1.5318854866895646
8,9,-47.93851089477539,0.7270652055740356,-53.41162723429519,6.561874331336539,7.999999999999999,1.6095930758635477,-55.31541442871094,5.833967208862305,6.269921056138707,-49.864601135253906,0.5810544490814209,1.4718350033093384,1.2084349393844604,True,4.798086052829369
9,10,-51.25859451293945,1.0533686876296997,-51.164245791396766,-6.946074937944723,8.0,2.041614629987529,-49.79600143432617,-4.852781772613525,7.8608644211772996,-49.37194061279297,-0.2567562460899353,5.464735402218962,2.2082552909851074,True,2.3961290189583373
10,11,-54.585689544677734,1.3803616762161255,-49.251712827062065,7.342634093334784,8.0,5.1729967939614445,-45.090274810791016,14.93857479095459,18.44024389730443,-49.34882736206055,2.424983024597168,8.611642713014085,2.485597610473633,True,9.828601184290346
11,12,-57.930152893066406,1.7030118703842163,-65.89071847053741,0.9096672499424558,8.000000000000005,3.595933420228331,-70.75959014892578,3.316805124282837,9.565322317053582,-64.23371124267578,0.5571070313453674,3.2974151624182224,2.1244688034057617,True,6.26790715463536
12,13,-61.281715393066406,2.0263473987579346,-54.875945493224734,-2.765949752951503,7.999999999999998,11.546506536162683,-48.921546936035156,2.1066935062408447,15.704877462736073,-50.07862091064453,0.21385504305362701,14.701783462172092,4.3776936531066895,True,1.0030940005639817
13,14,-64.62455749511719,2.3488411903381348,-66.11082264619449,10.209567359127705,8.0,4.464274954274151,-63.28504943847656,14.546979904174805,12.756569106198388,-58.79078674316406,2.1666722297668457,9.186162546893557,3.078584671020508,True,3.57040655930483
14,15,-67.96265411376953,2.678952693939209,-72.17657267965767,-4.12125982627391,7.999999999999999,3.665142566246858,-71.3705062866211,-7.011885643005371,10.021203454109074,-65.56024169921875,-0.14073912799358368,6.5479905353896,1.9630762338638306,True,3.473212918719474
15,16,-71.30087280273438,3.009075880050659,-63.60018284117237,5.176879864708438,7.999999999999999,13.32428651376215,-60.937442779541016,4.871820449829102,13.790938431568364,-53.67881393432617,1.3688030242919922,21.056613773939887,1.51210355758667,True,-7.265675342371523
16,17,-74.64299774169922,3.3395848274230957,-81.78557741058297,6.942854963514545,8.000000000000004,15.241344697360306,-94.4964828491211,4.667583465576172,16.556539987104625,-96.3870620727539,6.59636116027832,18.6488028851839,6.7121405601501465,True,-2.0922628980792766
17,18,-77.97047424316406,3.6625680923461914,-75.13773229066639,-3.819114407637331,8.0,9.64752246169033,-84.75733947753906,-2.771122455596924,7.592586116420314,-94.44230651855469,1.125471591949463,13.456582827540327,1.661773920059204,True,-5.863996711120013
