City,Variant,Frames,MLE_m,MedLE_m,P90_m,P95_m,P99_m,LSR@5_pct,LSR@10_pct,LSR@15_pct,LSR@20_pct,Motion_MHE_deg,Motion_MedHE_deg,Motion_HSR@15_pct
citya,full,380,4.133462859634151,3.7339233898619604,7.245112199736363,8.034036654909777,8.957748602818794,66.05263157894737,99.47368421052632,100.0,100.0,35.157182723279625,19.89159948979909,43.42105263157895
citya,no_gru,380,4.541338922863416,4.267507461445929,7.812293696242649,8.441216067178845,9.922636641771692,59.73684210526316,98.94736842105263,100.0,100.0,35.20550105527475,19.89296308554031,43.15789473684211
citya,no_kalman,380,4.143404343684873,3.728040993611309,7.263400300440238,8.046300192241873,9.06057803053,66.05263157894737,99.47368421052632,100.0,100.0,35.17995358002524,19.899687402609366,43.42105263157895
citya,no_ms,380,7.601429520089024,7.453343102479419,13.016848277880717,14.350135094094147,16.126678124403014,27.368421052631582,72.63157894736842,96.05263157894737,100.0,35.865028035176636,20.60450461121885,42.63157894736842
citya,frames1,380,4.1317962101847625,3.764708114760475,7.220859398876978,8.013527873391306,9.234075083758926,65.78947368421053,99.21052631578947,100.0,100.0,35.15771504243126,20.087628982477376,43.42105263157895
citya,frames2,380,4.142291825893075,3.776259140157185,7.230436989703681,8.046739593278947,8.992216496220292,66.05263157894737,99.47368421052632,100.0,100.0,35.19790702038194,20.0170161295364,43.42105263157895
citya,grid4,380,4.8069610267264204,4.396267049798636,8.524530632651725,9.945077106172262,12.026791147332743,56.57894736842105,95.26315789473684,100.0,100.0,35.24570799281353,20.51901598373842,43.15789473684211
citya,grid5,380,4.138678437220351,3.7342221460404867,7.245264933956308,8.034206023568764,8.955335347869061,66.05263157894737,99.47368421052632,100.0,100.0,35.151403232232646,19.89159948979909,43.42105263157895
citya,grid7,380,4.102204128344303,3.7219943184709896,7.103337706607284,7.859179754964404,8.938145231673444,66.57894736842105,99.73684210526315,100.0,100.0,35.155438843652526,19.89159948979909,43.42105263157895
citya,grid8,380,4.102893527524525,3.720951933991465,7.104205770212996,7.859602824690161,8.940536638774919,66.57894736842105,99.73684210526315,100.0,100.0,35.155367318326704,19.89159948979909,43.42105263157895
cityb,full,317,3.647779842393882,3.328330287770937,6.545122620350365,8.004548797856728,9.369853594738503,75.0788643533123,99.05362776025235,100.0,100.0,33.55861647960028,19.16972464608318,44.479495268138805
cityb,no_gru,317,4.171822801571433,3.9277147845553158,6.9891098963069105,8.853552602919759,10.419226193229283,69.4006309148265,98.10725552050474,100.0,100.0,33.18833514423844,18.411702302166752,41.95583596214511
cityb,no_kalman,317,3.670870478288266,3.4037508031404253,6.672798726888379,7.996492041039749,9.40856153664967,75.0788643533123,99.05362776025235,100.0,100.0,33.59211723807479,19.348948680158202,44.79495268138801
cityb,no_ms,317,6.146952385528102,5.982568689194735,10.646750358249417,11.682321477967701,14.233927176859963,37.85488958990536,87.69716088328076,99.6845425867508,100.0,34.31097222931507,19.621811413304332,43.53312302839117
cityb,frames1,317,3.735118198677473,3.4577921681898798,6.632544531203108,8.060364356857006,9.505978914226242,73.50157728706624,99.05362776025235,100.0,100.0,32.91442463677781,18.422785582972462,43.217665615141954
cityb,frames2,317,3.752386791100707,3.465448098874704,6.633984776192055,8.05347263881265,9.554868058244676,73.18611987381703,99.05362776025235,100.0,100.0,32.806899710643535,18.237240608408754,43.217665615141954
cityb,grid4,317,3.8962464733421105,3.5442439165297333,7.193398613073795,8.632180477849795,9.959618597219533,72.87066246056783,98.73817034700315,100.0,100.0,33.6523369624197,19.16345204577752,44.79495268138801
cityb,grid5,317,3.6487570789319865,3.3276847206524205,6.543413860610489,8.002250275959105,9.368006467492576,75.0788643533123,99.05362776025235,100.0,100.0,33.558359175532374,19.16972464608318,44.479495268138805
cityb,grid7,317,3.6440672377848213,3.327265814347418,6.541982652402491,8.001588794114877,9.367133458085766,75.0788643533123,99.05362776025235,100.0,100.0,33.537962066882145,19.16972464608318,44.479495268138805
cityb,grid8,317,3.6445661964857323,3.3280465292802255,6.543716316904639,8.004452262000628,9.368750704300652,75.0788643533123,99.05362776025235,100.0,100.0,33.538169840486944,19.16972464608318,44.479495268138805
cityc,full,374,3.6108680555654784,3.374050216949831,6.295295579122593,6.989945127449658,8.565041892917248,74.8663101604278,99.46524064171123,100.0,100.0,33.700886196142605,18.17872249592372,44.11764705882353
cityc,no_gru,374,4.0837767130680005,3.943151431909383,7.063131583583352,7.69412000998495,10.227152331701921,68.18181818181817,98.66310160427807,100.0,100.0,33.634351205243426,19.40694808245317,44.38502673796791
