frame_id,reference_x,reference_y,search_center_error_m,visual_error_m,final_error_m
0,-37.63298034667969,0.8348962068557739,8.0,7.140970933381601,7.448651337002535
1,-47.69226837158203,1.7922438383102417,8.000000000000004,3.7153801446944743,0.283727593637262
2,-50.9120979309082,2.1374623775482178,8.000000000000002,2.4617051903042624,1.9092110565176859
3,-54.1414794921875,2.4837052822113037,8.0,3.091135755839669,1.5492477761494807
4,-57.659645080566406,2.8609108924865723,7.999999999999999,3.8693512762373703,5.282960084204914
5,-60.85377502441406,3.1642963886260986,8.000000000000002,9.346175163013369,7.769010605469524
6,-64.02477264404297,3.465484857559204,8.0,2.8719207741960613,6.41620025935046
7,-67.50447845458984,3.795994520187378,8.0,12.487348363913066,10.546225196587395
8,-70.70535278320312,4.076558589935303,8.0,5.0248250556246825,12.47735137438099
9,-73.90149688720703,4.35670804977417,8.0,4.50229965097881,10.321743196628047
10,-77.41057586669922,4.6642866134643555,7.999999999999997,11.294050687648516,13.345911147357588
11,-80.71418762207031,4.9646830558776855,8.0,12.770525890331951,5.195584325911309
12,-84.01985931396484,5.2652668952941895,8.0,9.588852440187427,1.7375869929250192
13,-87.32689666748047,5.565974712371826,8.0,9.840561614492806,4.47483928570482
14,-90.52931213378906,5.903904438018799,8.000000000000002,14.889192838453273,6.9955287347642425
15,-93.73101806640625,6.241759300231934,7.999999999999999,5.565022404872497,1.302080469165815
16,-97.24320983886719,6.612377643585205,8.0,8.909681870872213,2.1870720544606628
17,-100.48795318603516,6.946656227111816,8.0,9.784144548143669,2.6443961648057175
18,-103.73233032226562,7.28089714050293,7.999999999999997,3.5899258134581884,1.9486775835686267
19,-107.29228973388672,7.647648811340332,8.000000000000004,6.0282754935434655,3.230439006065388
20,-110.61548614501953,7.9523024559021,8.000000000000002,7.615937821587123,5.2051447213593836
21,-113.93445587158203,8.25656795501709,7.999999999999998,3.3748045653431227,4.081046634156099
