frame_id,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,final_x,final_y,error_final_m,variance_x,variance_y
0,-18.780746459960938,-2.1595981121063232,-21.92019626101811,5.198652695432251,8.0,-30.833385467529297,-0.2451414167881012,12.203739241929384,-29.751039505004883,0.6202475428581238,11.317016893137708,5.608672142028809,0.6683066487312317
1,-25.919267654418945,-1.4582853317260742,-28.574762080064545,-9.004698344235074,8.0,-30.247873306274414,-0.27606937289237976,4.487144020710298,-31.014604568481445,-0.257801353931427,5.234846707282804,6.215407848358154,0.1368451565504074
2,-28.881437301635742,-1.16508948802948,-21.82582960981552,2.605639897530736,7.999999999999999,-30.5150089263916,-0.2395557165145874,1.8775433458171025,-31.23175811767578,-0.3464701771736145,2.4888040329478027,5.972198963165283,0.8936777114868164
3,-31.84273910522461,-0.8719794154167175,-39.59241573533549,1.1135966039573102,7.999999999999999,-32.50730895996094,-0.1488250494003296,0.982143232381524,-32.985538482666016,-0.06745962053537369,1.397584529621155,2.7844691276550293,2.8520708084106445
4,-34.80412292480469,-0.5788613557815552,-30.430989892195633,-7.277794664831852,8.000000000000002,-33.651206970214844,-0.3656131625175476,1.172471743914613,-34.157596588134766,-0.10707058012485504,0.800364192104182,28.84981918334961,3.2199273109436035
5,-38.077056884765625,-0.2521708011627197,-36.7766046505391,7.6414230562950625,7.999999999999999,-45.28670120239258,1.1355808973312378,7.341990599514785,-37.44935607910156,0.775346577167511,1.2040765192469887,43.16184997558594,37.1892204284668
6,-41.34334182739258,0.07385636121034622,-47.634300869893764,-4.868191223098463,7.999999999999998,-48.06129455566406,-0.6754041910171509,6.7596065147621225,-42.50236129760742,1.458138108253479,1.8054257358124384,28.836265563964844,15.485339164733887
7,-44.61831283569336,0.40075016021728516,-36.64125024750839,-0.20461953193756188,7.999999999999997,-48.063289642333984,-0.09109392762184143,3.4799103156596063,-44.6330680847168,0.943941593170166,0.5433918017481932,11.514734268188477,9.177201271057129
8,-47.93851089477539,0.7270652055740356,-53.41162723429519,6.561874331336539,7.999999999999999,-49.54213333129883,0.5885554552078247,1.6095930758635477,-48.54865646362305,1.681333303451538,1.1326540591951175,21.090051651000977,24.0537052154541
9,-51.25859451293945,1.0533686876296997,-51.164245791396766,-6.946074937944723,8.0,-49.54705047607422,-0.05964852124452591,2.041614629987529,-49.917091369628906,0.5597666501998901,1.429431234745812,21.479055404663086,11.07691764831543
