sequence_index,frame_id,image_path,gt_x,gt_y,kf_predict_x,kf_predict_y,visual_measurement_x,visual_measurement_y,final_x,final_y,kf_velocity_x_m_per_frame,kf_velocity_y_m_per_frame,kf_speed_m_per_frame,estimated_heading_deg_enu,heading_valid,selected_patch_x,selected_patch_y,rnn_residual_x_m,rnn_residual_y_m,measurement_variance_x,measurement_variance_y,candidate_probability_max,candidate_probability_margin,candidate_count,error_measurement_m,error_final_m
0,0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-38.689109802246094,4.241659164428711,-37.83204932971087,1.554838513723522,0.0,0.0,0.0,nan,0,-37.266056060791016,4.535549163818359,-1.4230519533157349,-0.2938900589942932,17.221376419067383,14.927977561950684,0.06200821325182915,0.004400342702865601,36,3.566713333129883,0.7469574186144241
1,1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-37.83204932971087,1.554838513723522,-38.92672348022461,4.207337856292725,-38.4131107102561,3.053589565687087,-0.4780911967181947,1.2389770262966429,1.32801930109103,111.10039248532725,1,-37.266056060791016,4.535549163818359,-1.6606667041778564,-0.3282112181186676,17.188779830932617,14.89936637878418,0.06053387373685837,0.004024073481559753,36,9.092164993286133,9.364494644545191
2,2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-38.891201906974295,4.29256659198373,-34.19081497192383,4.141623497009277,-35.72811117173791,4.188568362319011,1.1463374648871747,1.1851148145469905,1.6488137272180574,45.95287116007837,1,-32.53472900390625,4.505537986755371,-1.6560850143432617,-0.36391472816467285,16.816072463989258,14.586560249328613,0.06260046362876892,0.004192464053630829,36,16.840961456298828,15.321895759449006
3,3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-34.58177370685073,5.373683176866002,-29.442684173583984,4.2592453956604,-31.277998618036946,4.647831756106265,2.4421818202358825,0.8955174573065536,2.601192718625716,20.137353782337797,1,-27.803403854370117,4.475525379180908,-1.6392807960510254,-0.21627983450889587,15.838173866271973,13.766318321228027,0.06511740386486053,0.008785933256149292,36,24.76253318786621,22.965674409380213
4,4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-28.835816797801066,5.543349213412818,-28.56026840209961,7.807316303253174,-28.685804114474774,6.798173283568548,2.494925392040365,1.3491645641503138,2.836352892890212,28.402904169749924,1,-27.772829055786133,9.233684539794922,-0.7874387502670288,-1.426368236541748,18.553152084350586,16.051448822021484,0.07554742693901062,0.008261814713478088,36,29.516786575317383,29.240135011052843
5,5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-26.19087872243441,8.147337847718862,-27.126821517944336,9.013132095336914,-26.670320074596788,8.601061926889441,2.3322957664367028,1.5084158388684181,2.7775748207901945,32.892830376380736,1,-27.772829055786133,9.233684539794922,0.6460078954696655,-0.22055253386497498,19.959571838378906,17.23018455505371,0.07246571779251099,0.008260734379291534,36,34.23033905029297,34.61310462562171
6,6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-24.338024308160087,10.109477765757859,-25.988798141479492,10.72412109375,-25.189656183802338,10.434471763740273,2.0458237858070643,1.6217276110304701,2.6106312276827888,38.40391569006575,1,-27.772829055786133,9.233684539794922,1.7840313911437988,1.4904365539550781,19.644237518310547,16.965587615966797,0.06861783564090729,0.020247992128133774,36,38.72238540649414,39.45545651717866
7,7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-23.143832397995276,12.056199374770744,-25.835742950439453,14.818122863769531,-24.534401843803593,13.51977124232922,1.5760907160735167,2.1339629860383154,2.6528965247583054,53.55136898570749,1,-27.74225425720215,13.991843223571777,1.906510353088379,0.8262791633605957,19.42247772216797,16.78424644470215,0.05942012369632721,0.005200531333684921,36,43.10186767578125,44.05654681972825
8,8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-22.958311127730077,15.653734228367536,-25.762619018554688,15.21970272064209,-24.411535169320626,15.422937574793412,1.0819948412084133,2.0527387422955967,2.32044159170683,62.206367354728954,1,-27.74225425720215,13.991843223571777,1.9796353578567505,1.2278597354888916,19.189193725585938,16.586544036865234,0.05943431705236435,0.0057162754237651825,36,46.30355453491211,47.66401016842212
9,9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-23.329540328112213,17.475676317089007,-25.742685317993164,20.17902183532715,-24.576413486029956,18.909240569498436,0.6558364609557963,2.5595182491780726,2.642206489166698,75.62806345896743,1,-27.711679458618164,18.750001907348633,1.9689934253692627,1.4290201663970947,19.219669342041016,16.610870361328125,0.06186705082654953,0.006223239004611969,36,50.69139099121094,51.4270362287261
10,10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-23.92057702507416,21.46875881867651,-21.199344635009766,20.73379898071289,-22.504655285888912,21.076408956844215,1.140813782817054,2.4205769088514186,2.675938836881375,64.76557782762978,1,-22.980348587036133,18.719987869262695,1.781003475189209,2.013810396194458,18.963863372802734,16.389780044555664,0.06098541244864464,0.008749641478061676,36,58.46308135986328,57.30635108467749
11,11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-21.363841503071857,23.496985865695635,-21.30081558227539,20.72959327697754,-21.330880033970512,22.012791658066547,1.1521252788237688,1.8940155627399209,2.216909472668148,58.68794762691345,1,-22.980348587036133,18.719987869262695,1.6795334815979004,2.009606122970581,18.673425674438477,16.143840789794922,0.0610780231654644,0.0086476169526577,36,61.46935272216797,61.781997596507814
12,12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-20.178754755146745,23.906807220806467,-20.962669372558594,25.210542678833008,-20.5862234928364,24.601742312063575,1.0119165972165718,2.1412350058538,2.3683037284132475,64.70526143574477,1,-22.949771881103516,23.478147506713867,1.9871031045913696,1.7323954105377197,18.757875442504883,16.222227096557617,0.052554693073034286,0.010737501084804535,36,66.13639831542969,66.31534841219548
13,13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-19.574306895619827,26.742977317917376,-21.066389083862305,29.982494354248047,-20.34635435455144,28.462737328122717,0.7459978405709782,2.7535688689874904,2.852832679004082,74.84128709868705,1,-22.9191951751709,28.23630714416504,1.8528066873550415,1.7461869716644287,18.92823028564453,16.362483978271484,0.0501377247273922,0.010506730526685715,36,70.61601257324219,70.78597874449518
14,14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-19.60035651398046,31.216306197110207,-21.409353256225586,35.107086181640625,-20.535076525842097,33.27965210617699,0.4243553145618222,3.4874934674178903,3.5132162071639317,83.06240183795444,1,-22.88861846923828,32.99446487426758,1.4792650938034058,2.1126232147216797,19.06254768371582,16.46668243408203,0.043559275567531586,0.000928003340959549,36,75.03594970703125,75.15733216880079
15,15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-20.110721211280275,36.76714557359488,-17.072540283203125,35.0063591003418,-18.565485227281386,35.84735139082667,0.9551606406673979,3.1608666417635836,3.3020311592251743,73.18606765760819,1,-18.15728187561035,32.96445083618164,1.0847408771514893,2.0419068336486816,19.778406143188477,17.068456649780273,0.04039011523127556,0.0007016882300376892,36,81.87749481201172,80.78581812437282
16,16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-17.610324586613988,39.00821803259025,-16.849618911743164,34.99452590942383,-17.217713358470014,36.88212788103147,1.0893247996703324,2.4097586866429297,2.64453501527733,65.67478344301186,1,-18.15728187561035,32.96445083618164,1.3076629638671875,2.030076742172241,19.533546447753906,16.861480712890625,0.040073394775390625,0.001561727374792099,36,85.25653076171875,85.55897303247299
17,17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-16.12838855879968,39.2918865676744,-16.698007583618164,35.02994155883789,-16.427912999935273,36.994692036185036,0.9871804721983858,1.5996872514462535,1.8797671630096895,58.32091519874173,1,-18.15728187561035,32.96445083618164,1.4592742919921875,2.0654919147491455,18.78350830078125,16.233388900756836,0.040493544191122055,0.0018766000866889954,36,88.37095642089844,89.2691145473734
18,18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-15.440732527736888,38.59437928763129,-9.39513111114502,39.62080383300781,-12.287085413748558,39.143470798627185,2.0672139383761703,1.7941760995893388,2.7372324240652874,40.95536293894807,1,-8.664030075073242,37.662574768066406,-0.7311009764671326,1.9582277536392212,18.751352310180664,16.200817108154297,0.04159214720129967,0.0001356266438961029,36,99.72650909423828,96.8372677046294
19,19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-10.219871475372388,40.93764689821652,-8.966450691223145,39.769779205322266,-9.579830505211719,40.32532034670526,2.2872354252920832,1.5764842955725287,2.7779036385191387,34.5766772174688,1,-8.664030075073242,37.662574768066406,-0.30242082476615906,2.1072051525115967,19.46865463256836,16.80339813232422,0.045404527336359024,2.7801841497421265e-05,36,103.4398422241211,103.03181501598753
20,20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-7.292595079919636,41.90180464227779,-8.837152481079102,39.673118591308594,-8.072465449036608,40.74541096227043,2.019826135493971,1.1664984164853234,2.332469972644294,30.00747236008739,1,-8.664030075073242,37.662574768066406,-0.17312192916870117,2.010545253753662,20.232318878173828,17.443801879882812,0.04614750295877457,0.0006641969084739685,36,106.60694122314453,107.65899432452092
