frame_id,image_path,reference_x,reference_y,raw_visual_x,raw_visual_y,forward_ms_x,forward_ms_y,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-26.108793258666992,-1.327972650527954,-25.940465927124023,-1.1768090724945068,11.025545120239258,42.36928939819336,-19.75316619873047,-0.8306576609611511,1.6467188196648925,-19.963390350341797,0.27338671684265137,-19.75316619873047,-0.8306576609611511
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-32.75385284423828,-1.6537009477615356,-32.7042121887207,-1.453289270401001,0.8704622983932495,45.383934020996094,-25.08013153076172,-0.16727913916110992,1.539755312790822,-26.331745147705078,-0.1590878963470459,-25.08013153076172,-0.16727913916110992
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-32.741546630859375,-1.2173349857330322,-32.694419860839844,-1.063921332359314,0.8357377052307129,45.358985900878906,-26.053125381469727,-0.2900632917881012,2.9605775047888594,-25.176284790039062,-0.8363563418388367,-26.053125381469727,-0.2900632917881012
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-37.759361267089844,-4.056197166442871,-37.6081657409668,-3.554225206375122,2.919846534729004,59.843746185302734,-29.438051223754883,-1.6342658996582031,2.5226185782524886,-30.0347900390625,-3.4846317768096924,-29.438051223754883,-1.6342658996582031
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-38.089752197265625,-3.3902556896209717,-37.825706481933594,-2.8977434635162354,5.09891939163208,55.794654846191406,-31.126480102539062,-2.164902925491333,4.005069860690239,-30.545867919921875,-2.530418634414673,-31.126480102539062,-2.164902925491333
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-47.043678283691406,-0.372569739818573,-47.302757263183594,0.40231069922447205,16.00197982788086,50.04148864746094,-36.350521087646484,-1.1991167068481445,1.9691704870397118,-39.72837829589844,0.08535313606262207,-36.350521087646484,-1.1991167068481445
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-51.81388473510742,1.0276379585266113,-51.7908935546875,1.8516839742660522,13.13239860534668,45.369319915771484,-42.13053894042969,-0.2484002709388733,0.8506048622821979,-44.0078239440918,0.7233061790466309,-42.13053894042969,-0.2484002709388733
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-55.695167541503906,0.7258738279342651,-55.67182540893555,1.3402328491210938,16.39130210876465,37.87477111816406,-47.101806640625,0.3213469386100769,2.4847628359132066,-47.88417434692383,0.6244748830795288,-47.101806640625,0.3213469386100769
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-55.38252639770508,0.8341972231864929,-55.31098556518555,1.6038086414337158,16.02522087097168,40.60967254638672,-49.677574157714844,1.1222560405731201,1.7834003556613112,-47.98004913330078,1.6839869022369385,-49.677574157714844,1.1222560405731201
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-59.47618103027344,-0.388387531042099,-59.605567932128906,0.5304596424102783,9.293020248413086,44.10500717163086,-52.92621994018555,1.011839747428894,1.6681424454979612,-52.62039566040039,0.23546674847602844,-52.92621994018555,1.011839747428894
10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-63.74314498901367,0.8833877444267273,-62.94453811645508,0.8987354636192322,15.806902885437012,29.614025115966797,-55.96787643432617,1.0692551136016846,1.4167667031723308,-55.277252197265625,0.8442997932434082,-55.96787643432617,1.0692551136016846
11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-64.11859130859375,0.9836527705192566,-63.36473083496094,1.051207423210144,17.08653450012207,29.959897994995117,-57.029052734375,1.1539881229400635,1.055181771663678,-54.57244873046875,0.9868797063827515,-57.029052734375,1.1539881229400635
12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-74.12043762207031,3.622044324874878,-74.43295288085938,4.003960609436035,6.300295829772949,29.62261199951172,-63.79078674316406,2.6828842163085938,2.5935457645240083,-65.83125305175781,4.12918758392334,-63.79078674316406,2.6828842163085938
13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-76.42292022705078,6.729408264160156,-76.40806579589844,7.061245918273926,7.730501651763916,44.29924011230469,-67.88809204101562,4.983290672302246,4.1941604410529525,-67.9614486694336,7.851357936859131,-67.88809204101562,4.983290672302246
14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,-76.0941390991211,6.488677978515625,-76.12313842773438,6.668310642242432,8.2083158493042,44.669410705566406,-68.15763854980469,6.477771282196045,3.803819343341848,-65.5636978149414,7.10422420501709,-68.15763854980469,6.477771282196045
15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,-78.48214721679688,5.55084228515625,-78.36077880859375,5.226836204528809,14.137730598449707,41.54707717895508,-70.93186950683594,6.34581184387207,3.357077646501956,-71.0445327758789,4.7015700340271,-70.93186950683594,6.34581184387207
16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,-84.06950378417969,5.117129325866699,-84.1180419921875,4.968384742736816,13.682699203491211,38.34553527832031,-75.04177856445312,5.397960186004639,2.0966485784250963,-76.26519012451172,3.3384592533111572,-75.04177856445312,5.397960186004639
17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,-89.4454116821289,4.960869789123535,-89.43699645996094,4.864617347717285,16.170438766479492,34.56147766113281,-80.04908752441406,4.309464931488037,2.1769494007625907,-81.84060668945312,2.7357282638549805,-80.04908752441406,4.309464931488037
18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,-89.33753967285156,3.9918036460876465,-89.32156372070312,3.8140106201171875,16.788558959960938,37.00270080566406,-82.80863189697266,3.6731338500976562,1.5473267015152397,-81.81317901611328,2.913602590560913,-82.80863189697266,3.6731338500976562
19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,-93.19747161865234,4.035833358764648,-93.12625885009766,3.931004762649536,10.462607383728027,39.58501434326172,-86.47248840332031,3.160041570663452,2.1788720647941853,-86.58706665039062,2.730121612548828,-86.47248840332031,3.160041570663452
20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,-87.91920471191406,4.623467922210693,-96.21393585205078,4.265944480895996,-95.85943603515625,4.46930456161499,10.553572654724121,40.22862243652344,-89.50007629394531,3.3396546840667725,2.0364997886834084,-89.14344024658203,3.9268860816955566,-89.50007629394531,3.3396546840667725
21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,-91.22086334228516,4.939162731170654,-96.15773010253906,4.823412895202637,-95.79418182373047,5.1617431640625,10.754040718078613,39.41241455078125,-90.8166732788086,3.7269694805145264,1.2778036172861063,-89.27059936523438,4.396815299987793,-90.8166732788086,3.7269694805145264
22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,-94.5164794921875,5.254280090332031,-103.94021606445312,3.811074733734131,-104.08238220214844,4.030068397521973,17.686342239379883,42.19477844238281,-95.28704071044922,3.5464911460876465,1.8735815085478225,-97.5461654663086,3.317045211791992,-95.28704071044922,3.5464911460876465
23,/yh/study/new_data/model_dataset_flight/vi/vi_000023.jpg,-97.71556854248047,5.570963382720947,-108.3959732055664,2.1823511123657227,-108.28263854980469,2.159290313720703,11.099023818969727,46.68756103515625,-100.57813262939453,2.9446051120758057,3.884846318385874,-101.84385681152344,2.158581256866455,-100.57813262939453,2.9446051120758057
24,/yh/study/new_data/model_dataset_flight/vi/vi_000024.jpg,-101.2225570678711,5.918126583099365,-111.88723754882812,1.6111693382263184,-111.50263977050781,1.419898509979248,15.673440933227539,44.95437240600586,-104.98301696777344,2.1344563961029053,5.334530789370268,-105.441650390625,1.3304927349090576,-104.98301696777344,2.1344563961029053
25,/yh/study/new_data/model_dataset_flight/vi/vi_000025.jpg,-104.41236877441406,6.233891487121582,-113.50756072998047,2.0872459411621094,-113.55692291259766,1.9063496589660645,16.328777313232422,46.492820739746094,-108.17510986328125,2.3200416564941406,5.429221030548662,-107.29348754882812,3.05535888671875,-108.17510986328125,2.3200416564941406
26,/yh/study/new_data/model_dataset_flight/vi/vi_000026.jpg,-107.75296020507812,6.5345540046691895,-117.12957763671875,1.5909671783447266,-117.13336181640625,1.5241931676864624,9.345378875732422,54.801692962646484,-110.78522491455078,2.300917863845825,5.207523810910425,-110.16267395019531,2.612603187561035,-110.78522491455078,2.300917863845825
27,/yh/study/new_data/model_dataset_flight/vi/vi_000027.jpg,-111.09230041503906,6.835103988647461,-120.02228546142578,3.1874706745147705,-119.75531768798828,3.2731776237487793,9.12692642211914,50.44709777832031,-112.54022216796875,3.199113130569458,3.9136820160347456,-111.45475769042969,4.64056396484375,-112.54022216796875,3.199113130569458
28,/yh/study/new_data/model_dataset_flight/vi/vi_000028.jpg,-114.4308090209961,7.135579586029053,-120.28717041015625,3.481454372406006,-119.98538208007812,3.642544746398926,10.351738929748535,50.29075622558594,-113.21461486816406,3.584627866744995,3.7534499237460497,-111.50728607177734,3.9651448726654053,-113.21461486816406,3.584627866744995
29,/yh/study/new_data/model_dataset_flight/vi/vi_000029.jpg,-117.76180267333984,7.465998649597168,-127.0889663696289,7.228147029876709,-126.91626739501953,6.936903476715088,14.171087265014648,64.31244659423828,-117.28986358642578,5.265659809112549,2.250381637567832,-119.35269927978516,7.875944137573242,-117.28986358642578,5.265659809112549
30,/yh/study/new_data/model_dataset_flight/vi/vi_000030.jpg,-121.08988952636719,7.79612922668457,-131.62420654296875,6.717474937438965,-131.68431091308594,6.306661605834961,15.338214874267578,64.75924682617188,-122.25836944580078,6.492429256439209,1.7507081237423026,-124.35297393798828,7.5710225105285645,-122.25836944580078,6.492429256439209
31,/yh/study/new_data/model_dataset_flight/vi/vi_000031.jpg,-124.41860961914062,8.126322746276855,-131.64407348632812,6.722537994384766,-131.7042236328125,6.3077712059021,15.29156494140625,64.77937316894531,-124.42056274414062,7.541775703430176,0.584550305789043,-123.2032470703125,8.046311378479004,-124.42056274414062,7.541775703430176
32,/yh/study/new_data/model_dataset_flight/vi/vi_000032.jpg,-127.7506332397461,8.479126930236816,-136.8741455078125,7.0057573318481445,-137.03073120117188,6.659395694732666,15.14602279663086,61.658084869384766,-128.8452606201172,8.292597770690918,1.110406335185,-130.0094757080078,8.222739219665527,-128.8452606201172,8.292597770690918
33,/yh/study/new_data/model_dataset_flight/vi/vi_000033.jpg,-131.07872009277344,8.831513404846191,-141.17257690429688,7.151191711425781,-141.0421905517578,6.805979251861572,14.053226470947266,61.21240234375,-133.14083862304688,8.83739185333252,2.062126909056203,-133.76705932617188,8.488770484924316,-133.14083862304688,8.83739185333252
34,/yh/study/new_data/model_dataset_flight/vi/vi_000034.jpg,-134.4064178466797,9.183857917785645,-145.91720581054688,7.379106044769287,-145.84243774414062,7.107213497161865,15.72116470336914,62.801795959472656,-137.92169189453125,9.795136451721191,3.5680264961949346,-138.86392211914062,10.133478164672852,-137.92169189453125,9.795136451721191
35,/yh/study/new_data/model_dataset_flight/vi/vi_000035.jpg,-137.9134521484375,9.491893768310547,-145.9151153564453,7.368552207946777,-145.8430938720703,7.1054887771606445,15.751663208007812,63.076751708984375,-140.7110137939453,10.36794662475586,2.931521749484791,-139.53123474121094,10.05405330657959,-140.7110137939453,10.36794662475586
36,/yh/study/new_data/model_dataset_flight/vi/vi_000036.jpg,-141.10328674316406,9.772066116333008,-151.13726806640625,7.775721073150635,-151.24246215820312,7.797001361846924,14.692154884338379,64.68726348876953,-143.9995880126953,10.674694061279297,3.033693829457134,-143.6819305419922,10.028369903564453,-143.9995880126953,10.674694061279297
37,/yh/study/new_data/model_dataset_flight/vi/vi_000037.jpg,-144.29208374023438,10.052149772644043,-155.63137817382812,7.800261974334717,-155.68234252929688,7.795666694641113,14.643622398376465,62.19561004638672,-148.09800720214844,10.825949668884277,3.8837893451330903,-148.56298828125,10.13550853729248,-148.09800720214844,10.825949668884277
38,/yh/study/new_data/model_dataset_flight/vi/vi_000038.jpg,-147.48928833007812,10.328798294067383,-155.66903686523438,7.776933193206787,-155.73135375976562,7.757409572601318,14.727784156799316,62.21945571899414,-149.96697998046875,11.059257507324219,2.5831234149082416,-148.3717498779297,10.648331642150879,-149.96697998046875,11.059257507324219
39,/yh/study/new_data/model_dataset_flight/vi/vi_000039.jpg,-150.68637084960938,10.605437278747559,-160.0374298095703,7.6697916984558105,-159.98223876953125,7.434109687805176,14.482528686523438,63.21363830566406,-152.86448669433594,11.002677917480469,2.214043531213837,-152.6787872314453,10.254660606384277,-152.86448669433594,11.002677917480469
40,/yh/study/new_data/model_dataset_flight/vi/vi_000040.jpg,-154.1981964111328,10.909310340881348,-164.96826171875,7.299453258514404,-164.95965576171875,6.715186595916748,15.52834701538086,62.3783073425293,-156.75567626953125,10.579930305480957,2.5786031943348813,-157.52548217773438,9.488360404968262,-156.75567626953125,10.579930305480957
41,/yh/study/new_data/model_dataset_flight/vi/vi_000041.jpg,-157.47799682617188,11.261993408203125,-164.9287567138672,7.186725616455078,-164.90817260742188,6.52573299407959,15.596940994262695,61.99795913696289,-158.52728271484375,8.924935340881348,2.561804302869313,-157.1480712890625,6.311427116394043,-158.52728271484375,8.924935340881348
42,/yh/study/new_data/model_dataset_flight/vi/vi_000042.jpg,-160.7559356689453,11.614477157592773,-169.99472045898438,7.125835418701172,-170.0402069091797,6.305074691772461,14.77205753326416,63.832275390625,-162.41702270507812,7.096032619476318,4.8140992081222125,-163.3113250732422,4.783021926879883,-162.41702270507812,7.096032619476318
