frame_id,image_path,reference_x,reference_y,prior_x,prior_y,ms1_x,ms1_y,ms1_support,kalman_x_prime_x,kalman_x_prime_y,pred_speed_m_per_frame,pred_acceleration_m_per_frame2,pred_heading_deg,delta_x,delta_y,ms2_x,ms2_y,ms2_support,final_x,final_y,next_prior_x,next_prior_y,error_final_m,tracking_core_latency_ms
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,-25.940465927124023,-1.1768091917037964,0.7101821899414062,-24.866507889217456,-1.324227531145576,0.23392991721630096,-0.10793163627386093,176.46255441515834,-0.17962120473384857,0.011103939265012741,-17.955995559692383,-1.360099196434021,0.6255384087562561,-17.955995559692383,-1.360099196434021,-18.13561676442623,-1.3489952571690083,1.1486568520036688,1450.364264077507
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-18.13561676442623,-1.3489952571690083,-25.80788803100586,-1.1052532196044922,0.7164058089256287,-24.112705345264043,-1.1591078432889597,0.3435885012149811,-0.18241937458515167,-179.62900279361958,-0.25237351655960083,-0.0016341723967343569,-17.50860023498535,-1.4900606870651245,0.6398276090621948,-17.50860023498535,-1.4900606870651245,-17.760973751544952,-1.4916948594618589,8.410727442589533,24.083297001197934
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-17.760973751544952,-1.4916948594618589,-26.116666793823242,-0.8334136605262756,0.7107177972793579,-23.83521066653823,-1.0131521534542798,0.423868864774704,-0.22591491043567657,-174.90569475612398,-0.30968329310417175,-0.027607470750808716,-18.01447105407715,-1.2243320941925049,0.6239416599273682,-18.01447105407715,-1.2243320941925049,-18.32415434718132,-1.2519395649433136,10.867127730544198,19.996889983303845
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-18.32415434718132,-1.2519395649433136,-26.108341217041016,-1.3352903127670288,0.6861294507980347,-23.5316883363893,-1.3077002833811693,0.4774448871612549,-0.2512093186378479,-169.6710650969829,-0.34613853693008423,-0.06308461725711823,-20.643129348754883,-1.1995387077331543,0.5927450656890869,-20.643129348754883,-1.1995387077331543,-20.989267885684967,-1.2626233249902725,11.204398858805176,18.81892909295857
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-20.989267885684967,-1.2626233249902725,-29.228618621826172,-0.7732164859771729,0.7198982834815979,-26.162081952948952,-0.9553648209485075,0.5149621963500977,-0.2676708400249481,-164.12206915110278,-0.36658555269241333,-0.10427199304103851,-23.64776611328125,-0.9287667274475098,0.6404045820236206,-23.64776611328125,-0.9287667274475098,-24.014351665973663,-1.0330387204885483,11.161842637985275,19.035157980397344
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-24.014351665973663,-1.0330387204885483,-29.84697151184082,-2.618191719055176,0.702481210231781,-27.541688400344643,-1.9916762708861233,0.5410746932029724,-0.2792394757270813,-158.3078569597511,-0.37302520871162415,-0.14838550984859467,-25.034862518310547,-0.6237002015113831,0.5980225801467896,-25.034862518310547,-0.6237002015113831,-25.40788772702217,-0.7720857113599777,13.047485121191594,18.52387806866318
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-25.40788772702217,-0.7720857113599777,-30.529033660888672,-2.074779987335205,0.6733476519584656,-28.45117951953607,-1.5462247125575157,0.5620907545089722,-0.2874317169189453,-152.3409490593146,-0.37056535482406616,-0.19421344995498657,-25.270509719848633,1.1540836095809937,0.5850709676742554,-25.270509719848633,1.1540836095809937,-25.6410750746727,0.9598701596260071,16.10909131097772,18.92143301665783
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-25.6410750746727,0.9598701596260071,-32.465057373046875,-5.042433261871338,0.7627120614051819,-29.670252693418984,-2.5841523113266676,0.5757707357406616,-0.2927648723125458,-146.26565971712833,-0.35708847641944885,-0.23845776915550232,-25.266117095947266,1.1487171649932861,0.5723719596862793,-25.266117095947266,1.1487171649932861,-25.623205572366714,0.9102593958377838,19.36664489759856,19.51560494489968
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-25.623205572366714,0.9102593958377838,-31.020641326904297,-6.6424126625061035,0.7135085463523865,-28.804442143708748,-3.5412686363685273,0.5895015001296997,-0.29787003993988037,-140.0496957987965,-0.3377389907836914,-0.28289785981178284,-23.256677627563477,-2.782132625579834,0.5616283416748047,-23.256677627563477,-2.782132625579834,-23.594416618347168,-3.065030485391617,24.930049395230323,19.3924349732697
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-23.594416618347168,-3.065030485391617,-29.017623901367188,-9.153502464294434,0.6100265979766846,-26.7898354346367,-6.652431244487001,0.6014111042022705,-0.30283284187316895,-133.7575069693273,-0.3112197816371918,-0.3250191807746887,-24.273021697998047,-1.4061652421951294,0.5852959752082825,-24.273021697998047,-1.4061652421951294,-24.58424147963524,-1.7311844229698181,27.097425104656423,19.278386025689542
