sequence_index,frame_id,timestamp_ns,dt_seconds,image_path,active_waypoint_from,active_waypoint_to,waypoint_switched_after_frame,gt_x,gt_y,raw_gps_x,raw_gps_y,prediction_x,prediction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,visual_measurement_x,visual_measurement_y,gated_measurement_x,gated_measurement_y,visual_innovation_m,measurement_var_x,measurement_var_y,hardms_support,recovery_proposal_index,recovery_proposal_score,recovery_center_x,recovery_center_y,final_x,final_y,vx,vy,waypoint_confirmation_count,error_m
0,0,1782878154636936850,0.3333333333333333,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,0,1,0,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-32.53472900390625,4.505537986755371,-36.00989669051537,2.0034848620686656,6.282179385407236,400.0,400.0,0.5759589672088623,4,1.5626391172409058,-37.63298034667969,0.8348962068557739,-37.57055405221183,0.879841924363962,-9.347233045101166,0.9946034386754037,0,0.07692307692307408
1,1,1782878154971122764,0.334185914,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,0,1,0,-47.69226837158203,1.7922438383102417,-47.69226837158203,1.7922438383102417,-40.69426767075997,1.2122243835852446,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-39.25825721798184,2.6042998052172646,4.774633225456947,400.0,400.0,0.5672097206115723,4,1.5293283462524414,-40.69426727294922,1.2122243642807007,-40.631776141014974,1.272803972299166,-9.347233045101166,0.9946034386754037,0,7.07957402053961
2,2,1782878155304500348,0.333377584,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,0,1,0,-50.9120979309082,2.1374623775482178,-47.69226837158203,1.7922438383102417,-43.747934110675764,1.6043824637228643,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-41.92560093786398,2.4284587995496763,7.113823253168891,400.0,400.0,0.5700597167015076,4,1.4672788381576538,-43.74793243408203,1.6043825149536133,-43.63860075001163,1.6538240458572169,-9.347233045101166,0.9946034386754037,0,7.28955878475448
3,3,1782878155638866921,0.334366573,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,0,1,0,-54.1414794921875,2.4837052822113037,-47.69226837158203,1.7922438383102417,-46.764003030334464,1.9863861891411272,-37.266056060791016,4.535549163818359,-42.0279541015625,-0.19259993731975555,-42.0279541015625,-0.19259993731975555,-44.947080917723156,1.1504471741980113,5.213265770611649,400.0,400.0,0.5308240056037903,4,1.3318687677383423,-46.76400375366211,1.9863861799240112,-46.610146772122114,1.9155991983063791,-9.347233045101166,0.9946034386754037,0,7.552729113565326
4,4,1782878156003134284,0.364267363,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,0,1,0,-57.659645080566406,2.8609108924865723,-57.659645080566406,2.8609108924865723,-50.01503870480757,2.2779007701434004,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-48.04567887903158,2.6266440519705085,12.947336974331769,400.0,400.0,0.5692051649093628,1,1.2616043090820312,-40.07117462158203,1.2198119163513184,-49.78592605874344,2.3184730896609946,-9.347233045101166,0.9946034386754037,0,7.8923817700711245
5,5,1782878156338947333,0.335813049,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,0,1,0,-60.85377502441406,3.1642963886260986,-57.659645080566406,2.8609108924865723,-52.924848887332416,2.6524739029484663,-32.50415802001953,9.263697624206543,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-50.93915558058727,2.8912668918478928,15.771612638618938,400.0,400.0,0.5693874359130859,1,1.212867259979248,-42.980987548828125,1.5943851470947266,-52.64076968578987,2.686636339509075,-9.347233045101166,0.9946034386754037,0,8.226883724399658
6,6,1782878156672328757,0.333381424,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,0,1,0,-64.02477264404297,3.465484857559204,-57.659645080566406,2.8609108924865723,-55.75696354882555,3.018218650209978,-37.266056060791016,4.535549163818359,-42.0279541015625,-0.19259993731975555,-42.0279541015625,-0.19259993731975555,-53.80951313063048,2.56276627215951,14.099470075327815,400.0,400.0,0.5390243530273438,1,1.1416490077972412,-45.81309509277344,1.960129976272583,-55.437030251211326,2.943395496893973,-9.347233045101166,0.9946034386754037,0,8.603597893100165
7,7,1782878157038165403,0.365836646,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,0,1,0,-67.50447845458984,3.795994520187378,-67.50447845458984,3.795994520187378,-58.8565906378115,3.3072578829990493,-37.266056060791016,4.535549163818359,-41.99738311767578,4.565558910369873,-41.99738311767578,4.565558910369873,-56.86213798024099,3.4561155220705233,16.906099481621517,400.0,400.0,0.5316131711006165,1,1.0318561792373657,-48.91272735595703,2.249169111251831,-58.491840135988696,3.3344813411971583,-9.347233045101166,0.9946034386754037,0,9.024447012216283
8,8,1782878157372155356,0.333989953,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,0,1,0,-70.70535278320312,4.076558589935303,-67.50447845458984,3.795994520187378,-61.61372206140208,3.6666688969339947,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-46.75927734375,-0.16259177029132843,-59.67703674450331,3.1674194769957005,15.340070571133,400.0,400.0,0.4405563175678253,1,0.7629512548446655,-51.66986083984375,2.6085801124572754,-61.244687958281496,3.571537250965085,-9.347233045101166,0.9946034386754037,0,9.47413455057108
9,9,1782878157705651227,0.333495871,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,0,1,0,-73.90149688720703,4.35670804977417,-67.50447845458984,3.795994520187378,-64.3619515840975,3.9032333910457337,-79.81743621826172,9.563739776611328,-75.11666870117188,4.775583744049072,-75.11666870117188,4.775583744049072,-66.35540450935967,4.064928891180009,10.790038712010151,400.0,400.0,0.45347121357917786,4,0.7590366005897522,-64.36195373535156,3.903233289718628,-64.74718813685374,3.9344811904186394,-9.347233045101166,0.9946034386754037,0,9.164040823651765
10,10,1782878158071799917,0.36614869,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,0,1,0,-77.41057586669922,4.6642866134643555,-77.41057586669922,4.6642866134643555,-68.16966527144224,4.298653936559134,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,-79.84799194335938,4.805581092834473,-70.16778371748264,4.385387295730212,11.689323718581008,400.0,400.0,0.47217220067977905,4,0.7368133664131165,-68.16966247558594,4.298654079437256,-68.56030047522134,4.315610440564881,-9.347233045101166,0.9946034386754037,0,8.857141162844067
11,11,1782878158405277938,0.333478021,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,0,1,0,-80.71418762207031,4.9646830558776855,-77.41057586669922,4.6642866134643555,-71.67739725292748,4.647288826974149,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,-79.84799194335938,4.805581092834473,-73.67702202960452,4.68602837394266,8.172127876920742,400.0,400.0,0.47204354405403137,4,0.9055323600769043,-71.67739868164062,4.647288799285889,-72.06029410762112,4.654706844023902,-9.347233045101166,0.9946034386754037,0,8.659443296848883
12,12,1782878158738964134,0.333686196,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,0,1,0,-84.01985931396484,5.2652668952941895,-77.41057586669922,4.6642866134643555,-75.17933674556642,4.986592282004017,-89.2495346069336,14.381888389587402,-79.84799194335938,4.805581092834473,-79.84799194335938,4.805581092834473,-77.1778352019782,4.909107317528679,4.672162925935244,400.0,400.0,0.4701545536518097,4,1.0500465631484985,-75.17933654785156,4.9865922927856445,-75.55157228088136,4.972160118127282,-9.347233045101166,0.9946034386754037,0,8.47335806262848
13,13,1782878159072787601,0.333823467,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,0,1,0,-87.32689666748047,5.565974712371826,-87.32689666748047,5.565974712371826,-78.671898022854,5.304182086316027,-84.5793228149414,4.835577011108398,-79.84799194335938,4.805581092834473,-79.84799194335938,4.805581092834473,-79.84799194335938,4.805581092834473,1.2774192187964406,400.0,400.0,0.4645572900772095,1,1.0995655059814453,-68.72803497314453,4.246093273162842,-78.88407570713916,5.214230083049364,-9.347233045101166,0.9946034386754037,0,8.450144972285134
14,14,1782878159406726463,0.333938862,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,0,1,0,-90.52931213378906,5.903904438018799,-87.32689666748047,5.565974712371826,-82.00548007306904,5.5463668235019155,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,-83.9333184951867,5.013976911682675,2.6701851279062065,400.0,400.0,0.4780346155166626,4,1.142799735069275,-82.00547790527344,5.5463666915893555,-82.34156187351313,5.453554812884379,-9.347233045101166,0.9946034386754037,0,8.200126164243288
15,15,1782878159740591527,0.333865064,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,0,1,0,-93.73101806640625,6.241759300231934,-87.32689666748047,5.565974712371826,-85.46227643233874,5.785618153592362,-89.2495346069336,14.381888389587402,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,-84.5793228149414,4.835577011108398,1.2969908491918023,400.0,400.0,0.47859376668930054,1,1.1515069007873535,-75.5184097290039,4.727529525756836,-85.31370599412466,5.625759214142858,-9.347233045101166,0.9946034386754037,0,8.43982219174309
16,16,1782878160106832950,0.366241423,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,0,1,0,-97.24320983886719,6.612377643585205,-97.24320983886719,6.612377643585205,-88.73704992567514,5.9900241928440305,-89.2495346069336,14.381888389587402,-89.3106460571289,4.86557149887085,-89.3106460571289,4.86557149887085,-89.3106460571289,4.86557149887085,1.2623020173485715,400.0,400.0,0.4759731590747833,4,1.1261136531829834,-88.73705291748047,5.990024089813232,-88.83123847831422,5.805381086050376,-9.347233045101166,0.9946034386754037,0,8.4505920274639
17,17,1782878160440501209,0.333668259,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,0,1,0,-100.48795318603516,6.946656227111816,-97.24320983886719,6.612377643585205,-91.9501134549404,6.137248683828611,-89.2495346069336,14.381888389587402,-94.0419692993164,4.895564079284668,-94.0419692993164,4.895564079284668,-93.66995098418172,5.11638685526754,2.432620301405777,400.0,400.0,0.46868860721588135,4,1.1104092597961426,-91.95011138916016,6.137248516082764,-92.22210718227693,5.97579854151871,-9.347233045101166,0.9946034386754037,0,8.322666327777478
18,18,1782878160774131961,0.333630752,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,0,1,0,-103.73233032226562,7.28089714050293,-97.24320983886719,6.612377643585205,-95.34063157223328,6.3076288347057705,-89.2495346069336,14.381888389587402,-94.0419692993164,4.895564079284668,-94.0419692993164,4.895564079284668,-94.0419692993164,4.895564079284668,1.9184500443326828,400.0,400.0,0.4696376919746399,4,1.0593273639678955,-95.34062957763672,6.307628631591797,-95.14256728150801,6.092269067910929,-9.347233045101166,0.9946034386754037,0,8.671612640756004
19,19,1782878161140214356,0.366082395,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,0,1,0,-107.29228973388672,7.647648811340332,-107.29228973388672,7.647648811340332,-98.56442474128178,6.456375876816456,-89.2495346069336,14.381888389587402,-98.77330017089844,4.92555570602417,-98.77330017089844,4.92555570602417,-98.77330017089844,4.92555570602417,1.5450046408998475,400.0,400.0,0.44898709654808044,4,1.0736087560653687,-98.56442260742188,6.456376075744629,-98.59550574226063,6.228587365194259,-9.347233045101166,0.9946034386754037,0,8.81179818112864
20,20,1782878161474422502,0.334208146,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,0,1,0,-110.61548614501953,7.9523024559021,-107.29228973388672,7.647648811340332,-101.71942716849382,6.560991936439191,-117.69860076904297,5.045505523681641,-103.50462341308594,4.955545425415039,-103.50462341308594,4.955545425415039,-103.20652487303828,5.22362870337996,2.4009131869906106,400.0,400.0,0.40546727180480957,4,0.9243720173835754,-101.71942901611328,6.5609917640686035,-101.93313876393458,6.368798760868086,-9.347233045101166,0.9946034386754037,0,8.825567403743461
21,21,1782878161808204857,0.333782355,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,0,1,0,-113.93445587158203,8.25656795501709,-107.29228973388672,7.647648811340332,-105.05308022246227,6.70077983892026,-117.69860076904297,5.045505523681641,-103.50462341308594,4.955545425415039,-103.50462341308594,4.955545425415039,-103.72572391147223,5.204743334126704,2.3331441551234775,400.0,400.0,0.40387091040611267,4,0.9463558197021484,-105.0530776977539,6.700779914855957,-104.86850866593596,6.492752963224795,-9.347233045101166,0.9946034386754037,0,9.235932116512823
