frame_id,image_path,reference_x,reference_y,search_center_x,search_center_y,search_center_error_m,base_ms_x,base_ms_y,base_ms_error_m,base_ms_candidate_count,variance_x,variance_y,final_x,final_y,error_final_m,gru_xy_x,gru_xy_y,kalman_xy_x,kalman_xy_y
0,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000000.jpg,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,0.0,-29.69103240966797,0.6151264905929565,7.944988090764576,36,9.731626510620117,48.01460266113281,-31.2840518951416,1.1781179904937744,6.358198933307564,-31.2840518951416,1.1781179904937744,-30.963647842407227,0.7216981649398804
1,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000001.jpg,-47.69226837158203,1.7922438383102417,-47.69226837158203,1.7922438383102417,0.0,-39.5966911315918,-1.8984417915344238,8.897164226144746,36,58.37224197387695,46.15498733520508,-30.478111267089844,-2.1323156356811523,17.655859420686223,-30.478111267089844,-2.1323156356811523,-31.984100341796875,-0.8764139413833618
2,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000002.jpg,-50.9120979309082,2.1374623775482178,-50.9120979309082,2.1374623775482178,0.0,-51.9869384765625,0.570592999458313,1.900095220397723,36,50.502342224121094,53.458984375,-38.86506652832031,-1.9385696649551392,12.717900881295343,-38.86506652832031,-1.9385696649551392,-42.50088882446289,-0.4164659082889557
3,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000003.jpg,-54.1414794921875,2.4837052822113037,-54.1414794921875,2.4837052822113037,0.0,-54.185997009277344,4.601127624511719,2.117890267459771,36,55.356597900390625,50.59947204589844,-46.91770935058594,0.7916134595870972,7.419301166207365,-46.91770935058594,0.7916134595870972,-50.47269821166992,2.1759302616119385
4,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000004.jpg,-57.659645080566406,2.8609108924865723,-57.659645080566406,2.8609108924865723,0.0,-53.45266342163086,4.556041240692139,4.535654481552537,36,55.03248596191406,49.71410369873047,-51.29528045654297,2.440305709838867,6.378247861849765,-51.29528045654297,2.440305709838867,-54.626380920410156,3.681154251098633
5,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000005.jpg,-60.85377502441406,3.1642963886260986,-60.85377502441406,3.1642963886260986,0.0,-73.4153060913086,9.627350807189941,14.126681675534211,36,93.09471130371094,43.707462310791016,-59.30329513549805,5.055898666381836,2.445842812435769,-59.30329513549805,5.055898666381836,-64.28559875488281,7.115807056427002
6,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000006.jpg,-64.02477264404297,3.465484857559204,-64.02477264404297,3.465484857559204,0.0,-76.6735610961914,7.9935503005981445,13.434851170133859,36,43.374549865722656,44.03820037841797,-68.31950378417969,5.928582191467285,4.950915475178822,-68.31950378417969,5.928582191467285,-73.86697387695312,8.335955619812012
7,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000007.jpg,-67.50447845458984,3.795994520187378,-67.50447845458984,3.795994520187378,0.0,-75.13109588623047,6.675940990447998,8.15226257674342,36,66.4804916381836,45.52207946777344,-73.09368896484375,5.998166561126709,6.007398424095711,-73.09368896484375,5.998166561126709,-78.69279479980469,8.408661842346191
8,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000008.jpg,-70.70535278320312,4.076558589935303,-70.70535278320312,4.076558589935303,0.0,-77.14640045166016,6.686550617218018,6.949759236823611,36,47.93300247192383,44.445518493652344,-75.3803939819336,5.711441993713379,4.952661300127055,-75.3803939819336,5.711441993713379,-81.4210205078125,8.257287979125977
9,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000009.jpg,-73.90149688720703,4.35670804977417,-73.90149688720703,4.35670804977417,0.0,-77.87831115722656,5.52518892288208,4.144924521514234,36,35.64717483520508,44.25139617919922,-75.73225402832031,5.024408340454102,1.9487163436250388,-75.73225402832031,5.024408340454102,-82.29512786865234,7.493522644042969
10,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000010.jpg,-77.41057586669922,4.6642866134643555,-77.41057586669922,4.6642866134643555,0.0,-77.76382446289062,5.47208309173584,0.8816573716694098,36,34.74404525756836,44.75529479980469,-79.98979949951172,5.401896953582764,2.6826225157312207,-79.98979949951172,5.401896953582764,-82.41837310791016,6.831230640411377
11,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000011.jpg,-80.71418762207031,4.9646830558776855,-80.71418762207031,4.9646830558776855,0.0,-81.38468933105469,4.772594451904297,0.6974744249988044,36,57.8446044921875,43.85826873779297,-82.17337036132812,4.207126617431641,1.6441125338549638,-82.17337036132812,4.207126617431641,-84.24998474121094,5.988711357116699
12,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000012.jpg,-84.01985931396484,5.2652668952941895,-84.01985931396484,5.2652668952941895,0.0,-83.02679443359375,5.197080612182617,0.9954030469267342,36,55.58938217163086,42.17527389526367,-85.22142791748047,4.6082234382629395,1.3694791759578038,-85.22142791748047,4.6082234382629395,-85.55926513671875,5.5590081214904785
13,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000013.jpg,-87.32689666748047,5.565974712371826,-87.32689666748047,5.565974712371826,0.0,-88.45319366455078,5.225813865661621,1.1765433809444543,36,39.86768341064453,39.21906280517578,-88.72203063964844,4.970534324645996,1.5168876212931073,-88.72203063964844,4.970534324645996,-88.24958801269531,5.290661334991455
14,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000014.jpg,-90.52931213378906,5.903904438018799,-90.52931213378906,5.903904438018799,0.0,-87.89710235595703,3.8179931640625,3.358504750232243,36,45.83654022216797,41.5604248046875,-91.79456329345703,4.563494682312012,1.843246812077826,-91.79456329345703,4.563494682312012,-89.55512237548828,4.518959999084473
15,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000015.jpg,-93.73101806640625,6.241759300231934,-93.73101806640625,6.241759300231934,0.0,-92.50254821777344,4.928804397583008,1.798051374513469,36,49.92524719238281,41.914527893066406,-95.58716583251953,4.193070411682129,2.764491036649379,-95.58716583251953,4.193070411682129,-92.07659912109375,4.489381790161133
16,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000016.jpg,-97.24320983886719,6.612377643585205,-97.24320983886719,6.612377643585205,0.0,-95.82901763916016,5.159788608551025,2.027302267155478,36,55.12796401977539,44.693416595458984,-98.24655151367188,4.091510772705078,2.7132018533645517,-98.24655151367188,4.091510772705078,-94.95089721679688,4.611348628997803
17,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000017.jpg,-100.48795318603516,6.946656227111816,-100.48795318603516,6.946656227111816,0.0,-96.0688705444336,5.30503511428833,4.714150111247208,36,56.680240631103516,44.36825942993164,-98.69071197509766,4.186993598937988,3.29329831500752,-98.69071197509766,4.186993598937988,-96.86669921875,4.81198263168335
18,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000018.jpg,-103.73233032226562,7.28089714050293,-103.73233032226562,7.28089714050293,0.0,-99.83624267578125,4.200925827026367,4.96645972911557,36,64.37920379638672,47.075096130371094,-101.56532287597656,5.38472318649292,2.879478587546398,-101.56532287597656,5.38472318649292,-99.42900085449219,4.511242866516113
19,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000019.jpg,-107.29228973388672,7.647648811340332,-107.29228973388672,7.647648811340332,0.0,-108.90025329589844,4.2247443199157715,3.78177497667059,36,45.004703521728516,71.27428436279297,-107.20716857910156,6.010708332061768,1.6391521417161663,-107.20716857910156,6.010708332061768,-105.21378326416016,4.326623439788818
20,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000020.jpg,-110.61548614501953,7.9523024559021,-110.61548614501953,7.9523024559021,0.0,-112.25946044921875,3.3430213928222656,4.893681991234582,36,30.552093505859375,69.82415771484375,-112.61442565917969,5.747735977172852,2.9758818088774155,-112.61442565917969,5.747735977172852,-110.52745056152344,3.871302366256714
21,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000021.jpg,-113.93445587158203,8.25656795501709,-113.93445587158203,8.25656795501709,0.0,-115.35295104980469,3.897193431854248,4.584351077725415,36,27.70279884338379,67.79947662353516,-116.44618225097656,5.983255386352539,3.3877307212638046,-116.44618225097656,5.983255386352539,-114.82522583007812,3.7449612617492676
22,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000022.jpg,-117.24945068359375,8.560468673706055,-117.24945068359375,8.560468673706055,0.0,-117.55745697021484,4.316703796386719,4.254927520718457,36,20.540328979492188,65.2169189453125,-119.99346923828125,6.425275802612305,3.4768788338449252,-119.99346923828125,6.425275802612305,-118.05901336669922,3.858147144317627
23,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000023.jpg,-120.81004333496094,8.859625816345215,-120.81004333496094,8.859625816345215,0.0,-119.14064025878906,4.784757614135742,4.4035732645330175,36,23.493900299072266,66.272705078125,-121.78092193603516,6.524698734283447,2.5287328321847906,-121.78092193603516,6.524698734283447,-120.4798355102539,4.153512001037598
24,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000024.jpg,-124.06947326660156,9.133479118347168,-124.06947326660156,9.133479118347168,0.0,-120.57709503173828,5.42210054397583,5.096178632823754,36,38.012577056884766,64.14613342285156,-123.46380615234375,6.889072418212891,2.3246922568161623,-123.46380615234375,6.889072418212891,-122.59295654296875,4.6553802490234375
25,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000025.jpg,-127.31895446777344,9.40649700164795,-127.31895446777344,9.40649700164795,0.0,-127.98928833007812,6.5368242263793945,2.9469254018501805,36,66.03633117675781,61.28404235839844,-126.56400299072266,7.605801582336426,1.9525510814907403,-126.56400299072266,7.605801582336426,-126.26702880859375,5.495333194732666
26,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000026.jpg,-130.83126831054688,9.741641998291016,-130.83126831054688,9.741641998291016,0.0,-132.18711853027344,6.369978904724121,3.634066845127322,36,71.78948974609375,61.64269256591797,-129.27854919433594,7.4050774574279785,2.8054358854668857,-129.27854919433594,7.4050774574279785,-130.34739685058594,6.014712810516357
27,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000027.jpg,-134.03652954101562,10.047489166259766,-134.03652954101562,10.047489166259766,0.0,-129.80267333984375,5.650232791900635,6.10421182086955,36,76.07784271240234,60.55171203613281,-130.46441650390625,7.2997236251831055,4.506684703705716,-130.46441650390625,7.2997236251831055,-132.3539276123047,6.059891223907471
28,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000028.jpg,-137.2352752685547,10.352712631225586,-137.2352752685547,10.352712631225586,0.0,-139.03201293945312,6.770140647888184,4.0078782758237095,36,64.58885192871094,63.92580032348633,-135.1042938232422,7.726322650909424,3.3821599975417014,-135.1042938232422,7.726322650909424,-136.91458129882812,6.500431537628174
29,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000029.jpg,-140.4192352294922,10.665609359741211,-140.4192352294922,10.665609359741211,0.0,-143.71127319335938,7.117038249969482,4.840441186157453,36,65.24595642089844,63.15134048461914,-139.55606079101562,7.872415542602539,2.923525579046818,-139.55606079101562,7.872415542602539,-141.70828247070312,6.931768417358398
30,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000030.jpg,-143.60858154296875,10.979033470153809,-143.60858154296875,10.979033470153809,0.0,-143.79652404785156,7.19068717956543,3.7930054050259874,36,65.30543518066406,62.96135711669922,-142.60140991210938,8.37497329711914,2.792046575326651,-142.60140991210938,8.37497329711914,-144.78302001953125,7.236573696136475
31,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000031.jpg,-147.09031677246094,11.321191787719727,-147.09031677246094,11.321191787719727,0.0,-148.689208984375,7.425718307495117,4.2108395766702715,36,67.0755615234375,61.732666015625,-146.34857177734375,8.669451713562012,2.753527021598909,-146.34857177734375,8.669451713562012,-148.49517822265625,7.507931232452393
32,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000032.jpg,-150.38534545898438,11.621426582336426,-150.38534545898438,11.621426582336426,0.0,-153.36917114257812,7.573197364807129,5.029053142265607,36,64.87521362304688,62.87853240966797,-150.49148559570312,8.908661842346191,2.7148403752627814,-150.49148559570312,8.908661842346191,-152.6196746826172,7.721909999847412
33,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000033.jpg,-153.68882751464844,11.922432899475098,-153.68882751464844,11.922432899475098,0.0,-157.9677734375,7.437360763549805,6.198810391933398,36,61.62884521484375,63.61772918701172,-154.87820434570312,8.957257270812988,3.1948213964260077,-154.87820434570312,8.957257270812988,-157.02459716796875,7.781269073486328
34,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000034.jpg,-156.9862060546875,12.222880363464355,-156.9862060546875,12.222880363464355,0.0,-157.99325561523438,7.426774501800537,4.900691813783406,36,61.85877990722656,63.59149932861328,-157.8008575439453,9.030134201049805,3.295039469651739,-157.8008575439453,9.030134201049805,-159.72119140625,7.778417110443115
35,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000035.jpg,-161.97410583496094,12.701958656311035,-161.97410583496094,12.701958656311035,0.0,-161.8661651611328,12.129648208618164,0.5824005817346719,36,65.89384460449219,70.98667907714844,-160.62612915039062,10.59703254699707,2.4995509732383527,-160.62612915039062,10.59703254699707,-162.75558471679688,9.534186363220215
36,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000036.jpg,-166.95358276367188,13.180227279663086,-166.95358276367188,13.180227279663086,0.0,-167.194091796875,11.910478591918945,1.292325936085889,36,68.37120819091797,68.93712615966797,-164.414794921875,12.00925064086914,2.795823670093806,-164.414794921875,12.00925064086914,-166.6023712158203,10.808347702026367
37,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000037.jpg,-170.4643096923828,13.542064666748047,-170.4643096923828,13.542064666748047,0.0,-172.6991729736328,11.863723754882812,2.7948957229778975,36,67.78642272949219,69.58773803710938,-169.05352783203125,12.891111373901367,1.55371993839461,-169.05352783203125,12.891111373901367,-171.16835021972656,11.664566993713379
38,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000038.jpg,-173.6732940673828,13.872800827026367,-173.6732940673828,13.872800827026367,0.0,-177.55889892578125,12.10842227935791,4.267429762173268,36,63.82557678222656,70.083984375,-174.63330078125,13.766374588012695,0.9658878998210254,-174.63330078125,13.766374588012695,-176.03807067871094,12.29803466796875
39,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000039.jpg,-176.89031982421875,14.204366683959961,-176.89031982421875,14.204366683959961,0.0,-181.65118408203125,12.067343711853027,5.218495536515224,36,61.78167724609375,68.21873474121094,-178.99114990234375,14.071808815002441,2.105007982354759,-178.99114990234375,14.071808815002441,-180.74050903320312,12.640473365783691
40,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000040.jpg,-180.07899475097656,14.495210647583008,-180.07899475097656,14.495210647583008,0.0,-181.76336669921875,12.16914176940918,2.871881837059811,36,62.62848663330078,68.61001586914062,-181.86215209960938,14.064953804016113,1.834331235469578,-181.86215209960938,14.064953804016113,-183.65023803710938,12.835801124572754
41,/yh/study/new_data_2/model_dataset_new_2_flight/vi/vi_000041.jpg,-183.2713623046875,14.786392211914062,-183.2713623046875,14.786392211914062,0.0,-185.98605346679688,12.399600982666016,3.614736570989669,36,63.73897171020508,67.96845245361328,-184.9775390625,14.27491569519043,1.7811926779715088,-184.9775390625,14.27491569519043,-186.92022705078125,12.981127738952637
