protocol,controlled_gt_prior,reference_protocol,gt_prior_jitter_limit_m,prior_center_x,prior_center_y,prior_jitter_x,prior_jitter_y,progress_capped_to_gt,direct_kalman_ms_enabled,ms_grid_size,kalman_x,kalman_y,frame_reference_x,frame_reference_y,ms_lattice_index,ms_lattice_x,ms_lattice_y,ms_x,ms_y,ms_support,ms_mode_count,ms_shift_from_kalman_m,ms_latency_ms,frame_id,image_path,gt_x,gt_y,gt_progress_s,gt_cross_e,gt_waypoint_leg,gt_step_parallel,gt_step_norm_m,controlled_gt_motion_envelope,gt_velocity_parallel,gt_heading_deg,gt_turn_rate_deg_per_frame,predicted_progress_s,predicted_cross_e,predicted_x,predicted_y,motion_prediction_error_m,kalman_progress_std_m,acquisition_hypothesis_count,acquisition_radius_m,acquisition_selected_index,acquisition_target_index,acquisition_confidence,acquisition_margin,selected_hypothesis_center_s,selected_hypothesis_center_e,selected_candidate_capture,bank_candidate_capture,search_grid_size,search_candidate_count,forward_only_search,search_heading_deg,raw_top1_x,raw_top1_y,softms_x,softms_y,softms_mode_count,visual_anchor_x,visual_anchor_y,visual_anchor_s,visual_anchor_e,visual_entropy,visual_margin,visual_var_s,visual_var_e,candidate_capture,measurement_s,measurement_e,visual_measurement_error_m,measurement_var_s,measurement_var_e,local_visual_confidence,kalman_raw_measurement_s,kalman_raw_measurement_e,kalman_used_measurement_s,kalman_used_measurement_e,kalman_measurement_clip_s,kalman_measurement_clip_e,kalman_posterior_projection_m,kalman_step_limited,kalman_step_limit_m,kalman_motion_step_s,kalman_motion_step_e,v_parallel,v_cross,a_parallel,a_cross,heading_residual_deg,turn_rate_deg_per_frame,estimated_heading_deg,polynomial_heading_deg,heading_error_deg,poly_next_step_parallel,poly_next_step_cross,kalman_nis,kalman_r_scale,final_progress_s,final_cross_e,waypoint_leg_before_update,waypoint_leg,target_waypoint,route_remaining_m,route_leg_progress,progress_error_m,speed_error_m_per_frame,final_x,final_y,final_step_m,gt_step_for_jump_m,excess_step_over_gt_m,abnormal_jump,error_final_m,end_to_end_latency_ms
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,25.337297310327173,-704.1589177308244,-3.505890021826147,-3.400800055043172,0,1,6,22.122708590658178,-697.6509619678557,27.716994093986415,-699.2940664661643,2213,20.99643325805664,-698.8867797851562,25.420042037963867,-698.2421875,0.9436767101287842,1,3.349918729250036,12.461049016565084,0,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_071_v3d.jpg,28.84318733215332,-700.7581176757812,3.4323463980187423,-1.8470942461265396,0,0.0,0.0,1,0.0,37.568592028827496,0.0,0.0,0.0,24.996433999999994,-701.386805,3.8977889822392937,3.5822464503683737,1,0.0,0,0,0.6355912582910433,1.0,0.0,-2.4050710201263428,1,1,6,18,1,37.568592028827496,11.996434211730957,-703.3867797851562,15.549470901489258,-702.3980102539062,4,15.549470901489258,-702.3980102539062,0.0,4.958409309387207,0.6492602825164795,0.12936794757843018,4.0,4.0,1,0.0,4.958409309387207,7.622065365772122,4.0,4.0,0.6355912582910433,0.0,4.958409309387207,0.0,2.3987255761802215,0.0,2.5596837332069855,0.0,0,14.95836420606016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,0.0,0.0,0.0,0.07794418587674545,1.0,2.253069021373945,2.234220887929077,0,0,1,79.75302831290968,0.027474408545375594,1.1792773766447975,0.0,25.420042037963867,-698.2421875,0.0,0.0,0.0,0,4.248273573410506,226.9962579011917
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,31.798619047624065,-698.9099342778715,-3.4008591017899956,-3.5381691411527214,0,1,6,23.919815326783855,-697.0349468546549,34.313421522221326,-694.2198915213681,2214,25.49643325805664,-698.8867797851562,29.528060913085938,-694.77783203125,0.9463413953781128,1,6.045410315463366,27.242460753768682,1,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_052_v3d.jpg,35.19947814941406,-695.3717651367188,11.75461208630136,-1.4532409202651337,0,8.331580079952317,8.331580079952317,1,8.331580079952317,40.278107658057344,2.7095156292298515,8.415053673556132,4.7132601126097775,28.79268200192156,-692.5202131899607,7.012730237260259,4.141671378490458,1,0.0,0,0,0.40098619628313936,1.0,6.901749610900879,-2.184138298034668,1,1,6,18,1,37.568592028827496,16.49643325805664,-694.3867797851562,23.61536979675293,-697.322265625,1,23.61536979675293,-697.322265625,1.3835288286209106,4.063701152801514,0.5660566687583923,0.007853180170059204,4.0,4.0,1,1.3835288286209106,4.063701152801514,11.747170628509345,4.0,4.0,0.40098619628313936,1.3835288286209106,4.063701152801514,1.3835288286209106,4.063701152801514,0.0,0.0,0.0,0,11.52739996826773,8.415053673556132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,2.7095156292298515,0.0,0.0,0.7148330619709448,1.0,7.621438138195547,2.475448825310546,0,0,1,74.38465919608808,0.09293745692016141,4.133173948105814,8.331580079952317,29.528060913085938,-694.77783203125,5.373786178498102,8.331580079952317,0.0,0,5.702431937541342,289.9011978879571
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,33.07208497541028,-696.550623305943,-3.2904295204393312,-3.672266372349181,0,1,6,24.62220384061916,-697.8080944209897,36.249095161454996,-692.7309117988807,2214,25.49643325805664,-698.8867797851562,30.672779083251953,-694.2818603515625,0.9380505084991455,1,7.003126978653908,32.318499870598316,2,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_025_v3d.jpg,36.36251449584961,-692.8783569335938,14.196720407322951,-0.18602153951913047,0,2.7513156871833493,2.7513156871833493,1,2.7513156871833493,64.99356393434955,12.000000000000002,5.239165562378373,4.1058131535723374,26.64576384586052,-694.9380633784422,9.932654923685481,4.382710375140248,1,0.0,0,0,0.6437792675531283,1.0,9.349626541137695,-1.090537667274475,1,1,6,18,1,37.568592028827496,25.49643325805664,-694.3867797851562,24.581384658813477,-697.8668212890625,1,24.581384658813477,-697.8668212890625,1.817193865776062,3.043083667755127,0.5909743309020996,0.11045229434967041,4.0,4.0,1,1.817193865776062,3.043083667755127,12.793740572346698,4.0,4.0,0.6437792675531283,1.817193865776062,3.043083667755127,1.817193865776062,3.043083667755127,0.0,0.0,0.0,0,11.062848712379209,3.4391446089791864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,27.424971905522064,0.0,0.0,0.15836269595949298,1.0,8.83116849081522,2.1706208900568926,0,0,1,73.17492884346841,0.10768916919453554,5.365551916507732,2.7513156871833493,30.672779083251953,-694.2818603515625,1.2475446269213264,2.7513156871833493,0.0,0,5.8602824940115115,303.9782289415598
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,38.09235122076236,-694.1897152263803,-3.1747004760149813,-3.8028744060677466,0,1,6,36.49000511612067,-697.3089079760554,40.534462751355925,-689.4344751912646,2216,34.49643325805664,-698.8867797851562,39.57659149169922,-691.738037109375,0.9228601455688477,1,6.368800331862757,9.842718951404095,3,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_097_v3d.jpg,41.267051696777344,-690.3868408203125,19.603278433332182,-1.2015352072850287,0,5.50110331642882,5.50110331642882,1,5.50110331642882,26.930673675362033,-12.000000000000002,7.696369599332021,3.064744010194935,29.22815377118042,-694.2650560128657,12.648146755263877,5.530552593437048,1,0.0,0,0,0.6546627717054263,1.0,14.768280982971191,-2.2801356315612793,1,1,6,18,1,37.568592028827496,38.99643325805664,-689.8867797851562,36.79796600341797,-697.4837646484375,1,36.79796600341797,-697.4837646484375,11.733902931213379,-4.101877689361572,0.6145848035812378,0.22453774511814117,4.0,4.0,1,11.733902931213379,-4.101877689361572,8.386838337936695,4.0,4.0,0.6546627717054263,11.733902931213379,-4.101877689361572,11.733902931213379,0.6345504368809811,0.0,-4.736428126242553,0.0,0,22.180047240404342,5.811015051114515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,10.637918353465459,0.0,0.0,0.16233933711975249,1.0,17.439540204699,-1.2418340221607491,0,0,1,64.56655712958462,0.21266150654151655,2.163738228633182,5.50110331642882,39.57659149169922,-691.738037109375,9.260070847046086,5.50110331642882,3.758967530617266,0,2.164113471269251,250.56540220975876
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,39.864997226318586,-693.4096370816402,-3.0537802395017297,-3.9297786832026897,0,1,6,35.76165175795783,-698.7949595007555,42.01048271348236,-688.2990752203982,2216,34.49643325805664,-698.8867797851562,40.32618713378906,-691.6282958984375,0.9085745811462402,1,8.49682590065277,10.995887219905853,4,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_0_s_023_v3d.jpg,42.91877746582031,-689.4798583984375,21.465472843816585,-1.489714157368866,0,1.8843606686913275,1.8843606686913275,1,1.8843606686913275,28.77171629519071,1.8410426198286762,13.951868720117103,-3.7755149838132347,38.35699195378309,-695.8727642547766,7.853606327404466,4.517302059004786,1,0.0,0,0,0.6697599904573337,1.0,16.648944854736328,-2.742628335952759,1,1,6,18,1,37.568592028827496,38.99643325805664,-707.8867797851562,35.71757888793945,-698.8451538085938,1,35.71757888793945,-698.8451538085938,10.047508239746094,-4.522223472595215,0.5871353149414062,0.25488144159317017,4.0,4.0,1,10.047508239746094,-4.522223472595215,11.813806687378209,4.0,4.0,0.6697599904573337,10.047508239746094,-4.522223472595215,10.047508239746094,-4.522223472595215,0.0,0.0,0.0,0,11.719489932303887,2.3554508358641595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,8.796875733636783,0.0,0.0,0.17191724179065582,1.0,18.100598089964944,-1.611887035046459,0,0,1,63.905499244318676,0.2207225886653403,3.364874753851641,1.8843606686913275,40.32618713378906,-691.6282958984375,0.757586140328685,1.8843606686913275,0.0,0,3.367091968026439,202.69212499260902
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,44.63241364714975,-690.6831999518877,-2.9277860903990813,-4.0527678229814,0,1,6,41.37173579673793,-697.5613639933039,46.30351534902579,-684.9967424238263,2218,43.49643325805664,-698.8867797851562,44.93571472167969,-690.0825805664062,0.9433236718177795,1,8.284572851020597,20.626094192266464,5,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_068_v3d.jpg,47.56019973754883,-686.6304321289062,26.881701338733976,-2.06111564567392,0,5.44628596109241,5.44628596109241,1,5.44628596109241,31.546276147940407,2.7745598527496966,15.87362901844649,-4.509310191163056,40.327628101728884,-695.282670005547,11.277025881908896,4.3613537762643455,1,0.0,0,0,0.5538826765454188,1.0,22.090051651000977,-3.4883339405059814,1,1,6,18,1,37.568592028827496,43.49643325805664,-689.8867797851562,41.41194534301758,-697.6432495117188,1,41.41194534301758,-697.6432495117188,15.293813705444336,-7.041481971740723,0.695794939994812,0.09755419194698334,4.0,4.0,1,15.293813705444336,-7.041481971740723,12.61281842188998,4.0,4.0,0.5538826765454188,15.293813705444336,-7.041481971740723,15.293813705444336,-6.773216607462997,0.0,-0.2682653642777253,0.0,0,15.76632164758962,5.760583084205017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,6.022315880887087,0.0,0.0,0.07368072804316535,1.0,22.696659505716326,-3.1971945553221692,0,0,1,59.3094378285673,0.2767679507195341,4.1850418330176495,5.44628596109241,44.93571472167969,-690.0825805664062,4.861787785496323,5.44628596109241,0.0,0,4.336502096512272,235.22112518548965
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,55.268585452923375,-686.4308503258148,-2.796844234576623,-4.17163401722106,0,1,6,52.883159078418764,-690.1746470869803,55.0159388366926,-678.2948782025442,2658,52.49643325805664,-689.8867797851562,53.835784912109375,-682.732666015625,0.9081918001174927,1,7.502704728657838,10.11456036940217,6,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_080_v3d.jpg,58.0654296875,-682.2592163085938,37.87357593176634,-5.001536870626351,0,11.378373523887383,11.378373523887383,1,11.378373523887383,22.5921465024511,-8.954129645489306,26.529973221676876,-6.952061406820578,50.2634738556301,-690.7215654864636,11.510076820362409,4.423832700756436,1,0.0,0,0,0.3168304668701068,1.0,33.11323928833008,-6.602807998657227,1,1,6,18,1,37.568592028827496,52.49643325805664,-685.3867797851562,53.10749053955078,-690.1307373046875,1,53.10749053955078,-690.1307373046875,29.14444351196289,-8.21778392791748,0.7004506587982178,0.003757566213607788,4.0,4.0,1,29.14444351196289,-8.21778392791748,9.302795167905085,4.0,4.0,0.3168304668701068,29.14444351196289,-8.21778392791748,29.14444351196289,-8.21778392791748,0.0,0.0,0.0,0,23.867967963849928,11.218103641976393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,14.976445526376391,0.0,0.0,0.10686164194842117,1.0,34.2323906363027,-2.797944531926581,0,0,1,47.77370669798092,0.41743713881128014,3.641185295463636,11.378373523887383,53.835784912109375,-682.732666015625,11.542638056283367,11.378373523887383,0.16426453239598438,0,4.256060332170725,217.92382700368762
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,56.606492235542525,-685.1246133645316,-2.6610897041547403,-4.286173423125272,0,1,6,52.948898917755784,-686.4326789349707,56.457814890059566,-677.1857427768772,2877,52.49643325805664,-685.3867797851562,54.72985076904297,-680.9599609375,0.9295026063919067,1,5.7552090992806475,17.16989604756236,7,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_099_v3d.jpg,59.267581939697266,-680.8384399414062,39.69269328524917,-4.608360603185082,0,1.8611221139467093,1.8611221139467093,1,1.8611221139467093,49.76465542977768,12.000000000000002,31.26626324906707,-8.11581103368057,54.72712162112779,-688.7562143618195,9.12726309892809,4.840662072758901,1,0.0,0,0,0.3604788349903003,1.0,34.970123291015625,-6.383189678192139,1,1,6,18,1,37.568592028827496,52.49643325805664,-685.3867797851562,52.75719451904297,-686.1824340820312,1,52.75719451904297,-686.1824340820312,31.274112701416016,-4.874685287475586,0.7523399591445923,0.03263255953788757,4.0,4.0,1,31.274112701416016,-4.874685287475586,8.422792166731597,4.0,4.0,0.3604788349903003,31.274112701416016,-4.874685287475586,31.274112701416016,-6.171020955946575,0.0,1.2963356684709888,0.0,0,13.985577800733704,2.326402642433387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,12.196063400950191,0.0,0.0,0.036939582111304964,1.0,36.02188604429334,-1.9379775352778323,0,0,1,45.984211289990284,0.43925863094614015,3.670807240955831,1.8611221139467093,54.72985076904297,-680.9599609375,1.9854060165478908,1.8611221139467093,0.1242839026011815,0,4.539358052590612,275.5833100527525
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,60.579889180528305,-682.240363799864,-2.5206662393935693,-4.396186553770281,0,1,6,56.415120379126016,-688.5337949930413,60.31293261700597,-674.2202676023031,2659,56.99643325805664,-689.8867797851562,57.657379150390625,-680.968017578125,0.9639665484428406,1,7.667085153227475,24.195479694753885,8,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_1_1_s_069_v3d.jpg,63.100555419921875,-677.8441772460938,44.556434201419776,-4.572041338143765,0,4.863876518646956,4.863876518646956,1,4.863876518646956,37.99643182546921,-11.768223604308476,36.87679307653112,-5.1899195973925645,57.390214660179936,-683.016282210029,7.704457239178731,5.311444462349043,1,0.0,0,0,0.36366804409388453,1.0,39.878089904785156,-6.519686698913574,1,1,6,18,1,37.568592028827496,61.49643325805664,-703.3867797851562,56.38700866699219,-689.1007080078125,1,56.38700866699219,-689.1007080078125,32.37188720703125,-9.40091609954834,0.8039911985397339,0.04527151584625244,4.0,4.0,1,32.37188720703125,-9.40091609954834,13.10653336774422,4.0,4.0,0.36366804409388453,32.37188720703125,-9.40091609954834,32.37188720703125,-7.139971870147474,0.0,-2.2609442294008657,0.0,0,14.345828156175196,5.603307247161865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,0.42783979664171495,0.0,0.0,0.18495207304463157,1.0,38.33740304764869,-3.729308978709344,0,0,1,43.66869428663493,0.467494543623664,6.219031153771084,4.863876518646956,57.657379150390625,-680.968017578125,2.9275394673777138,4.863876518646956,0.0,0,6.2758701644643065,273.46952073276043
GT+smooth-jitter_controlled_forward3x6_SoftMS_local_prior_3frame_causal_heading_continuous_waypoint_RNN_polynomial_Kalman,1,controlled_gt_jitter,8.0,60.37092072849044,-680.6267228060531,-2.375726152613076,-4.501478665428037,0,1,6,56.84930706553899,-685.9114862560896,60.92129975697116,-673.7522928792529,2878,56.99643325805664,-685.3867797851562,58.96726608276367,-678.9345703125,0.8936758041381836,1,7.291303483092563,20.789008121937513,9,/yh/study/cvpr_data/Bearing_UAV_90K/citya/uav_254k_34bc_b15_s100/blk_2_1_s_077_v3d.jpg,62.746646881103516,-676.125244140625,45.32396981518846,-2.993791878609102,0,1.7549878275717432,1.7549878275717432,1,1.7549878275717432,101.63397124193115,12.000000000000002,34.93355782526542,-8.968707113397839,58.15392719502593,-687.1962512885029,11.985836365612913,4.905243899101498,1,0.0,0,0,0.3045021982825175,1.0,40.696311950683594,-5.1132659912109375,1,1,6,18,1,37.568592028827496,61.49643325805664,-698.8867797851562,56.73835754394531,-685.7996215820312,1,56.73835754394531,-685.7996215820312,34.663082122802734,-6.998616695404053,0.8196473121643066,0.025049522519111633,4.0,4.0,1,34.663082122802734,-6.998616695404053,11.388289959553989,4.0,4.0,0.3045021982825175,34.663082122802734,-6.998616695404053,34.663082122802734,-7.116278486231685,0.0,0.11766179082763206,0.0,0,12.729346567431184,2.193734784464679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.568592028827496,37.568592028827496,64.06537921310365,0.0,0.0,0.03746445541523662,1.0,40.61546553273415,-2.916202053560063,0,0,1,41.390631801549475,0.4952737278445559,4.708504282454314,1.7549878275717432,58.96726608276367,-678.9345703125,2.4188244164633903,1.7549878275717432,0.6638365888916471,0,4.709143527101479,263.27149104326963
