current_index,next_index,current_frame_id,next_frame_id,current_reference_x,current_reference_y,current_ms_x,current_ms_y,provisional_next_x,provisional_next_y,next_reference_x,next_reference_y,provisional_next_error_m,final_next_ms_x,final_next_ms_y,final_next_error_m,ms_correction_gain_m,ms_improved_provisional,current_ms_candidate_count,final_ms_candidate_count
1,2,1,2,-47.69226837158203,1.7922438383102417,-39.5966911315918,-1.8984417915344238,-52.537841796875,1.0786768198013306,-50.9120979309082,2.1374623775482178,1.9401211238018243,-51.9869384765625,0.570592999458313,1.900095220397723,0.04002590340410128,True,36,36
2,3,2,3,-50.9120979309082,2.1374623775482178,-51.9869384765625,0.570592999458313,-55.37481689453125,2.823962450027466,-54.1414794921875,2.4837052822113037,1.2794123996078453,-54.185997009277344,4.601127624511719,2.117890267459771,-0.8384778678519256,False,36,36
3,4,3,4,-54.1414794921875,2.4837052822113037,-54.185997009277344,4.601127624511719,-56.71556091308594,4.206000804901123,-57.659645080566406,2.8609108924865723,1.6433386101977503,-53.45266342163086,4.556041240692139,4.535654481552537,-2.8923158713547865,False,36,36
4,5,4,5,-57.659645080566406,2.8609108924865723,-53.45266342163086,4.556041240692139,-59.586517333984375,4.429167747497559,-60.85377502441406,3.1642963886260986,1.7904864167165635,-73.4153060913086,9.627350807189941,14.126681675534211,-12.336195258817648,False,36,36
5,6,5,6,-60.85377502441406,3.1642963886260986,-73.4153060913086,9.627350807189941,-67.5977554321289,6.5252604484558105,-64.02477264404297,3.465484857559204,4.704086805173246,-76.6735610961914,7.9935503005981445,13.434851170133859,-8.730764364960613,False,36,36
6,7,6,7,-64.02477264404297,3.465484857559204,-76.6735610961914,7.9935503005981445,-75.23568725585938,7.360128402709961,-67.50447845458984,3.795994520187378,8.513203854094707,-79.53697204589844,10.897857666015625,13.972020690184934,-5.458816836090227,False,36,36
7,8,7,8,-67.50447845458984,3.795994520187378,-75.13109588623047,6.675940990447998,-74.12371063232422,5.502297401428223,-70.70535278320312,4.076558589935303,3.703768559622082,-79.10327911376953,6.523624420166016,8.747187995641987,-5.043419436019905,False,36,36
8,9,8,9,-70.70535278320312,4.076558589935303,-77.14640045166016,6.686550617218018,-75.84581756591797,5.829201698303223,-73.90149688720703,4.35670804977417,2.438979386264132,-77.87831115722656,5.52518892288208,4.144924521514234,-1.705945135250102,False,36,36
9,10,9,10,-73.90149688720703,4.35670804977417,-77.87831115722656,5.52518892288208,-80.03826904296875,5.442378997802734,-77.41057586669922,4.6642866134643555,2.740474263184904,-79.12112426757812,5.254837989807129,1.8096206121310974,0.9308536510538066,True,36,36
10,11,10,11,-77.41057586669922,4.6642866134643555,-77.76382446289062,5.47208309173584,-79.60166931152344,5.534348487854004,-80.71418762207031,4.9646830558776855,1.2498862731028124,-81.38468933105469,4.772594451904297,0.6974744249988044,0.552411848104008,True,36,36
11,12,11,12,-80.71418762207031,4.9646830558776855,-81.38468933105469,4.772594451904297,-84.59911346435547,4.45220947265625,-84.01985931396484,5.2652668952941895,0.9982974222401928,-83.02679443359375,5.197080612182617,0.9954030469267342,0.002894375313458597,True,36,36
12,13,12,13,-84.01985931396484,5.2652668952941895,-83.02679443359375,5.197080612182617,-86.29576873779297,4.844985008239746,-87.32689666748047,5.565974712371826,1.2581935307599124,-85.64789581298828,5.761723041534424,1.6903731179107897,-0.43217958715087734,False,36,36
13,14,13,14,-87.32689666748047,5.565974712371826,-88.45319366455078,5.225813865661621,-88.791259765625,5.013495922088623,-90.52931213378906,5.903904438018799,1.9528577418034536,-87.89710235595703,3.8179931640625,3.358504750232243,-1.4056470084287893,False,36,36
14,15,14,15,-90.52931213378906,5.903904438018799,-87.89710235595703,3.8179931640625,-89.92224884033203,3.9501452445983887,-93.73101806640625,6.241759300231934,4.445021709448361,-89.9845962524414,5.208742618560791,3.886232091983505,0.5587896174648561,True,36,36
15,16,15,16,-93.73101806640625,6.241759300231934,-92.50254821777344,4.928804397583008,-93.98944091796875,4.48715877532959,-97.24320983886719,6.612377643585205,3.886330843944486,-93.53986358642578,5.3635711669921875,3.908233754709725,-0.021902910765239092,False,36,36
16,17,16,17,-97.24320983886719,6.612377643585205,-95.82901763916016,5.159788608551025,-98.34004211425781,5.007518291473389,-100.48795318603516,6.946656227111816,2.8937480722578046,-96.0688705444336,5.30503511428833,4.714150111247208,-1.8204020389894033,False,36,36
17,18,17,18,-100.48795318603516,6.946656227111816,-96.0688705444336,5.30503511428833,-101.62751007080078,6.689144611358643,-103.73233032226562,7.28089714050293,2.186421584856221,-99.83624267578125,4.200925827026367,4.96645972911557,-2.780038144259349,False,36,36
18,19,18,19,-103.73233032226562,7.28089714050293,-99.83624267578125,4.200925827026367,-104.46056365966797,6.216824531555176,-107.29228973388672,7.647648811340332,3.1726850897990246,-101.46784973144531,3.312607526779175,7.260625612224424,-4.0879405224253995,False,36,36
19,20,19,20,-107.29228973388672,7.647648811340332,-108.90025329589844,4.2247443199157715,-112.28736877441406,7.709196090698242,-110.61548614501953,7.9523024559021,1.6894650725226026,-112.25946044921875,3.3430213928222656,4.893681991234582,-3.20421691871198,False,36,36
20,21,20,21,-110.61548614501953,7.9523024559021,-112.25946044921875,3.3430213928222656,-114.87898254394531,7.481790065765381,-113.93445587158203,8.25656795501709,1.2216429152903014,-115.35295104980469,3.897193431854248,4.584351077725415,-3.362708162435114,False,36,36
21,22,21,22,-113.93445587158203,8.25656795501709,-115.35295104980469,3.897193431854248,-117.2627182006836,7.936400890350342,-117.24945068359375,8.560468673706055,0.6242087993870659,-117.55745697021484,4.316703796386719,4.254927520718457,-3.6307187213313914,False,36,36
22,23,22,23,-117.24945068359375,8.560468673706055,-117.55745697021484,4.316703796386719,-123.54165649414062,8.742142677307129,-120.81004333496094,8.859625816345215,2.7341383906748162,-119.14064025878906,4.784757614135742,4.4035732645330175,-1.6694348738582012,False,36,36
23,24,23,24,-120.81004333496094,8.859625816345215,-119.14064025878906,4.784757614135742,-124.10977172851562,8.21749210357666,-124.06947326660156,9.133479118347168,0.9168730431530996,-120.57709503173828,5.42210054397583,5.096178632823754,-4.179305589670655,False,36,36
24,25,24,25,-124.06947326660156,9.133479118347168,-120.57709503173828,5.42210054397583,-126.81048583984375,8.93657112121582,-127.31895446777344,9.40649700164795,0.692366000529063,-127.98928833007812,6.5368242263793945,2.9469254018501805,-2.254559401321117,False,36,36
25,26,25,26,-127.31895446777344,9.40649700164795,-127.98928833007812,6.5368242263793945,-130.8217315673828,8.984027862548828,-130.83126831054688,9.741641998291016,0.7576741569741963,-132.18711853027344,6.369978904724121,3.634066845127322,-2.8763926881531257,False,36,36
26,27,26,27,-130.83126831054688,9.741641998291016,-132.18711853027344,6.369978904724121,-133.84585571289062,9.371817588806152,-134.03652954101562,10.047489166259766,0.7020602462114602,-129.80267333984375,5.650232791900635,6.10421182086955,-5.40215157465809,False,36,36
27,28,27,28,-134.03652954101562,10.047489166259766,-129.80267333984375,5.650232791900635,-136.0795135498047,9.266451835632324,-137.2352752685547,10.352712631225586,1.5861108620051942,-139.03201293945312,6.770140647888184,4.0078782758237095,-2.4217674138185155,False,36,36
28,29,28,29,-137.2352752685547,10.352712631225586,-139.03201293945312,6.770140647888184,-141.10861206054688,9.812064170837402,-140.4192352294922,10.665609359741211,1.0971689955042667,-143.71127319335938,7.117038249969482,4.840441186157453,-3.7432721906531867,False,36,36
29,30,29,30,-140.4192352294922,10.665609359741211,-143.71127319335938,7.117038249969482,-144.90826416015625,10.193732261657715,-143.60858154296875,10.979033470153809,1.5185100900174404,-148.71914672851562,7.4557342529296875,6.20737576515357,-4.688865675136129,False,36,36
30,31,30,31,-143.60858154296875,10.979033470153809,-143.79652404785156,7.19068717956543,-146.93089294433594,10.651166915893555,-147.09031677246094,11.321191787719727,0.6887301981470738,-148.689208984375,7.425718307495117,4.2108395766702715,-3.5221093785231976,False,36,36
31,32,31,32,-147.09031677246094,11.321191787719727,-148.689208984375,7.425718307495117,-151.75942993164062,10.791671752929688,-150.38534545898438,11.621426582336426,1.6051794961682042,-153.36917114257812,7.573197364807129,5.029053142265607,-3.4238736460974026,False,36,36
32,33,32,33,-150.38534545898438,11.621426582336426,-153.36917114257812,7.573197364807129,-154.87448120117188,11.218297004699707,-153.68882751464844,11.922432899475098,1.3789786157434631,-157.9677734375,7.437360763549805,6.198810391933398,-4.819831776189934,False,36,36
33,34,33,34,-153.68882751464844,11.922432899475098,-157.9677734375,7.437360763549805,-159.61465454101562,11.17064380645752,-156.9862060546875,12.222880363464355,2.8312441111960323,-162.27273559570312,7.176590919494629,7.30838092468853,-4.477136813492498,False,36,36
34,35,34,35,-156.9862060546875,12.222880363464355,-157.99325561523438,7.426774501800537,-160.457275390625,11.205495834350586,-161.97410583496094,12.701958656311035,2.130768775436272,-162.24305725097656,7.182320594787598,5.5261866774834,-3.3954179020471282,False,36,36
35,36,35,36,-161.97410583496094,12.701958656311035,-161.8661651611328,12.129648208618164,-166.21044921875,13.910404205322266,-166.95358276367188,13.180227279663086,1.0418281088323753,-167.194091796875,11.910478591918945,1.292325936085889,-0.25049782725351366,False,36,36
36,37,36,37,-166.95358276367188,13.180227279663086,-167.194091796875,11.910478591918945,-171.9746856689453,14.304256439208984,-170.4643096923828,13.542064666748047,1.691795462987258,-172.6991729736328,11.863723754882812,2.7948957229778975,-1.1031002599906394,False,36,36
37,38,37,38,-170.4643096923828,13.542064666748047,-172.6991729736328,11.863723754882812,-174.98184204101562,13.979829788208008,-173.6732940673828,13.872800827026367,1.3129177422177525,-177.55889892578125,12.10842227935791,4.267429762173268,-2.9545120199555157,False,36,36
38,39,38,39,-173.6732940673828,13.872800827026367,-177.55889892578125,12.10842227935791,-178.61026000976562,14.59384536743164,-176.89031982421875,14.204366683959961,1.7634874217691068,-181.65118408203125,12.067343711853027,5.218495536515224,-3.4550081147461174,False,36,36
39,40,39,40,-176.89031982421875,14.204366683959961,-181.65118408203125,12.067343711853027,-181.65231323242188,14.535013198852539,-180.07899475097656,14.495210647583008,1.573821872749565,-185.85877990722656,12.381324768066406,6.1542205001143335,-4.580398627364769,False,36,36
40,41,40,41,-180.07899475097656,14.495210647583008,-181.76336669921875,12.16914176940918,-183.27960205078125,14.677191734313965,-183.2713623046875,14.786392211914062,0.10951090230556453,-185.98605346679688,12.399600982666016,3.614736570989669,-3.5052256686841043,False,36,36
41,42,41,42,-183.2713623046875,14.786392211914062,-185.98605346679688,12.399600982666016,-187.61859130859375,15.225889205932617,-186.7760009765625,15.10605525970459,0.8510691172290966,-190.37680053710938,12.525959014892578,4.42974650603481,-3.5786773888057137,False,36,36
42,43,42,43,-186.7760009765625,15.10605525970459,-190.37680053710938,12.525959014892578,-192.41836547851562,15.603043556213379,-190.19520568847656,15.40483283996582,2.2319782570809013,-195.42718505859375,12.546475410461426,5.961863410388971,-3.7298851533080697,False,36,36
43,44,43,44,-190.19520568847656,15.40483283996582,-190.13711547851562,12.402364730834961,-192.4333953857422,15.496355056762695,-193.5978240966797,15.702159881591797,1.1824761514628974,-195.51419067382812,12.581847190856934,3.661804493138958,-2.4793283416760605,False,36,36
44,45,44,45,-193.5978240966797,15.702159881591797,-195.51419067382812,12.581847190856934,-197.96473693847656,15.809172630310059,-196.71273803710938,15.974347114562988,1.2628475201990403,-200.8094024658203,12.616888046264648,5.296715098696953,-4.0338675784979126,False,36,36
45,46,45,46,-196.71273803710938,15.974347114562988,-200.8094024658203,12.616888046264648,-201.02975463867188,15.87080192565918,-199.96063232421875,16.28047752380371,1.1449264688077947,-206.02029418945312,12.675946235656738,7.050684202842035,-5.905757734034241,False,36,36
46,47,46,47,-199.96063232421875,16.28047752380371,-200.97105407714844,12.684890747070312,-203.98146057128906,16.40978240966797,-203.51315307617188,16.61532211303711,0.5114278831311497,-205.95892333984375,12.587655067443848,4.712100806733611,-4.200672923602461,False,36,36
47,48,47,48,-203.51315307617188,16.61532211303711,-205.95892333984375,12.587655067443848,-208.49383544921875,16.168983459472656,-206.75160217285156,16.920562744140625,1.8974320041633008,-210.5332489013672,12.530745506286621,5.794078646433191,-3.89664664226989,False,36,36
48,49,48,49,-206.75160217285156,16.920562744140625,-210.5332489013672,12.530745506286621,-211.83628845214844,16.5795955657959,-210.1930389404297,17.253925323486328,1.7762290336189035,-213.7076416015625,12.276460647583008,6.09324104771075,-4.317012014091846,False,36,36
49,50,49,50,-210.1930389404297,17.253925323486328,-213.7076416015625,12.276460647583008,-215.21719360351562,16.65778923034668,-213.3181915283203,17.556650161743164,2.1009902083510665,-216.36412048339844,12.03272533416748,6.308044760469789,-4.207054552118723,False,36,36
50,51,50,51,-213.3181915283203,17.556650161743164,-213.1103973388672,17.139291763305664,-215.89073181152344,18.8927059173584,-216.74961853027344,17.889041900634766,1.3209950242566997,-216.69357299804688,16.890899658203125,0.999714478143146,0.3212805461135537,True,36,36
51,52,51,52,-216.74961853027344,17.889041900634766,-216.69357299804688,16.890899658203125,-219.7864532470703,18.929977416992188,-219.85296630859375,18.18168067932129,0.7512469600352004,-220.43331909179688,16.7993221282959,1.4992413136532194,-0.747994353618019,False,36,36
52,53,52,53,-219.85296630859375,18.18168067932129,-220.43331909179688,16.7993221282959,-222.42556762695312,18.799638748168945,-223.26548767089844,18.50347328186035,0.890606346067039,-220.5812530517578,16.81100082397461,3.173259918647513,-2.282653572580474,False,36,36
53,54,53,54,-223.26548767089844,18.50347328186035,-220.5812530517578,16.81100082397461,-224.81976318359375,19.113834381103516,-226.6659393310547,18.824125289916992,1.8687690400287111,-224.404296875,16.961790084838867,2.9297301949330525,-1.0609611549043414,False,36,36
54,55,54,55,-226.6659393310547,18.824125289916992,-224.404296875,16.961790084838867,-228.00318908691406,19.406227111816406,-229.90402221679688,19.161306381225586,1.9165470909772164,-226.42604064941406,17.624858856201172,3.8022397057797725,-1.8856926148025561,False,36,36
55,56,55,56,-229.90402221679688,19.161306381225586,-229.5116729736328,18.09854507446289,-232.89691162109375,20.548744201660156,-233.15289306640625,19.499608993530273,1.0799125822408076,-228.3546142578125,17.05589485168457,5.384720822109215,-4.304808239868407,False,36,36
56,57,56,57,-233.15289306640625,19.499608993530273,-228.3546142578125,17.05589485168457,-233.32772827148438,19.999223709106445,-236.7150115966797,19.870529174804688,3.389727217388644,-228.92098999023438,17.487659454345703,8.15014361262528,-4.760416395236636,False,36,36
57,58,57,58,-236.7150115966797,19.870529174804688,-233.08917236328125,18.479625701904297,-237.48158264160156,20.751867294311523,-241.94894409179688,20.40029525756836,4.481174089868737,-236.57931518554688,20.147140502929688,5.375593169189028,-0.8944190793202917,False,36,36
58,59,58,59,-241.94894409179688,20.40029525756836,-240.3547821044922,20.73047637939453,-246.4198760986328,22.884157180786133,-246.72323608398438,20.88353729248047,2.023488872763245,-244.23731994628906,24.83806800842285,4.670984074794706,-2.647495202031461,False,36,36
59,60,59,60,-246.72323608398438,20.88353729248047,-244.84300231933594,18.892742156982422,-250.97731018066406,21.85793685913086,-250.1058349609375,21.189523696899414,1.0982919530078061,-249.0644073486328,16.08112335205078,5.213475381635582,-4.115183428627775,False,36,36
60,61,60,61,-250.1058349609375,21.189523696899414,-249.0644073486328,16.08112335205078,-252.833740234375,20.94301414489746,-253.18551635742188,21.468109130859375,0.6320373288249934,-252.9582977294922,15.300395965576172,6.171897114671144,-5.539859785846151,False,36,36
61,62,61,62,-253.18551635742188,21.468109130859375,-252.9582977294922,15.300395965576172,-256.3658752441406,20.6990966796875,-256.56805419921875,21.774091720581055,1.0938421585504088,-252.6568603515625,14.5867919921875,8.182586064302054,-7.088743905751645,False,36,36
62,63,62,63,-256.56805419921875,21.774091720581055,-252.6568603515625,14.5867919921875,-258.1687927246094,19.901256561279297,-259.78179931640625,22.02918815612793,2.6701841018055696,-257.9659118652344,14.52143383026123,7.724236030371782,-5.054051928566212,False,36,36
63,64,63,64,-259.78179931640625,22.02918815612793,-257.9659118652344,14.52143383026123,-263.0611572265625,20.30732536315918,-262.99114990234375,22.283937454223633,1.9778514565018424,-260.74444580078125,13.94555377960205,8.635758312109798,-6.657906855607957,False,36,36
