frame_id,image_path,gt_x,gt_y,predicted_current_x,predicted_current_y,search_center_x,search_center_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,global_top1_x,global_top1_y,local_anchor_x,local_anchor_y,recovery_anchor_x,recovery_anchor_y,recovery_probability,leg_switch_probability,measurement_anchor_x,measurement_anchor_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,response_var_parallel,response_var_cross,confidence,global_entropy,global_margin,global_mode_mass,waypoint_pass_probability,route_prior_sigma_m,recovery_distance_m,kalman_nis,kalman_r_scale,v_parallel,v_cross,a_parallel,a_cross,poly_next_step_parallel,poly_next_step_cross,model_next_step_m,waypoint_leg_before_visual,waypoint_leg,target_waypoint,route_progress,route_remaining_m,route_cross_track_m,waypoint_alignment,movement_heading_deg,local_candidate_capture,candidate_capture,route_corridor_capture,final_x,final_y,final_vx,final_vy,final_speed,final_step_m,error_final_m
0,/yh/study/new_data/model_dataset_flight/vi/vi_000000.jpg,-18.780746459960938,-2.1595981121063232,-18.780745674413577,-2.1595981213156596,-18.780745674413577,-2.1595981213156596,-8.908679962158203,-0.4026999771595001,-13.640005111694336,-0.3726810812950134,-4.1773552894592285,-0.4327203929424286,-18.048906326293945,1.8053390979766846,-3.0133566856384277,0.25024035573005676,0.031517352908849716,0.04853639379143715,-17.57502555847168,1.7563265562057495,-17.3189640045166,1.301113247871399,6162.27294921875,6207.24560546875,29794.30078125,30018.033203125,0.3912440836429596,0.9886949062347412,0.0001027081161737442,0.04645518958568573,0.208973228931427,26.0,15.950482368469238,0.0022747310531519714,1.0,1.9900720119476318,-0.20457305014133453,0.742953360080719,-0.1219303160905838,2.361548662185669,-0.26553821563720703,2.3764305114746094,0,0,1,0.0,731.5633515869471,0.0,0.0,nan,1,1,1,-18.77979743116717,-2.157369446689662,0.0,0.0,0.0,0.0,0.0024223140157336137
1,/yh/study/new_data/model_dataset_flight/vi/vi_000001.jpg,-25.919267654418945,-1.4582853317260742,-21.09984755152087,-1.642791819507655,-21.09984755152087,-1.642791819507655,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-26.641443252563477,3.5600409507751465,-2.983933925628662,0.26838669180870056,0.028853747993707657,0.04879920184612274,-25.95883560180664,3.465064525604248,-25.649152755737305,2.918356418609619,5042.0234375,5082.26171875,31456.923828125,31715.322265625,0.42526841163635254,0.988903284072876,9.621726348996162e-05,0.04528670385479927,0.20819178223609924,29.30682530984754,18.216445922851562,0.008176644138444846,1.0,2.434189796447754,-0.2530325949192047,0.9081900715827942,-0.15047159790992737,2.888284921646118,-0.3282684087753296,2.9068796634674072,0,0,1,0.0032271193179069808,729.2025093627681,-0.2678549281318605,0.9926312874728225,166.9720196075996,1,0,1,-21.111858820725214,-1.6308443608468652,-2.691061595834719,0.6226649048343835,2.762159317687688,2.3907611739128503,4.810504787733573
2,/yh/study/new_data/model_dataset_flight/vi/vi_000002.jpg,-28.881437301635742,-1.16508948802948,-23.949017441082727,-0.9980088981574655,-23.949017441082727,-0.9980088981574655,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-26.821247100830078,3.544126510620117,-3.025789260864258,0.3262700140476227,0.028292855247855186,0.04886612296104431,-26.148006439208984,3.4530842304229736,-25.827913284301758,2.8898262977600098,5383.89208984375,5408.34912109375,35690.7890625,35857.74609375,0.4339755177497864,0.9895707964897156,9.9970493465662e-05,0.042758360505104065,0.20716363191604614,34.837354343565714,20.9650936126709,0.003424398796711152,1.0,2.5417420864105225,-0.2652967572212219,0.9480926394462585,-0.15770941972732544,3.0157883167266846,-0.34415146708488464,3.0353615283966064,0,0,1,0.0071932773904630895,726.3010134702853,-0.6067290362552176,0.9922709889632771,166.83185244309428,1,0,1,-23.963285942040873,-0.9686162721558694,-3.28713718952074,0.7690633690046096,3.375904229724983,2.927316632963683,4.922074209156195
3,/yh/study/new_data/model_dataset_flight/vi/vi_000003.jpg,-31.84273910522461,-0.8719794154167175,-26.925543297492457,-0.3064604651375894,-26.925543297492457,-0.3064604651375894,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-28.765100479125977,3.5496740341186523,-2.998734474182129,0.339738667011261,0.028103463351726532,0.048893656581640244,-28.04097557067871,3.4594638347625732,-27.717588424682617,2.8911640644073486,5861.22119140625,5885.240234375,39703.40625,39870.89453125,0.43713057041168213,0.9898443818092346,9.224587120115757e-05,0.040639154613018036,0.2065299153327942,40.782891113483544,23.93553352355957,0.001817155978975611,1.0,2.577768564224243,-0.26962903141975403,0.9613751173019409,-0.16029822826385498,3.0584561824798584,-0.3497781455516815,3.078392267227173,0,0,1,0.011339322287779344,723.2679189693747,-0.9785934707384842,0.9920697077347027,166.77060407439768,1,0,1,-26.937284657543135,-0.2592467811440451,-3.4290621235236727,0.806135567238095,3.5225447619229717,3.057429219881873,4.943574073419017
4,/yh/study/new_data/model_dataset_flight/vi/vi_000004.jpg,-34.80412292480469,-0.5788613557815552,-29.941372135465574,0.41303066941747835,-29.941372135465574,0.41303066941747835,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-28.877735137939453,3.5196266174316406,-2.968561887741089,0.32733646035194397,0.028024829924106598,0.04890688508749008,-28.151634216308594,3.4301631450653076,-27.82693862915039,2.8600220680236816,6138.0419921875,6171.04248046875,41989.37109375,42221.56640625,0.43863093852996826,0.9898973703384399,8.167966734617949e-05,0.03953801840543747,0.20552296936511993,46.82505589656023,26.972946166992188,0.0016572123820898649,1.0,2.5938031673431396,-0.27159902453422546,0.9672716856002808,-0.16148382425308228,3.077439069747925,-0.3523409366607666,3.097543478012085,0,0,1,0.01554284085473955,720.1927788380713,-1.3740732369732827,0.9918434640985423,166.7015088584949,1,0,1,-29.889602820391996,0.47263593262587167,-3.4605541405157507,0.8179441104177739,3.555906006520396,3.041682896260308,5.025749138606572
5,/yh/study/new_data/model_dataset_flight/vi/vi_000005.jpg,-38.077056884765625,-0.2521708011627197,-32.9122941894487,1.1494755823031482,-32.9122941894487,1.1494755823031482,-27.772829055786133,9.233684539794922,-27.803403854370117,4.475525379180908,-4.1773552894592285,-0.4327203929424286,-30.65472984313965,3.302399158477783,-2.9267170429229736,0.28268229961395264,0.027990033850073814,0.04891179874539375,-29.87862205505371,3.217877149581909,-29.55344009399414,2.647081136703491,6799.70947265625,6852.12255859375,46776.01171875,47146.48828125,0.43951141834259033,0.9904084801673889,6.684078834950924e-05,0.03753208369016647,0.20539487898349762,52.798599178945764,29.99810028076172,0.0019196421108563138,1.0,2.6033666133880615,-0.2727784216403961,0.9707834720611572,-0.16219329833984375,3.0887584686279297,-0.353875070810318,3.10896372795105,0,0,1,0.01968777978419484,717.1604934227157,-1.7911752872927151,0.991833985541034,166.73080648368958,1,0,1,-32.79912777832603,1.1995710474558254,-3.4717868207191205,0.8187248751815343,3.567017542676234,2.998961510592273,5.473946478331026
6,/yh/study/new_data/model_dataset_flight/vi/vi_000006.jpg,-41.34334182739258,0.07385636121034622,-35.8329116611824,1.8791370731897732,-35.8329116611824,1.8791370731897732,-27.772829055786133,9.233684539794922,-32.53472900390625,4.505537986755371,-4.1773552894592285,-0.4327203929424286,-32.39250946044922,3.1009249687194824,-2.8633921146392822,0.268759548664093,0.027963846921920776,0.04892263188958168,-31.566761016845703,3.0217268466949463,-31.240642547607422,2.4495134353637695,6528.49658203125,6583.21826171875,45019.515625,45407.28515625,0.4398688077926636,0.9894575476646423,5.3835101425647736e-05,0.03818068653345108,0.20261310040950775,58.60210949909875,33.00882339477539,0.0031197515554686975,1.0,2.604677438735962,-0.27305448055267334,0.9712768793106079,-0.1623833030462265,3.090315818786621,-0.3542461395263672,3.11055326461792,0,0,1,0.023763359930410226,714.1789483512893,-2.2068690381852303,0.9918134499820982,166.7546700813117,1,0,1,-35.60891478267433,1.9067507337493115,-3.4688464046070053,0.8165064935438326,3.563646760378221,2.897413694747568,6.020228842168795
7,/yh/study/new_data/model_dataset_flight/vi/vi_000007.jpg,-44.61831283569336,0.40075016021728516,-38.64420800414803,2.5868509363097365,-38.64420800414803,2.5868509363097365,-27.772829055786133,9.233684539794922,-32.50415802001953,9.263697624206543,-4.1773552894592285,-0.4327203929424286,-32.31195831298828,5.657888412475586,-2.875164031982422,0.1864674985408783,0.027954118326306343,0.04892396554350853,-31.489078521728516,5.504939556121826,-31.1629581451416,4.932912349700928,7073.69384765625,7171.3193359375,48879.30078125,49572.0546875,0.44020092487335205,0.9889803528785706,5.533930379897356e-05,0.03665341064333916,0.2009156048297882,64.0155598029981,35.84949493408203,0.008171010272007463,1.0,2.6090824604034424,-0.27356114983558655,0.9729161262512207,-0.162682443857193,3.0955405235290527,-0.35490238666534424,3.115818738937378,0,0,1,0.02768716565060483,711.3084358876476,-2.612336960593786,0.9909029091717994,166.40067455676748,1,0,1,-38.205215623736294,2.7228588097757083,-3.4431359904965007,0.8329393523870977,3.542453022103096,2.7215455992973094,6.82055748677229
8,/yh/study/new_data/model_dataset_flight/vi/vi_000008.jpg,-47.93851089477539,0.7270652055740356,-41.24563454663745,3.4041658424800616,-41.24563454663745,3.4041658424800616,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-4.1773552894592285,-0.4327203929424286,-36.904998779296875,3.9819555282592773,-2.8726937770843506,0.20296581089496613,0.027940109372138977,0.04892336577177048,-35.95413589477539,3.8763701915740967,-35.62809371948242,3.304464340209961,7175.10888671875,7272.0546875,49662.05078125,50351.08203125,0.44044336676597595,0.9890208840370178,5.508179310709238e-05,0.036383457481861115,0.19958335161209106,69.04331210827554,38.50624084472656,0.004084966299821478,1.0,2.610762357711792,-0.27380791306495667,0.9735003113746643,-0.16283278167247772,3.0975124835968018,-0.3552243113517761,3.117814779281616,0,0,1,0.03134160609861687,708.634981185325,-3.149052589624552,0.991711378202111,166.78525463052804,1,0,1,-40.84407068679751,3.3971167173406234,-3.461603563821062,0.8128517132504204,3.5557597135904477,2.7236335601100277,7.580254411301794
9,/yh/study/new_data/model_dataset_flight/vi/vi_000009.jpg,-51.25859451293945,1.0533686876296997,-43.88641621063174,4.078953083994065,-43.88641621063174,4.078953083994065,-32.53472900390625,4.505537986755371,-37.266056060791016,4.535549163818359,-4.1773552894592285,-0.4327203929424286,-37.0739631652832,4.035894393920898,-2.9322762489318848,0.19663140177726746,0.027934879064559937,0.048927828669548035,-36.12022018432617,3.928644895553589,-35.79407501220703,3.356610059738159,7453.380859375,7575.69384765625,51636.91015625,52506.875,0.4405929744243622,0.988013744354248,6.662600208073854e-05,0.035633690655231476,0.19790850579738617,73.52646860753981,41.13774490356445,0.008132544330581712,1.0,2.6116414070129395,-0.2739928066730499,0.9738379716873169,-0.16296187043190002,3.098560333251953,-0.35547375679016113,3.118884325027466,0,0,1,0.03502886965524905,705.9375142996507,-3.5398697065596334,0.9916383182297976,166.78342414807761,1,0,1,-43.22615777178696,4.020763312101516,-3.4378872156829847,0.8073985448632139,3.531424771675554,2.4623716120095267,8.563029303813034
10,/yh/study/new_data/model_dataset_flight/vi/vi_000010.jpg,-54.585689544677734,1.3803616762161255,-46.26951883955887,4.702958826542052,-46.26951883955887,4.702958826542052,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-4.1773552894592285,-0.4327203929424286,-42.0489387512207,3.3412270545959473,-3.0161330699920654,0.17651502788066864,0.02792598307132721,0.04892886057496071,-40.95890808105469,3.2528493404388428,-40.63223648071289,2.6800522804260254,7728.3984375,7871.009765625,53593.40234375,54608.5625,0.4407157301902771,0.9870042204856873,7.916917093098164e-05,0.03499853238463402,0.19591739773750305,77.4697008558808,43.489585876464844,0.004214544775473968,1.0,2.6116671562194824,-0.2740537226200104,0.9738222360610962,-0.16300784051418304,3.0985782146453857,-0.3555576503276825,3.1189112663269043,0,0,1,0.038358526105483674,703.501659667284,-3.907529218485763,0.9922276639478753,167.06964678309927,1,0,1,-45.760840518699595,4.522863647474708,-3.4627857281395507,0.7950147223308962,3.552876779136849,2.583935249629615,9.367672014469305
11,/yh/study/new_data/model_dataset_flight/vi/vi_000011.jpg,-57.930152893066406,1.7030118703842163,-48.80421064637751,5.205144545568885,-48.80421064637751,5.205144545568885,-37.266056060791016,4.535549163818359,-37.266056060791016,4.535549163818359,-4.1773552894592285,-0.4327203929424286,-42.010589599609375,3.3411056995391846,-3.0035629272460938,0.19204849004745483,0.027927137911319733,0.04892795532941818,-40.921234130859375,3.253161668777466,-40.5948600769043,2.6810498237609863,7824.9775390625,7957.5810546875,54277.1640625,55221.3046875,0.44077029824256897,0.9871139526367188,7.567857392132282e-05,0.034770891070365906,0.1950361728668213,80.87105207914405,46.07418441772461,0.008479707071532233,1.0,2.61214542388916,-0.27416276931762695,0.9739920496940613,-0.16308261454105377,3.0991413593292236,-0.35570406913757324,3.1194872856140137,0,0,1,0.0418765595820228,700.927995306192,-4.137974024009201,0.9921592294415337,167.05516363676097,1,0,1,-47.98932949345,4.957298374358981,-3.4360195742197623,0.7897839166811779,3.5256189739490593,2.2704397465044357,10.45994027288461
12,/yh/study/new_data/model_dataset_flight/vi/vi_000012.jpg,-61.281715393066406,2.0263473987579346,-51.033244049953296,5.639784640256732,-51.033244049953296,5.639784640256732,-42.0279541015625,-0.19259993731975555,-46.75927734375,-0.16259177029132843,-4.1773552894592285,-0.4327203929424286,-51.17136764526367,1.7630064487457275,-2.9755139350891113,0.18960286676883698,0.027918584644794464,0.04893108829855919,-49.825809478759766,1.7190792560577393,-49.49984359741211,1.1473557949066162,8081.60546875,8226.544921875,56096.62890625,57129.21484375,0.4408408999443054,0.9876599907875061,7.123197428882122e-05,0.034209687262773514,0.19496311247348785,83.68103921627731,48.36579513549805,0.0024594926931375076,1.0,2.612653970718384,-0.2742225229740143,0.9741380214691162,-0.16310566663742065,3.0997228622436523,-0.3557753562927246,3.1200733184814453,0,0,1,0.044969340258409846,698.665430308851,-4.333681864868956,0.9932924686243484,167.58881928897503,1,0,1,-50.872628676944565,5.174207608137015,-3.5043117941356345,0.7711898369670187,3.588165954238924,2.891446661662393,10.874654484696803
13,/yh/study/new_data/model_dataset_flight/vi/vi_000013.jpg,-64.62455749511719,2.3488411903381348,-53.917114067130875,5.856826464567069,-53.917114067130875,5.856826464567069,-70.32421875,14.261902809143066,-65.65401458740234,4.7155842781066895,-4.1773552894592285,-0.4327203929424286,-60.2206916809082,3.2339625358581543,-3.0144171714782715,0.1779809147119522,0.02790652960538864,0.04893726855516434,-58.624263763427734,3.1486806869506836,-58.29819107055664,2.5767369270324707,8402.4736328125,8552.1953125,58378.8515625,59446.3828125,0.4409307539463043,0.9867269992828369,7.470604032278061e-05,0.033547669649124146,0.19366362690925598,86.01484962903153,51.2184944152832,0.003161074132982567,1.0,2.6126086711883545,-0.2743349075317383,0.9740861654281616,-0.16318942606449127,3.09965181350708,-0.3559296131134033,3.1200203895568848,0,0,1,0.04892063292498271,695.7748094025919,-4.243547488661249,0.9932862446322748,167.58378503151718,1,0,1,-54.3902443213061,5.505935149333293,-3.5621585341311204,0.7842482532232454,3.6474674426191775,3.5332227474425015,10.710201137493494
14,/yh/study/new_data/model_dataset_flight/vi/vi_000014.jpg,-67.96265411376953,2.678952693939209,-57.4346425098971,6.18869982852679,-57.4346425098971,6.18869982852679,-70.32421875,14.261902809143066,-65.65401458740234,4.7155842781066895,-4.1773552894592285,-0.4327203929424286,-60.26702880859375,3.2813146114349365,-3.0230228900909424,0.18188370764255524,0.027903962880373,0.04893825575709343,-58.66969299316406,3.1948280334472656,-58.34388732910156,2.623182535171509,8767.56640625,8903.29296875,60949.14453125,61917.3359375,0.4410030245780945,0.9864018559455872,6.932241376489401e-05,0.032882459461688995,0.1931174099445343,87.95722177772433,54.74217987060547,0.0013564139128623453,1.0,2.6138997077941895,-0.27450740337371826,0.9745444059371948,-0.1632927507162094,3.1011719703674316,-0.35615378618240356,3.121556043624878,0,0,1,0.05374986035454571,692.2419235986453,-4.200371434568604,0.9930944362115454,167.4875376830842,1,0,1,-57.534264833860114,5.800564257666895,-3.528393434518739,0.7830312057103475,3.614235479028884,3.157795321872186,10.885575856523534
15,/yh/study/new_data/model_dataset_flight/vi/vi_000015.jpg,-71.30087280273438,3.009075880050659,-60.58015063517542,6.483713058993647,-60.58015063517542,6.483713058993647,-75.05554962158203,14.291901588439941,-70.35478210449219,9.503743171691895,-4.1773552894592285,-0.4327203929424286,-69.254150390625,4.315485954284668,-3.017486095428467,0.17665472626686096,0.027902644127607346,0.048940762877464294,-67.40597534179688,4.200001239776611,-67.08016967773438,3.6284477710723877,9966.9833984375,10098.4931640625,69333.4296875,70271.8828125,0.4410698115825653,0.9878532290458679,6.015552207827568e-05,0.030897920951247215,0.19450581073760986,89.58126021743824,57.907161712646484,0.004532021471841937,1.0,2.614203929901123,-0.2745540142059326,0.9746601581573486,-0.1633220613002777,3.101533889770508,-0.35621505975723267,3.121922731399536,0,0,1,0.05806808443517732,689.0828691173149,-4.160011103434354,0.9931032893894624,167.4933540794827,1,0,1,-61.24302159274516,6.1936708864346555,-3.5746272335430667,0.7929108008082647,3.6615116272963224,3.729532077641464,10.549977076608624
16,/yh/study/new_data/model_dataset_flight/vi/vi_000016.jpg,-74.64299774169922,3.3395848274230957,-64.28926090920862,6.876919018901925,-64.28926090920862,6.876919018901925,-79.81743621826172,9.563739776611328,-75.08610534667969,9.533742904663086,-4.1773552894592285,-0.4327203929424286,-74.44038391113281,5.458664417266846,-3.0163307189941406,0.21671472489833832,0.027904493734240532,0.048941388726234436,-72.44732666015625,5.312390327453613,-72.12129974365234,4.7407355308532715,9992.2060546875,10107.03515625,69529.5078125,70349.2109375,0.4411441683769226,0.9885643720626831,6.390723865479231e-05,0.030860165134072304,0.19415879249572754,91.26255177467995,61.63384246826172,0.005889899796245543,1.0,2.6139988899230957,-0.2745751142501831,0.9745924472808838,-0.16334551572799683,3.101294994354248,-0.3562478721141815,3.1216890811920166,0,0,1,0.06316660835409803,685.3529758710431,-4.1574964938057875,0.9929819815943268,167.43969703519505,1,0,1,-65.12181848603372,6.650322772082041,-3.5856630987742277,0.7988826337237288,3.673580449694352,3.905585267799218,10.080369048637039
17,/yh/study/new_data/model_dataset_flight/vi/vi_000017.jpg,-77.97047424316406,3.6625680923461914,-68.16781694012765,7.333578265722941,-68.16781694012765,7.333578265722941,-84.4876480102539,19.11005210876465,-79.78688049316406,14.321898460388184,-4.1773552894592285,-0.4327203929424286,-78.9349365234375,9.917524337768555,-2.96221923828125,0.23616763949394226,0.027904637157917023,0.048941608518362045,-76.81494140625,9.647369384765625,-76.4893569946289,9.076481819152832,9774.6123046875,9846.583984375,68041.1484375,68555.2578125,0.4412285089492798,0.9895136952400208,5.609472282230854e-05,0.031264420598745346,0.19368326663970947,92.57852089188272,65.5907211303711,0.006564204613768108,1.0,2.616494655609131,-0.27473998069763184,0.9755223393440247,-0.16340899467468262,3.1042559146881104,-0.35644447803497314,3.1246533393859863,0,0,1,0.06850464847939104,681.4478613460781,-4.2001004794545,0.99190298574679,166.97553266578956,1,0,1,-69.10062746456619,7.529260726778437,-3.5902615935019977,0.830492246496129,3.6850638639331192,4.074733465621583,9.676026757144466
18,/yh/study/new_data/model_dataset_flight/vi/vi_000018.jpg,-81.29307556152344,3.9850776195526123,-72.1495489304399,8.213025780527522,-72.1495489304399,8.213025780527522,-84.4876480102539,19.11005210876465,-79.78688049316406,14.321898460388184,-4.1773552894592285,-0.4327203929424286,-79.19929504394531,10.124395370483398,-2.993595600128174,0.2573854923248291,0.02789577841758728,0.048944491893053055,-77.07347869873047,9.84914779663086,-76.74764251708984,9.27765941619873,9605.89453125,9650.708984375,66911.8828125,67232.390625,0.4413088262081146,0.9886990785598755,5.823373794555664e-05,0.031533777713775635,0.19174975156784058,93.47265832134318,69.61205291748047,0.002048414117457293,1.0,2.6178231239318848,-0.27501386404037476,0.9759953618049622,-0.16359849274158478,3.105820894241333,-0.35681310296058655,3.1262500286102295,0,0,1,0.07404423986797828,677.3952993034211,-4.652160723655569,0.9917738508777312,166.95528849847273,1,0,1,-72.68497742301292,8.33744502353026,-3.5631644243122467,0.8255506193000883,3.6575503468457113,3.674333474541112,9.645851729185727
19,/yh/study/new_data/model_dataset_flight/vi/vi_000019.jpg,-84.62059020996094,4.3080644607543945,-75.73541573768921,9.021742674582734,-75.73541573768921,9.021742674582734,-89.2495346069336,14.381888389587402,-84.51820373535156,14.35189437866211,-4.1773552894592285,-0.4327203929424286,-84.303466796875,10.185619354248047,-3.122211217880249,0.2709231972694397,0.02789336070418358,0.048945024609565735,-82.03904724121094,9.909065246582031,-81.71310424804688,9.337457656860352,10001.2275390625,10059.078125,69663.796875,70077.3671875,0.4412674903869629,0.9863486886024475,7.262220606207848e-05,0.030878646299242973,0.18987587094306946,94.02314305654932,73.13859558105469,0.0031744242040520447,1.0,2.6177120208740234,-0.2750811278820038,0.9759396910667419,-0.1636573225259781,3.105681896209717,-0.35690978169441223,3.1261229515075684,0,0,1,0.0790355055970068,673.7438722180319,-5.075887067123841,0.9919831345009045,167.0790877594001,1,0,1,-76.41668349344899,9.057796997526175,-3.5737863449531044,0.8198792622794742,3.666626630036007,3.8005969481871085,9.479664792813004
20,/yh/study/new_data/model_dataset_flight/vi/vi_000020.jpg,-87.91920471191406,4.623467922210693,-79.46697372038533,9.74217602381993,-79.46697372038533,9.74217602381993,-89.2495346069336,14.381888389587402,-89.2495346069336,14.381888389587402,-4.1773552894592285,-0.4327203929424286,-87.08890533447266,10.082002639770508,-3.206298828125,0.28857892751693726,0.027897153049707413,0.04894392564892769,-84.74881744384766,9.808794021606445,-84.42289733886719,9.237238883972168,10587.69921875,10634.236328125,73749.859375,74082.5859375,0.4412709176540375,0.9863649010658264,7.838674355298281e-05,0.030082667246460915,0.18916098773479462,94.54533181561725,76.84439849853516,0.0020864315132255755,1.0,2.617762565612793,-0.27503859996795654,0.9759718179702759,-0.16362407803535461,3.105748414993286,-0.35685062408447266,3.1261823177337646,0,0,1,0.08421199508629797,669.9569422177914,-5.396371641159816,0.9920548624540059,167.13488926989265,1,0,1,-80.0110835145906,9.686581700641332,-3.563217693301298,0.813802538159766,3.654968522569066,3.6489836550544346,9.390074653850784
21,/yh/study/new_data/model_dataset_flight/vi/vi_000021.jpg,-91.22086334228516,4.939162731170654,-83.06144607176337,10.370908945399938,-83.06144607176337,10.370908945399938,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-4.1773552894592285,-0.4327203929424286,-89.50565338134766,10.042612075805664,-3.3025705814361572,0.29607540369033813,0.027895167469978333,0.048944778740406036,-87.10100555419922,9.770730972290039,-86.77494049072266,9.199064254760742,11223.1025390625,11271.087890625,78197.3125,78540.4375,0.4412904679775238,0.9832679033279419,7.519428618252277e-05,0.0292799174785614,0.18793347477912903,95.11934473354283,80.39266204833984,0.0012076926184310768,1.0,2.6178882122039795,-0.27512484788894653,0.9760043621063232,-0.16369156539440155,3.1058902740478516,-0.3569706380367279,3.1263368129730225,0,0,1,0.08918885657024073,666.3160527502142,-5.640216789533785,0.9920819376489735,167.1660839511981,1,0,1,-83.45417420894057,10.246675403944652,-3.5525899284469937,0.809340418870104,3.643614567063845,3.488348962761528,9.406973523172553
22,/yh/study/new_data/model_dataset_flight/vi/vi_000022.jpg,-94.5164794921875,5.254280090332031,-86.50466524392516,10.931137057177226,-86.50466524392516,10.931137057177226,-89.2495346069336,14.381888389587402,-89.28009033203125,9.623729705810547,-4.1773552894592285,-0.4327203929424286,-89.36109161376953,9.999174118041992,-3.3249940872192383,0.3096492290496826,0.02789922244846821,0.04894496873021126,-86.96075439453125,9.72884464263916,-86.63491821289062,9.157479286193848,11529.7900390625,11523.958984375,80332.09375,80290.8828125,0.4412935972213745,0.9849827885627747,7.420079782605171e-05,0.02897007390856743,0.1874525249004364,95.76364291305728,83.85506439208984,0.0002454808835522159,1.0,2.6177682876586914,-0.27510496973991394,0.9759806394577026,-0.16367942094802856,3.1057586669921875,-0.3569446802139282,3.1262030601501465,0,0,1,0.0939501970200325,662.8328305727181,-5.83199026780153,0.9919799098071476,167.13652452533213,1,0,1,-86.51833122970203,10.743880878920248,-3.5279319862807217,0.8056377022502376,3.6187506417422135,3.1042344518781815,9.700829472100194
