frame_id,leg_index,leg_changed,gt_x,gt_y,prediction_x,prediction_y,raw_top1_x,raw_top1_y,hardms_x,hardms_y,measurement_x,measurement_y,measurement_var_x,measurement_var_y,final_x,final_y,vx,vy,ax,ay,accepted_progress_m,cross_track_m,candidate_capture
0,0,0,-37.63298034667969,0.8348962068557739,-37.63298034667969,0.8348962068557739,-37.174339294433594,18.810026168823242,-41.96681213378906,9.323718070983887,-43.443180084228516,5.262423992156982,9.416926383972168,9.324689865112305,-42.406276346335396,4.478644845610065,-3.248263713721879,2.479598266280313,-0.49549785463554086,0.3782438033308952,5.132042407989502,-3.1182374954223633,1
1,0,0,-47.69226837158203,1.7922438383102417,-45.902288987375044,7.147365013555825,-41.96681213378906,9.323718070983887,-51.42947006225586,9.383732795715332,-51.609317779541016,7.8965349197387695,9.649764060974121,9.502801895141602,-50.61595491657968,7.767342062290336,-7.677146468981297,3.3761619775589726,-1.7148852174573086,0.539132644911229,13.643610000610352,-5.519816875457764,1
2,0,0,-47.69226837158203,1.7922438383102417,-59.150543994289634,11.413070362304923,-75.02498626708984,19.050060272216797,-65.59288787841797,14.231902122497559,-63.95270538330078,10.491708755493164,9.758349418640137,9.585702896118164,-63.121199845351576,10.650006847953915,-12.576082991264567,3.3019509320235985,-2.826090652876057,0.32468853043879825,26.383668899536133,-7.063133716583252,1
3,0,0,-47.69226837158203,1.7922438383102417,-77.11032816305416,14.114302045196911,-89.2495346069336,14.381888389587402,-84.51820373535156,14.35189437866211,-80.50589752197266,12.547662734985352,9.813100814819336,9.627470016479492,-79.86122145235306,12.843247040143863,-17.459357706541002,2.673759387817682,-3.510433861315565,0.0070941794683314074,43.261783599853516,-7.472819805145264,0
4,0,0,-57.659645080566406,2.8609108924865723,-99.07579608955184,15.520553517695712,-89.2495346069336,14.381888389587402,-93.98086547851562,14.411881446838379,-96.5156021118164,12.657601356506348,9.843779563903809,9.650845527648926,-97.06560764252121,13.269524889352416,-19.584675964946317,1.1259852082042143,-3.086156714188469,-0.4701309051655506,60.41469192504883,-6.076326847076416,0
5,0,0,-57.659645080566406,2.8609108924865723,-118.19336196456176,14.160444644973856,-122.33829498291016,19.349964141845703,-122.36883544921875,14.591805458068848,-121.43648529052734,13.202741622924805,9.861509323120117,9.664341926574707,-120.6540037105746,13.432800861325955,-24.250213029049014,0.18761767648563576,-3.5406509491427633,-0.6051819367700643,83.88795471191406,-3.7428245544433594,0
6,0,0,-57.659645080566406,2.8609108924865723,-146.67454221419501,13.317827569426557,-160.18893432617188,19.58977699279785,-146.02548217773438,14.741700172424316,-146.2631378173828,13.027000427246094,9.872452735900879,9.672662734985352,-146.37134393837863,13.103174903955814,-27.604962399365032,-0.5495475949080868,-3.488614842223929,-0.6422248227672817,109.4260482788086,-0.6939277648925781,0
7,0,0,-67.50447845458984,3.795994520187378,-175.72061375885562,12.232514897664085,-188.57691955566406,19.769573211669922,-174.4134521484375,14.921524047851562,-174.99761962890625,13.143356323242188,9.879878997802734,9.678298950195312,-175.19785127915864,12.892180412218021,-30.77952645137812,-0.7942380374463389,-3.400943190859729,-0.530919802257975,138.06842041015625,2.5659828186035156,0
8,0,0,-67.50447845458984,3.795994520187378,-207.67784932596663,11.832482473642694,-221.75726318359375,10.4629487991333,-207.5327606201172,15.131247520446777,-207.31988525390625,13.221872329711914,9.885032653808594,9.68220329284668,-207.42141342577418,12.829577219446255,-34.02714328911587,-0.7270156967511725,-3.3579025639310465,-0.36250756208018686,170.10447692871094,6.037775039672852,0
9,0,0,-67.50447845458984,3.795994520187378,-243.12750799685557,11.92130774165499,-226.45806884765625,15.251056671142578,-245.38339233398438,15.370841026306152,-242.59596252441406,13.591829299926758,9.888975143432617,9.685199737548828,-242.7478989895527,13.116547381355128,-37.15795093489569,-0.3721064087524385,-3.293891423684659,-0.15968765614849476,205.2630157470703,9.490269660949707,0
